"Rank","Name","Team","Cl","Pos","App","IP","SO","K/9"
"377","Tristan Archer","Tennessee Tech","So.","P","12","65.3","51","7.03"
"378","Ian Campbell","A&M-Corpus Christi","Sr.","P","14","74.3","58","7.03"
"379","Eddie Orozco","UC Riverside","Jr.","P","8","41.0","32","7.02"
"380","Warren Slack","UNC Greensboro","Sr.","P","12","60.3","47","7.01"
"381","Andy Steinmetz","Central Ark.","Jr.","P","20","43.7","34","7.00"
"382","Steve Easter","Alcorn St.","Jr.","P","12","79.7","62","7.00"
"383","Tyler Melling","Miami (OH)","Sr.","P","11","63.0","49","7.00"
"384","Hoby Milner","Texas","So.","P","17","55.3","43","7.00"
"","Joe Willman","Northern Colo.","Jr.","P","9","55.3","43","7.00"
"386","Stephen Perakslis","Maine","So.","P","13","50.3","39","6.98"
"","Marshall Thompson","West Virginia","Fr.","P","8","50.3","39","6.98"
"388","Michael Jahns","Northwestern","Jr.","P","13","40.0","31","6.98"
"389","Matt Andriese","UC Riverside","Jr.","P","10","69.7","54","6.97"
"390","Kyle Webb","Elon","So.","P","9","51.7","40","6.96"
"391","Kevin McCulloh","Youngstown St.","So.","P","17","54.3","42","6.96"
"","Vincent Roberts","Cal St. Northridge","Jr.","P","12","54.3","42","6.96"
"","Brady Rodgers","Arizona St.","So.","P","9","54.3","42","6.96"
"394","Bryan Crabb","San Diego St.","So.","P","17","44.0","34","6.95"
"395","Dean Ali","Old Dominion","Fr.","P","21","45.3","35","6.95"
"396","Will Dorsey","Stetson","Jr.","P","14","58.3","45","6.95"
"","Daniel Palo","Middle Tenn.","So.","P","10","58.3","45","6.95"
"398","Casey Selsor","UTSA","Jr.","P","11","68.7","53","6.94"
"399","Kurt McCune","LSU","Fr.","P","11","70.0","54","6.94"
"400","J.R. Graham","Santa Clara","Jr.","P","17","46.7","36","6.94"
"401","Dom Silvestri","Butler","Sr.","P","10","62.3","48","6.93"
"402","Andy Hennessey","San Jose St.","Jr.","P","12","53.3","41","6.92"
"","Ricky Knapp","Fla. Gulf Coast","Fr.","P","19","53.3","41","6.92"
"404","Eric Semmelhack","Milwaukee","So.","P","10","57.3","44","6.91"
"405","Tyler Witte","Md.-East. Shore","Fr.","P","16","54.7","42","6.91"
"406","Sean Carley","Air Force","So.","P","11","74.3","57","6.90"
"","Cole Johnson","Notre Dame","Sr.","P","11","74.3","57","6.90"
"408","Steven Fischback","Cal Poly","Sr.","P","10","61.3","47","6.90"
"409","Nick Johnson","Cincinnati","Sr.","P","11","60.0","46","6.90"
"410","Jeb Stefan","Louisiana Tech","Jr.","P","11","47.0","36","6.89"
"411","Kyle McGrath","Eastern Ky.","Fr.","P","11","45.7","35","6.89"
"","Erik Miller","TCU","Jr.","P","20","45.7","35","6.89"
"413","David Goforth","Ole Miss","Jr.","P","11","65.3","50","6.89"
"414","Ryan Woolley","UAB","Sr.","P","13","81.0","62","6.89"
"415","Jose Linton","Florida A&M","Fr.","P","12","52.3","40","6.88"
"","C Steinman","Georgetown","So.","-","12","52.3","40","6.88"
"417","Ryan Beck","New Mexico St.","So.","P","12","68.0","52","6.88"
"418","Charley Olson","Georgia St.","Sr.","P","11","66.7","51","6.88"
"419","Jake Hummel","Pacific","Sr.","P","11","72.0","55","6.88"
"","Dan Tobik","UT Martin","So.","P","14","72.0","55","6.88"
"421","Kevin Crumb","Buffalo","Jr.","P","10","55.0","42","6.87"
"422","Jeremy Brown","VMI","Jr.","P","12","57.7","44","6.86"
"423","Jon Moscot","Pepperdine","So.","P","8","43.3","33","6.86"
"424","Zach Spahn","Coppin St.","Fr.","P","13","61.7","47","6.86"
"425","Andrew Brockett","Richmond","Fr.","P","13","47.3","36","6.85"
"","Anthony Ricciardi","Alabama St.","So.","P","9","47.3","36","6.85"
"427","Andrew Leenhouts","Northeastern","Jr.","P","10","65.7","50","6.85"
"428","Stefan Olson","Columbia","So.","P","9","44.7","34","6.85"
"429","Tyler Hale","Arizona","So.","P","10","51.3","39","6.84"
"430","Pat Lowery","Columbia","Jr.","P","9","48.7","37","6.84"
"431","Christian Powell","Col. of Charleston","So.","P","12","55.3","42","6.84"
"432","Ryan Sorce","Troy","So.","P","12","54.0","41","6.83"
"433","Zach Sterling","Western Ill.","Jr.","P","13","58.0","44","6.83"
"434","Tyler Johnson","Stony Brook","Jr.","P","10","56.7","43","6.83"
"","Dillon Overton","Oklahoma","Fr.","P","16","56.7","43","6.83"
"436","Seth Cutler-Voltz","VCU","Jr.","P","11","71.3","54","6.82"
"","Matt Tomshaw","Jacksonville","Sr.","P","11","71.3","54","6.82"
"438","Mike Augliera","Binghamton","Jr.","P","10","64.7","49","6.82"
"439","Michael Rocha","Oklahoma","Sr.","P","11","83.3","63","6.81"
"440","Dylan Floro","Cal St. Fullerton","So.","P","20","46.3","35","6.80"
"","Cole Vicars","Alcorn St.","Sr.","INF","9","46.3","35","6.80"
"442","Robert Huber","Duke","Fr.","P","13","49.0","37","6.80"
"","Greg Welke","Oakland","Jr.","P","11","49.0","37","6.80"
"444","Eric Luksis","Manhattan","So.","P","10","54.3","41","6.80"
"445","Zach Fritz","Lafayette","Sr.","P","9","47.7","36","6.79"
"","Dustin Lloyd","McNeese St.","Jr.","P","19","47.7","36","6.79"
"447","Jason Forjet","Fla. Gulf Coast","Jr.","P","15","55.7","42","6.79"
"448","Kevin Fuqua","La Salle","Sr.","P","11","74.3","56","6.78"
"449","Aaron Gates","Pepperdine","Jr.","P","10","63.7","48","6.78"
"450","Andrew Thurman","UC Irvine","Fr.","P","15","49.3","37","6.75"
"451","Mark Appel","Stanford","So.","P","11","65.3","49","6.75"
"452","Mark Anderson","St. Mary's (CA)","Jr.","P","11","77.3","58","6.75"
"453","Logan Lee","Army","Jr.","P","11","64.0","48","6.75"
"454","Tyler McSwain","UNC Wilmington","Jr.","P","12","58.7","44","6.75"
"455","Tucker Donahue","Stetson","Jr.","P","20","54.7","41","6.75"
"456","Kramer Champlin","Arizona St.","Jr.","P","11","75.0","56","6.72"
"457","Ryan VanAssche","Norfolk St.","Fr.","P","15","63.0","47","6.71"
"458","Vince Newton","Ark.-Pine Bluff","Jr.","P","15","59.0","44","6.71"
"459","Travis Henke","UALR","Sr.","P","12","52.3","39","6.71"
"460","Zach Kraham","Albany (NY)","Jr.","P","10","57.7","43","6.71"
"461","Grier Harrington","UNC Asheville","Sr.","P","15","53.7","40","6.70"
"462","Thomas Girdwood","Elon","Sr.","P","13","47.0","35","6.70"
"463","Ethan Perro","Lafayette","Jr.","P","11","40.3","30","6.70"
"464","Marco Gonzales","Gonzaga","Fr.","P","11","75.3","56","6.69"
"465","Ken Ferrer","Elon","Sr.","P","11","63.3","47","6.68"
"466","Matthew Sisto","Hawaii","Jr.","P","11","64.7","48","6.68"
"467","Dale Hering","Wagner","Sr.","P","10","55.3","41","6.67"
"","Geoff Whitaker","Columbia","Sr.","P","9","55.3","41","6.67"
"469","Tyler Niederklein","Nebraska","So.","P","13","51.3","38","6.67"
"470","Cory Ramsey","Longwood","Fr.","P","9","47.3","35","6.66"
"471","Mitchell Pitts","Texas St.","Jr.","P","13","70.3","52","6.66"
"","Mike Wright","East Carolina","Jr.","P","11","70.3","52","6.66"
"473","Kurt Wunderlich","Michigan St.","Sr.","P","11","71.7","53","6.65"
"474","Cameron Copping","Buffalo","Jr.","P","9","46.0","34","6.65"
"","Rob Smorol","Rutgers","So.","-","11","69.0","51","6.65"
"476","Calvin Drummond","San Diego","So.","P","11","61.0","45","6.64"
"477","Chris Rowley","Army","So.","P","10","59.7","44","6.63"
"478","Corey Littrell","Kentucky","Fr.","P","13","54.3","40","6.63"
"479","Jordan Cooper","Kentucky","So.","P","12","55.7","41","6.62"
"","Mike Hernandez","Butler","Jr.","P","11","55.7","41","6.62"
"481","Matt Witte","Md.-East. Shore","Sr.","C","11","65.3","48","6.62"
"482","Kyle Haynes","VCU","So.","P","11","61.3","45","6.61"
"483","John Walter","Penn St.","So.","P","11","62.7","46","6.60"
"484","Joe DiRocco","Seton Hall","Sr.","P","11","77.7","57","6.60"
"485","Morgan Coombs","Ball St.","Sr.","P","10","45.0","33","6.60"
"","Blake McFarland","San Jose St.","Sr.","P","11","60.0","44","6.60"
"487","John Bergwall","Coppin St.","Sr.","P","15","58.7","43","6.59"
"488","Matt Hiserman","San Francisco","Sr.","P","14","71.0","52","6.59"
"489","Chris Johnson","Portland","So.","P","10","56.0","41","6.59"
"490","Jadd Schmeltzer","Cornell","Sr.","P","9","52.0","38","6.58"
"491","Devin Dominquez","Alabama St.","Sr.","P","10","49.3","36","6.57"
"492","Joey Satriano","La.-Lafayette","Sr.","P","16","50.7","37","6.57"
"493","Michael Frank","Bowling Green","So.","-","16","46.7","34","6.55"
"494","Brook Hart","Yale","Sr.","P","11","64.7","47","6.54"
"495","Josh Schneider","Morehead St.","Jr.","P","17","53.7","39","6.54"
"496","Anthony Mannuccia","Hartford","So.","P","10","42.7","31","6.53"
"497","Trevor Frank","UC Riverside","So.","P","9","62.0","45","6.53"
"498","Jake Floethe","Cal St. Fullerton","Sr.","P","14","51.0","37","6.53"
"","Matt Gwaltney","Longwood","Jr.","P","11","51.0","37","6.53"
"500","Ryan Holland","Memphis","Sr.","P","13","70.3","51","6.53"
