"Rank","Name","Team","Cl","Pos","G","AB","H","BA"
"384","Nolan Earley","South Ala.","So.","OF","42","163","55","0.337"
"385","Colin Bear","Northwestern St.","Jr.","DH","45","169","57","0.337"
"386","Jonathan Griffin","UCF","Sr.","INF","44","172","58","0.337"
"","Andre McKoy","N.C. A&T","So.","OF","43","172","58","0.337"
"","Graham Sullivan","VMI","Sr.","OF","44","172","58","0.337"
"389","Adam Bryant","Troy","Sr.","INF","44","193","65","0.337"
"390","Michael Burruss","Ga. Southern","So.","OF","44","199","67","0.337"
"391","Clark Wise","Wofford","So.","OF","39","119","40","0.336"
"392","Bryan Karraker","New Mexico St.","Jr.","OF","42","122","41","0.336"
"","James Taylor","Norfolk St.","So.","OF","39","122","41","0.336"
"394","J.J. Thompson","Cal Poly","Sr.","INF","34","125","42","0.336"
"395","Jose Behar","FIU","Sr.","C","38","128","43","0.336"
"","Kency Duarte","Alabama A&M","Sr.","OF","38","128","43","0.336"
"397","Mike Mercurio","High Point","So.","INF","35","134","45","0.336"
"398","Jeremy Gum","West Virginia","Sr.","DH","41","137","46","0.336"
"399","Matt Dickason","Longwood","Fr.","SS","40","143","48","0.336"
"","Marc Schoch","La Salle","Jr.","C","39","143","48","0.336"
"","Frank Solis","Jackson St.","Jr.","3B","39","143","48","0.336"
"402","Tristan Moore","Wright St.","Jr.","OF","39","146","49","0.336"
"","Jeremy Rodriguez","CSU Bakersfield","Jr.","C","38","146","49","0.336"
"","Greg Zebrack","Penn","So.","OF","39","146","49","0.336"
"405","Levi Michael","North Carolina","Jr.","SS","41","149","50","0.336"
"","Chris Wolfe","Grambling","Jr.","INF","39","149","50","0.336"
"407","Phil Bauer","Xavier","Sr.","INF","38","152","51","0.336"
"","Greg Brody","Belmont","Fr.","INF","45","152","51","0.336"
"","Danny Pulfer","Oregon","Jr.","INF","41","152","51","0.336"
"410","Seth Boyd","Wagner","Sr.","INF","42","155","52","0.335"
"","Justin Lacy","Longwood","So.","1B","40","155","52","0.335"
"","Wilmy Marrero","Southern U.","Jr.","INF","40","155","52","0.335"
"413","Ricky Oropesa","Southern California","Jr.","1B","43","158","53","0.335"
"414","Aaron Barbosa","Northeastern","Fr.","OF","39","161","54","0.335"
"","Kurt Farmer","Nebraska","So.","1B","45","161","54","0.335"
"","Daniel Russell","Eastern Mich.","So.","OF","42","161","54","0.335"
"417","Koby Kraemer","Indiana St.","So.","INF","42","167","56","0.335"
"","Cody Terry","UT Martin","Sr.","SS","41","167","56","0.335"
"419","Joseph McCrary III","Savannah St.","So.","OF","47","173","58","0.335"
"420","Levi Hyams","Georgia","Jr.","INF","45","179","60","0.335"
"","Matt Igara","Western Ill.","Jr.","OF","44","179","60","0.335"
"422","Derrick Workman","Mercer","Fr.","OF","46","182","61","0.335"
"423","Alex Azor","Navy","Jr.","OF","49","194","65","0.335"
"","Chase Jensen","Houston","So.","SS","44","194","65","0.335"
"425","Jared Baehl","Evansville","Sr.","INF","38","147","49","0.333"
"","Ryan Bernal","BYU","Sr.","1B","37","138","46","0.333"
"","Marty Bowen","Cal St. Northridge","So.","C","39","126","42","0.333"
"","Peter Bregartner","Binghamton","Sr.","OF","37","138","46","0.333"
"","Brian Bruening","Xavier","Fr.","INF","42","168","56","0.333"
"","Jaycob Brugman","BYU","Fr.","OF","35","132","44","0.333"
"","Matt Campbell","UNC Wilmington","Jr.","INF","43","189","63","0.333"
"","Curt Casali","Vanderbilt","Sr.","C","41","153","51","0.333"
"","Josh Colon","Illinois St.","Sr.","INF","31","102","34","0.333"
"","Justin Cook","Texas Southern","Jr.","P","42","135","45","0.333"
"","Darren Crabtree","Stephen F. Austin","Sr.","1B","43","156","52","0.333"
"","Shane Eyler","Mt. St. Mary's","Sr.","OF","40","138","46","0.333"
"","John Harris","Gardner-Webb","So.","-","39","129","43","0.333"
"","Matt Johns","Western Caro.","Sr.","INF","41","165","55","0.333"
"","Pete Leonello","LIU Brooklyn","Fr.","OF","40","141","47","0.333"
"","Mike McGee","Florida St.","Sr.","OF","43","150","50","0.333"
"","Nathan Melendres","Miami (FL)","Jr.","OF","39","129","43","0.333"
"","Daniel Merck","Gardner-Webb","Sr.","INF","42","165","55","0.333"
"","Robby Newman","Longwood","Jr.","OF","39","111","37","0.333"
"","Lee Orr","McNeese St.","Jr.","INF","46","195","65","0.333"
"","Tyger Pederson","Pacific","Jr.","INF","30","84","28","0.333"
"","Andrew Phelan","South Dakota St.","Jr.","OF","33","114","38","0.333"
"","Tony Renda","California","So.","INF","40","171","57","0.333"
"","Ryan Walker","Texas-Arlington","Fr.","INF","45","186","62","0.333"
"","Jesse Wierzbicki","North Carolina","Sr.","1B","41","141","47","0.333"
"","Brady Wilson","West Virginia","So.","OF","43","168","56","0.333"
"","Alex Yarbrough","Ole Miss","So.","INF","44","171","57","0.333"
"452","Taylor White","South Ala.","Sr.","OF","43","193","64","0.332"
"453","Shawn Payne","Ga. Southern","Sr.","OF","44","181","60","0.331"
"","Bo Reeder","East Tenn. St.","Jr.","INF","42","181","60","0.331"
"455","Preston Tucker","Florida","Jr.","INF","44","178","59","0.331"
"456","Marty Gantt","Col. of Charleston","Jr.","OF","45","175","58","0.331"
"457","Caleb Ramsey","Houston","Sr.","OF","44","172","57","0.331"
"","Jake Watts","Gardner-Webb","Jr.","P","41","172","57","0.331"
"","Chad Wright","Kentucky","Jr.","OF","45","172","57","0.331"
"460","Adam Hilker","Northern Colo.","Jr.","INF","43","166","55","0.331"
"","Ryan Wright","Louisville","Jr.","SS","43","166","55","0.331"
"462","Joey DeBernardis","Penn St.","Jr.","1B","41","157","52","0.331"
"","Jacob Lamb","Washington","So.","3B","40","157","52","0.331"
"464","Rob Kral","Col. of Charleston","Jr.","C","45","154","51","0.331"
"465","Dan Gamache","Auburn","Jr.","INF","43","151","50","0.331"
"","Casey Jones","Southeast Mo. St.","Sr.","INF","42","151","50","0.331"
"","William Ladd","Citadel","Sr.","OF","43","151","50","0.331"
"","Javi Sujo","Fla. Gulf Coast","Jr.","P","40","151","50","0.331"
"469","Bobby Crocker","Cal Poly","Jr.","OF","37","139","46","0.331"
"","Colby Hines","Prairie View","Fr.","OF","38","139","46","0.331"
"471","Jarod Berggren","Northern Colo.","Jr.","OF","40","136","45","0.331"
"472","Andrew Caron","Mt. St. Mary's","Sr.","C","41","133","44","0.331"
"","Brian Johnson","Florida","So.","P","44","133","44","0.331"
"474","Grant Gajdosz","UNC Asheville","Jr.","OF","36","130","43","0.331"
"","Justin Parr","Illinois","So.","INF","36","130","43","0.331"
"476","Nick Camastro","Manhattan","So.","INF","38","115","38","0.330"
"","Weston Lewis","Chicago St.","Jr.","OF","37","115","38","0.330"
"478","Jon Clinard","Austin Peay","Jr.","INF","32","106","35","0.330"
"479","Ryan Montgomery","Norfolk St.","So.","C","32","103","34","0.330"
"480","Michael Chiaravalloti","Iona","Jr.","1B","35","100","33","0.330"
"481","Jared Hammer","Hofstra","So.","1B","32","94","31","0.330"
"482","Chris Dudics","Toledo","Sr.","INF","43","182","60","0.330"
"","Ryan Gebhardt","Louisiana Tech","Fr.","SS","37","91","30","0.330"
"","Jeff Harkensee","Southeastern La.","Sr.","OF","46","182","60","0.330"
"","Kyle Roliard","Louisiana Tech","Jr.","OF","46","182","60","0.330"
"486","Billy Burns","Mercer","Jr.","OF","45","173","57","0.329"
"487","Tre-von Johnson","Md.-East. Shore","So.","OF","43","167","55","0.329"
"","Andrew Megee","Yale","Sr.","3B","42","167","55","0.329"
"489","Michael Amanti","Quinnipiac","Sr.","INF","40","161","53","0.329"
"490","Jack Laurendeau","Holy Cross","Sr.","OF","42","155","51","0.329"
"491","Alex Staehely","Creighton","So.","INF","41","152","50","0.329"
"492","Les Aulds","La.-Monroe","Jr.","INF","41","149","49","0.329"
"","Eric Cain","South Dakota St.","Jr.","SS","39","149","49","0.329"
"","Tyler Chism","Gonzaga","Sr.","C","39","149","49","0.329"
"","Nolan Gaige","Albany (NY)","So.","P","37","149","49","0.329"
"","Steve Tedesco","Sacred Heart","Sr.","OF","39","149","49","0.329"
"497","Kenny Socorro","Marshall","Sr.","INF","41","146","48","0.329"
"498","Kai Hatch","Utah Valley","So.","INF","35","140","46","0.329"
"","Jarid Scarafiotti","Stephen F. Austin","Jr.","C","35","140","46","0.329"
"500","Marshall Yanzick","Cornell","Jr.","INF","39","134","44","0.328"
