"Rank","Name","Team","Cl","Pos","G","AB","H","BB","HBP","SF","SH","PCT"
"308","Eric Deese","Ala.-Huntsville","Jr.","DH","44","152","57","8","11","3","2","0.437"
"","Mitch Wolfe","Eastern N.M.","Sr.","INF","42","154","59","15","2","3","0","0.437"
"310","Kyle McNiff","American Int'l","Sr.","OF","36","120","40","15","7","0","1","0.437"
"","Kyle Stoudt","Kutztown","Fr.","-","35","122","43","17","2","1","2","0.437"
"312","Paul Anzalone","Harding","So.","P","40","113","43","8","4","1","7","0.437"
"313","Dion Bryant","Stillman","Jr.","OF","41","159","57","20","2","0","6","0.436"
"314","Seve Carbajal","Colo. Christian","Jr.","C","47","163","51","25","13","3","4","0.436"
"315","A.J. Rouleau","Southern Conn. St.","Jr.","3B","36","119","35","27","3","0","10","0.436"
"316","Brian Patrick","Lincoln (MO)","Sr.","3B","41","130","43","19","6","1","1","0.436"
"317","Ryan Lewis","Columbus St.","Jr.","OF","46","179","63","22","6","2","4","0.435"
"318","Jake Kretzer","Northwest Mo. St.","So.","OF","45","126","30","16","28","0","4","0.435"
"319","Tyler Fayden","Southwest Minn. St.","Sr.","OF","30","114","40","10","7","0","0","0.435"
"320","Tyler Benzel","Fla. Southern","Sr.","INF","41","158","61","12","4","3","0","0.435"
"321","Michael Wiseman","Wayne St. (MI)","Sr.","C","41","138","49","12","9","2","3","0.435"
"322","Josh Riley","Arkansas Tech","Sr.","SS","45","158","51","23","9","1","2","0.435"
"323","Clayton Roach","Paine","Fr.","P","34","95","29","23","1","3","2","0.434"
"324","Brennan Brown","Metro St.","Sr.","OF","32","79","24","15","4","1","1","0.434"
"","Mike Vucsko","Lewis","Sr.","INF","28","81","25","15","3","0","1","0.434"
"326","Chase Barnes","Pittsburg St.","Jr.","OF","38","129","45","18","3","2","0","0.434"
"327","Brian Kochik","Lock Haven","Sr.","C","39","113","36","23","3","4","1","0.434"
"328","Vern Powell","Indiana (PA)","Sr.","3B","46","148","51","16","8","1","3","0.434"
"","Jordan Stouffer","Metro St.","Sr.","1B","40","140","48","24","3","6","0","0.434"
"330","Eric Bond","Dixie St.","Jr.","OF","37","93","25","27","0","0","2","0.433"
"","Josh Caffrey","Missouri S&T","Jr.","C","32","110","43","7","2","1","3","0.433"
"332","Josh Catalano","Chowan","Fr.","INF","47","156","50","29","2","0","4","0.433"
"","Blake Stroth","North Ala.","Sr.","INF","42","153","47","30","4","0","4","0.433"
"334","Zachary Drummond","Paine","So.","OF","36","125","38","28","2","2","2","0.433"
"","Colby Wiggins","Chowan","Fr.","INF","49","133","45","21","2","1","6","0.433"
"336","Eric Rodriguez","Benedict","Sr.","OF","34","101","34","15","6","5","1","0.433"
"337","Kyle Brooks","Lincoln (PA)","Jr.","OF","28","68","13","27","2","0","0","0.433"
"338","Tanner Laran","Ark.-Monticello","Jr.","OF","40","140","49","11","11","2","4","0.433"
"339","Hector Flores","Incarnate Word","Jr.","INF","41","113","38","13","7","1","2","0.433"
"","Kyle Vesey","Wayne St. (MI)","Jr.","OF","40","115","39","17","2","0","6","0.433"
"341","Melvin Robinson","Lincoln (PA)","Sr.","OF","28","95","37","8","0","1","0","0.433"
"342","Spencer Ammons","Mo.-St. Louis","Jr.","3B","38","128","44","15","5","0","2","0.432"
"","Eitan Maoz","UNC Pembroke","Jr.","C","37","127","44","12","8","1","3","0.432"
"344","Ladarrius Cole","West Ala.","Jr.","OF","41","166","59","17","7","2","0","0.432"
"345","Zac Zdanowicz","Henderson St.","So.","OF","41","125","36","28","6","3","1","0.432"
"346","Matt Walsh","Mercy","Sr.","OF","33","111","36","17","4","0","1","0.432"
"347","K. C. Pfister","Southeastern Okla.","Sr.","OF","43","152","50","25","4","2","1","0.432"
"348","Jordan White","Ky. Wesleyan","Jr.","OF","35","132","51","7","5","2","1","0.432"
"349","Caleb Saggus","Augusta St.","Jr.","OF","47","181","57","30","7","0","4","0.431"
"350","Brian Erie","Northern Ky.","Sr.","C","41","147","53","15","4","1","0","0.431"
"","Joe Huwer","Eastern N.M.","Jr.","C","41","149","56","15","1","2","3","0.431"
"","Brenton Kopecek","Davis & Elkins","Jr.","OF","42","132","39","26","7","2","11","0.431"
"353","Cody Pack","Lincoln Memorial","Sr.","OF","51","179","56","39","2","5","0","0.431"
"354","Braden Box","Colorado Mesa","So.","INF","34","101","31","11","11","0","6","0.431"
"355","Ethan Stuckly","Tarleton St.","Jr.","INF","44","172","67","14","0","2","2","0.431"
"356","Jeffrey Conley","Alderson-Broaddus","Fr.","P","35","102","30","18","8","2","2","0.431"
"","Jed Hanson","Neb. Omaha","Sr.","INF","46","165","57","20","7","3","5","0.431"
"358","Albert Stanton","Southern N.H.","Fr.","OF","39","136","42","16","13","0","0","0.430"
"359","Billy Ninemire","Harding","So.","INF","46","174","65","15","3","1","0","0.430"
"360","Elliot Powell","Concordia-St. Paul","Fr.","1B","28","88","33","9","1","2","5","0.430"
"361","R.J. Etchebarren","Grand Canyon","Sr.","OF","46","188","71","16","2","1","0","0.430"
"362","Drew Ryan","Urbana","Fr.","3B","40","129","42","21","4","2","3","0.429"
"363","Joe Vaskas","Emporia St.","Jr.","INF","43","138","46","14","10","1","1","0.429"
"364","J.T. Greenhood","Colorado St.-Pueblo","Jr.","OF","44","144","43","28","5","0","0","0.429"
"365","Dan Hennigan","Franklin Pierce","Jr.","2B","43","154","51","26","2","2","5","0.429"
"366","Jordan Owens","Lander","Jr.","1B","42","155","50","29","3","4","0","0.429"
"367","Carlos Asuaje","Nova Southeastern","Fr.","INF","45","182","63","26","2","2","3","0.429"
"368","Cody Baker","Lincoln Memorial","So.","OF","51","198","68","29","3","3","3","0.429"
"369","Matt Albaugh","Kutztown","So.","C","35","106","36","11","7","2","1","0.429"
"","Brian Dice","Lenoir-Rhyne","Sr.","C","47","165","53","24","10","4","1","0.429"
"","Korey Domenick","West Fla.","Jr.","INF","43","102","30","15","9","0","6","0.429"
"","Gip Hendrix","Henderson St.","Sr.","OF","45","149","50","20","5","1","0","0.429"
"","Jacob Karr","Wingate","Jr.","INF","52","183","63","13","14","0","1","0.429"
"","Bobby Mclaughlin","Alderson-Broaddus","So.","3B","35","101","37","6","8","4","0","0.429"
"375","Roberto Sanchez","Belmont Abbey","Sr.","INF","40","163","53","26","4","1","0","0.428"
"376","Kyle Cummings","Southern Conn. St.","Fr.","INF","37","147","49","14","11","1","3","0.428"
"377","A.J. Alexander","N.M. Highlands","Jr.","OF","41","132","50","8","4","1","2","0.428"
"","Tyler Bean","Washburn","Jr.","INF","40","123","41","19","2","1","0","0.428"
"","Josh Carpenter","North Ala.","Fr.","SS","39","130","49","12","1","2","5","0.428"
"380","Tyler Gaby","King (TN)","Fr.","OF","37","116","41","14","1","0","0","0.427"
"381","Andrew Castaneda","Colorado St.-Pueblo","Jr.","OF","46","165","59","23","0","4","1","0.427"
"","O'Koyea Dickson","Sonoma St.","Jr.","INF","44","158","50","27","5","2","0","0.427"
"","Jon Wandling","Ky. Wesleyan","Fr.","P","28","85","30","11","0","0","2","0.427"
"384","Lester Akeo","Hawaii Pacific","Sr.","INF","37","132","38","29","3","0","3","0.427"
"385","Mark Darlington","West Va. Wesleyan","Sr.","OF","36","126","45","5","11","1","0","0.427"
"","Seth Tressler","Mansfield","So.","2B","35","122","42","16","3","2","0","0.427"
"387","Blake Gentry","Southeastern Okla.","Jr.","OF","45","176","61","25","1","2","5","0.426"
"388","Ryan McCormick","Millersville","Sr.","SS","45","145","35","33","16","3","1","0.426"
"389","Pat Curtin","Tiffin","Jr.","C","39","111","42","5","5","1","3","0.426"
"","Gavin Meyer","Quincy","So.","OF","44","157","54","17","7","2","1","0.426"
"","Ernesto Ortiz","Grand Canyon","Jr.","SS","42","153","52","15","11","4","0","0.426"
"","Daniel Qualls","Incarnate Word","Sr.","C","38","106","36","16","0","0","0","0.426"
"393","John Couch","Lincoln Memorial","Sr.","INF","51","192","67","23","5","3","1","0.426"
"394","Gavan McCauley","Southern Ark.","Jr.","OF","43","128","36","25","8","1","6","0.426"
"","Kyle Thomas","Lewis","Fr.","C","30","82","24","22","0","4","1","0.426"
"396","Joe Kley","Winona St.","Sr.","OF","37","135","50","13","3","4","0","0.426"
"397","Nate Valdez","Cameron","Sr.","INF","43","157","53","17","10","4","1","0.426"
"398","Brian McCulloch","Mo.-St. Louis","Sr.","1B","33","97","29","16","6","1","1","0.425"
"399","Dan Hayduk","Mount Olive","Sr.","SS","44","165","55","22","5","1","1","0.425"
"","Heath Peterson","Montevallo","Jr.","1B","43","173","63","14","5","1","0","0.425"
"401","Trent Kinnear","Harding","Sr.","OF","40","135","47","13","5","0","1","0.425"
"402","Mike Diorio","Lynn","Jr.","INF","37","123","45","10","4","2","11","0.424"
"","Hugo Hernandez","Tex. Permian Basin","Jr.","INF","43","111","32","25","2","1","7","0.424"
"404","Jordan Hanley","Dixie St.","So.","INF","40","100","25","26","5","1","0","0.424"
"405","Chris Newcomb","Saint Leo","Fr.","OF","45","162","53","23","5","1","8","0.424"
"406","Brett Cisper","Northern Ky.","So.","INF","43","156","54","13","8","0","2","0.424"
"","Andy Leach","Fairmont St.","Sr.","OF","30","98","31","18","1","1","1","0.424"
"408","Beau Stevens","Colorado St.-Pueblo","Sr.","OF","42","120","39","20","2","2","2","0.424"
"409","Tyler Gray","Ashland","Fr.","1B","43","144","49","15","8","3","0","0.424"
"","Matthew Pullos","Colorado Mines","So.","OF","43","157","61","8","3","2","3","0.424"
"411","Ben Villafuerte","Tex. A&M-Kingsville","So.","INF","44","139","45","20","4","0","2","0.423"
"412","Brian Giles","North Greenville","Sr.","P","44","145","37","41","2","1","9","0.423"
"","Taylor Johnson","St. Edward's","So.","2B","44","171","62","12","6","0","1","0.423"
"","Landan McCall","Tarleton St.","So.","SS","43","155","47","26","7","1","6","0.423"
"415","Michael Dugan","Kutztown","Sr.","INF","39","141","52","13","1","1","5","0.423"
"","Alex Latchum","Chestnut Hill","Jr.","2B","35","127","37","23","6","0","3","0.423"
"417","Greg Walsh","Molloy","So.","INF","44","134","37","17","17","0","3","0.423"
"418","Daniel Dillard","Western Ore.","Sr.","OF","42","159","55","12","12","4","0","0.422"
"419","Chris Ballou","Tex. A&M-Kingsville","Jr.","OF","42","141","49","15","4","1","1","0.422"
"420","Derek Kline","Millersville","Sr.","1B","45","157","55","19","2","2","0","0.422"
"","Brian Simone","West Ala.","Sr.","OF","41","156","56","18","2","4","1","0.422"
"","Mike Snyder","Fla. Southern","Jr.","INF","41","160","57","15","4","1","0","0.422"
"423","Will McGinnis","Delta St.","Sr.","OF","43","127","40","19","6","2","1","0.422"
"","Tyler Uphouse","Shippensburg","Jr.","INF","46","124","38","23","4","3","2","0.422"
"425","Chandler Klute","Neb.-Kearney","So.","C","35","125","43","10","9","3","1","0.422"
"426","Jason Garcia","St. Mary's (TX)","Sr.","OF","47","165","60","14","4","2","9","0.422"
"427","Randy O'Dell","Brevard","Jr.","INF","41","147","57","10","0","2","2","0.421"
"428","Nate Alfson","Augustana (SD)","Sr.","C","38","110","35","19","2","2","2","0.421"
"","Angelo Burrage","St. Joseph's (IN)","So.","1B","41","140","43","13","16","2","1","0.421"
"","Eric Doyle","Davis & Elkins","Jr.","C","42","145","46","23","3","0","0","0.421"
"","Jordan Easom","West Tex. A&M","Jr.","OF","49","178","70","7","3","2","4","0.421"
"432","Andy Petz","Washburn","Sr.","C","41","140","47","17","5","2","0","0.421"
"433","Luis Gonzalez","Concordia (NY)","So.","C","36","117","35","19","7","2","0","0.421"
"","Kyle Wager","Colorado St.-Pueblo","Sr.","C","40","128","44","14","3","0","1","0.421"
"435","Jon McKinney","Ala.-Huntsville","Jr.","P","35","108","36","9","8","1","5","0.421"
"436","Michael Price","Armstrong","Sr.","OF","48","175","57","24","6","2","25","0.420"
"437","Rylan Morihara","Hawaii Pacific","Jr.","OF","45","155","48","22","9","2","1","0.420"
"","Bobby Triglia","Valdosta St.","Jr.","INF","44","152","49","27","3","6","2","0.420"
"","Ty Windall","Northwest Nazarene","Sr.","OF","44","154","46","20","13","1","6","0.420"
"440","Aj Burlington","Salem Int'l","So.","P","35","107","41","6","3","3","0","0.420"
"","Sam Fagely","Concordia-St. Paul","Sr.","OF","29","102","34","16","0","1","2","0.420"
"442","Zach Stone","Millersville","So.","3B","45","145","51","10","10","4","0","0.420"
"","Jenzen Torres","Cal Poly Pomona","Jr.","C","41","141","46","22","3","3","2","0.420"
"444","Areo Regoli","Nova Southeastern","Jr.","OF","41","151","49","26","1","3","1","0.420"
"","Deaun Williams","Lincoln Memorial","Sr.","OF","45","149","46","19","11","2","1","0.420"
"446","Paden Grubbs","Southwest Baptist","Sr.","OF","43","134","41","23","4","1","1","0.420"
"447","Ryan Geffert","Southern Conn. St.","Jr.","1B","37","140","41","29","3","2","0","0.420"
"","Trey Horn","West Tex. A&M","Sr.","INF","42","148","49","20","4","2","7","0.420"
"449","Michael Cardinale","Oakland City","So.","INF","27","77","25","12","2","2","0","0.419"
"","Ryan Palmer","Northwood (MI)","Jr.","C","31","73","22","14","3","3","0","0.419"
"451","Kellen Bozeman","Delta St.","Sr.","DH","46","175","66","12","5","6","0","0.419"
"452","Pat Kregeloh","Shippensburg","Fr.","3B","48","136","43","24","3","4","0","0.419"
"453","Matt Lagree","Central Mo.","Fr.","-","35","106","27","23","7","0","3","0.419"
"454","Josh Miller","S.C. Aiken","So.","C","46","182","65","15","8","5","6","0.419"
"","Derrick Walls","Incarnate Word","Fr.","OF","47","179","58","24","6","1","5","0.419"
"456","Sloan Soulia","Fort Hays St.","Sr.","C","44","155","54","17","4","3","0","0.419"
"457","Jacob Campbell","Albany St. (GA)","Fr.","OF","47","158","56","23","1","9","3","0.419"
"","Joe Halley","Cameron","Sr.","INF","45","159","50","27","3","2","3","0.419"
"","Chris Vazquez","Belmont Abbey","Sr.","C","45","166","59","12","9","4","2","0.419"
"460","Chris Saroff","Indianapolis","Jr.","P","37","99","32","12","5","1","1","0.419"
"461","Stephen Clout","New Haven","So.","OF","36","126","38","17","9","1","7","0.418"
"462","Zach Smith","Erskine","Fr.","INF","51","206","80","9","3","2","4","0.418"
"463","Eric Herman","Shippensburg","Jr.","INF","48","161","51","20","8","0","6","0.418"
"464","Roberto Castillo","Tex. A&M Int'l","Jr.","P","42","139","50","10","6","3","0","0.418"
"465","Joe Maloney","Limestone","Jr.","C","52","185","57","34","5","6","0","0.417"
"466","Johnathan James","Hawaii Hilo","So.","INF","37","124","43","8","7","0","2","0.417"
"467","Derek Carr","Slippery Rock","Jr.","OF","40","132","38","23","7","1","7","0.417"
"","Sam Mcgill","Ouachita Baptist","Sr.","P","45","132","40","20","8","3","3","0.417"
"469","Branfy Arias","Tusculum","Sr.","OF","46","149","49","11","13","2","10","0.417"
"470","Abel Medina","Cal St. Dom. Hills","Sr.","3B","45","170","56","26","1","2","1","0.417"
"471","Chris Amate","American Int'l","So.","INF","31","113","36","15","4","0","0","0.417"
"","Aj Begay","Colo. Christian","Fr.","3B","44","125","35","22","8","1","0","0.417"
"","Michael Chiarelli","Western Ore.","Sr.","C","41","136","41","17","12","3","5","0.417"
"","Mike Darley","Minn. Duluth","Jr.","P","31","79","23","10","7","0","2","0.417"
"","Kevin Miller","Mansfield","Sr.","OF","35","117","44","11","0","4","0","0.417"
"","Kyle O'Boyle","Saginaw Valley","So.","OF","39","121","40","13","7","3","0","0.417"
"","Carmine Pellechia","Molloy","Jr.","OF","45","162","52","24","4","2","2","0.417"
"","Nate Reid","Tusculum","Jr.","C","43","126","37","17","11","2","3","0.417"
"","Blake Thomsen","Eastern N.M.","Jr.","OF","43","132","42","16","7","1","3","0.417"
"","John Willner","Valdosta St.","Sr.","OF","47","182","66","15","4","3","1","0.417"
"481","Ryan Moore","Chowan","Fr.","P","50","155","48","26","3","1","2","0.416"
"482","Ian Atkinson","Mo. Western St.","Sr.","INF","44","144","44","23","5","1","8","0.416"
"483","Jason Berrios","Concordia (NY)","Jr.","OF","34","125","40","21","1","2","1","0.416"
"484","Ryan Lewicki","West Va. Wesleyan","So.","1B","33","119","40","16","1","1","3","0.416"
"485","Zach Braun","Bemidji St.","Fr.","C","33","92","29","17","1","3","1","0.416"
"","Bryant Chambliss","Tuskegee","Sr.","C","31","93","29","16","2","2","3","0.416"
"487","Dusty Maggs","Nova Southeastern","Sr.","INF","46","152","44","27","8","3","1","0.416"
"488","Kaleb Cunningham","Indianapolis","Sr.","INF","43","156","56","15","3","4","4","0.416"
"","Albert Selanders","Central Mo.","So.","C","42","145","46","21","7","5","7","0.416"
"490","Weston Dodson","Elizabeth City St.","Fr.","OF","40","137","43","16","10","3","1","0.416"
"","Kyle Rice","S.C. Aiken","Sr.","C","41","133","40","27","2","4","2","0.416"
"492","Josh Hohn","Catawba","Sr.","C","51","184","56","30","5","0","2","0.416"
"493","Nick LaCroix","Franklin Pierce","So.","OF","33","107","34","16","4","3","3","0.415"
"494","Bryce Baugh","West Tex. A&M","Jr.","INF","45","153","50","23","3","4","2","0.415"
"495","Michael Cantwell","St. Andrews","Sr.","OF","43","147","49","18","4","2","2","0.415"
"","Cass Via","Ouachita Baptist","Sr.","INF","46","136","37","28","6","1","11","0.415"
"497","Zachery Bukiewicz","West Virginia St.","Fr.","INF","31","82","27","10","2","0","2","0.415"
"498","Kalab Evans","Grand Canyon","Jr.","C","45","151","49","22","2","1","2","0.415"
"","Jesse Kinzey","Mo. Southern St.","Jr.","P","45","151","50","17","6","2","2","0.415"
"","Josh Wenger","Concord","So.","INF","43","150","51","15","7","4","1","0.415"
