"Rank","Name","Team","Cl","Pos","App","IP","BB","PG"
"362","Ryan Bradshaw","Chowan","Jr.","P","14","43.3","15","3.12"
"363","Stephen Bove","Adelphi","Fr.","P","8","40.3","14","3.13"
"","Matt Long","Coker","Sr.","P","16","40.3","14","3.13"
"365","null Nielebeck","Southwest Baptist","Fr.","-","14","66.0","23","3.14"
"366","Matt Holland","St. Mary's (TX)","Sr.","P","13","80.3","28","3.14"
"367","Cody Church","Lincoln Memorial","Sr.","OF","17","40.0","14","3.15"
"368","Brittain Diamond","Henderson St.","Jr.","3B","10","62.7","22","3.16"
"369","Alex Dunn","Missouri S&T","Sr.","P","12","42.7","15","3.16"
"370","Johnny Hornbuckle","North Ala.","Jr.","P","13","68.3","24","3.16"
"371","Scott Brady","Pittsburg St.","Sr.","P","11","54.0","19","3.17"
"","Matt White","Rollins","Sr.","P","19","54.0","19","3.17"
"373","Zachary Smith","Mont. St. Billings","Jr.","INF","9","48.3","17","3.17"
"374","John DesChamps","Chowan","Jr.","P","14","82.3","29","3.17"
"375","Brandon Droge","Newman","Jr.","P","13","85.0","30","3.18"
"","Coltin White","Grand Canyon","Jr.","C","15","51.0","18","3.18"
"377","Chris Thomas","Lander","So.","P","13","79.3","28","3.18"
"378","Dan Bradley","Assumption","So.","INF","15","45.3","16","3.18"
"379","Brian Buckham","Cal St. Chico","Jr.","P","12","42.3","15","3.19"
"","Ian Ocon","Sonoma St.","So.","P","12","42.3","15","3.19"
"381","Greg Herbst","St. Mary's (TX)","Sr.","1B","13","81.7","29","3.19"
"382","Alex Naggy","Pitt.-Johnstown","Jr.","P","14","45.0","16","3.20"
"","Keith Vasquez","Incarnate Word","Jr.","P","13","45.0","16","3.20"
"384","Garrett Yount","Rollins","Jr.","P","14","53.3","19","3.21"
"385","Kyle Thomas","California (PA)","So.","P","12","56.0","20","3.21"
"386","Nate Lyons","Ill.-Springfield","Fr.","P","14","50.3","18","3.22"
"387","Russell Trojan","Philadelphia U.","So.","P","15","44.7","16","3.22"
"388","Conner McMahon","Merrimack","Fr.","P","8","44.3","16","3.25"
"389","Barry Amett","Ill.-Springfield","Fr.","P","14","47.0","17","3.26"
"390","Dylan Hochevar","Tusculum","Jr.","P","15","69.0","25","3.26"
"391","Thomas McLeod","S.C. Aiken","Jr.","C","15","80.0","29","3.26"
"392","Josh McKeon","Upper Iowa","Sr.","P","10","71.7","26","3.26"
"393","Cameron Culp","Limestone","So.","P","28","41.3","15","3.27"
"394","Josh Schultze","Southern Ind.","Jr.","P","10","55.0","20","3.27"
"395","Steve Paladino","Felician","Fr.","P","12","68.7","25","3.28"
"396","Chris Bowe","Missouri S&T","So.","P","10","49.3","18","3.29"
"","Jonathan Grosse","Kutztown","Sr.","P","9","49.3","18","3.29"
"398","Ricky Cramer","Cameron","Sr.","P","12","82.0","30","3.29"
"399","Brett Ash","Washburn","So.","P","10","60.0","22","3.30"
"400","Steve Landell","Southern Conn. St.","So.","P","7","46.0","17","3.33"
"","Sean McDonald","Northwest Nazarene","Jr.","OF","14","46.0","17","3.33"
"402","Taylor Burns","Ouachita Baptist","Jr.","P","17","51.3","19","3.33"
"","David Fair","Cal St. Dom. Hills","Sr.","P","14","54.0","20","3.33"
"","Robert Gaertner","Queens (NY)","Fr.","OF","9","51.3","19","3.33"
"","Jeremy Smith","S.C. Aiken","Sr.","P","22","51.3","19","3.33"
"","Lee Stoppelman","Central Mo.","Fr.","-","11","54.0","20","3.33"
"407","Chris Nelson","Wingate","Sr.","C","13","78.0","29","3.35"
"408","Nathan Eller","Henderson St.","So.","P","11","75.3","28","3.35"
"409","Blake Wixson","Drury","Sr.","P","10","53.7","20","3.35"
"410","Bradshaw Perry","Metro St.","Sr.","P","10","61.7","23","3.35"
"411","Steven Brault","Regis (CO)","Fr.","P","10","59.0","22","3.36"
"412","Scott Tully","Cal St. Monterey Bay","Sr.","P","12","69.7","26","3.36"
"413","Clay Stephens","Tex. A&M-Kingsville","So.","P","13","42.7","16","3.37"
"414","Craig Gourley","Caldwell","Jr.","P","8","40.0","15","3.38"
"","Shawn Riesgraf","St. Cloud St.","So.","P","10","40.0","15","3.38"
"","Jared Winder","Davis & Elkins","Sr.","P","12","64.0","24","3.38"
"417","Brandon Stewart","St. Augustine's","Sr.","P","17","85.3","32","3.38"
"418","Kyle Olney","Alderson-Broaddus","So.","P","15","53.3","20","3.38"
"419","Kyle Lavin","St. Anselm","Sr.","P","11","55.7","21","3.39"
"420","Brad Thomas","Ashland","So.","P","13","53.0","20","3.40"
"421","Phil Bray","Bemidji St.","So.","P","9","50.3","19","3.40"
"","Ryan Griffin","Ala.-Huntsville","Jr.","P","10","50.3","19","3.40"
"423","Irving Camacho","West Tex. A&M","Jr.","P","17","63.3","24","3.41"
"424","Brett Hauber","Felician","Jr.","P","15","55.3","21","3.42"
"425","Corey Davidson","Cameron","Sr.","P","14","50.0","19","3.42"
"426","Tyler Dowse","Arkansas Tech","Jr.","P","13","44.7","17","3.42"
"427","Kyle Lozensky","Mary","Jr.","P","8","47.3","18","3.42"
"428","Trent Mertz","Kutztown","Sr.","P","11","42.0","16","3.43"
"","Eric Meyerchick","St. Joseph's (IN)","Jr.","P","12","63.0","24","3.43"
"","Michael Sciarretta","Pace","Sr.","P","9","63.0","24","3.43"
"431","Dalton Self","Paine","Fr.","SS","16","102.3","39","3.43"
"432","Kevin McGovern","Philadelphia U.","Jr.","C","11","55.0","21","3.44"
"433","Joe Ferrara","St. Thomas Aquinas","Jr.","P","8","41.7","16","3.45"
"434","Kevin Chenicek","C.W. Post","So.","P","7","44.3","17","3.45"
"435","Lee Paine","Christian Bros.","Sr.","P","12","54.7","21","3.46"
"436","Zack Whitman","Ga. Southwestern","Sr.","P","13","70.3","27","3.46"
"437","Nick Gillung","Mercyhurst","Sr.","P","11","59.7","23","3.47"
"438","Cory Rhodes","King (TN)","Fr.","P","10","67.3","26","3.48"
"439","Brady Wager","Grand Canyon","So.","P","12","75.0","29","3.48"
"440","Michael Carletti","Adelphi","Jr.","P","9","41.3","16","3.49"
"","John Jeanes","Post","So.","P","9","41.3","16","3.49"
"","Zach Lucas","Limestone","Jr.","P","26","41.3","16","3.49"
"443","Jordan Blanchard","Dixie St.","Jr.","P","14","49.0","19","3.49"
"444","Corey Collins","Metro St.","Sr.","P","10","56.7","22","3.49"
"445","Cory Keesee","Davis & Elkins","Jr.","P","11","41.0","16","3.51"
"","Tyler Zimm","California (PA)","So.","P","9","41.0","16","3.51"
"447","Trent Evins","N.M. Highlands","Sr.","P","11","69.0","27","3.52"
"448","Jeremiah Struble","Colorado St.-Pueblo","So.","P","10","58.7","23","3.53"
"449","J. Harvey","Shaw","Fr.","-","9","51.0","20","3.53"
"450","Kirk Jewasko","Incarnate Word","Jr.","P","12","76.3","30","3.54"
"451","Derek Beasley","S.C. Aiken","Fr.","P","14","55.7","22","3.55"
"","Ryan Windt","Wis.-Parkside","Jr.","P","11","55.7","22","3.55"
"453","Jeb Huber","West Ala.","Jr.","P","13","81.0","32","3.56"
"454","Brian Willis","UNC Pembroke","Sr.","P","18","53.0","21","3.57"
"455","Jeffrey Conley","Alderson-Broaddus","Fr.","P","14","45.3","18","3.58"
"","Caleb Zang","Quincy","Sr.","P","8","45.3","18","3.58"
"457","Ryan O'Shea","Cal St. Chico","Fr.","P","12","55.3","22","3.58"
"458","Timothy Flight","Southern N.H.","So.","P","10","70.3","28","3.58"
"459","George Hebert","Slippery Rock","Sr.","P","10","55.0","22","3.60"
"","Matt Mege","Newberry","Sr.","P","16","40.0","16","3.60"
"","Bryant Rutledge","Angelo St.","Jr.","P","11","65.0","26","3.60"
"462","Jammie Sexton","West Ga.","Fr.","-","14","72.3","29","3.61"
"463","Roy Metter","Neb.-Kearney","Sr.","P","12","57.3","23","3.61"
"464","Kekoa Lee","Hawaii Hilo","Sr.","P","7","42.3","17","3.62"
"465","Don Mack","Miles","Jr.","P","8","49.7","20","3.62"
"466","Nate O'Bryan","Saint Martin's","Fr.","-","15","44.7","18","3.62"
"467","Tyler Stephenson","Mars Hill","Sr.","P","19","59.3","24","3.64"
"468","Clifford Peterson","Albany St. (GA)","Fr.","P","15","84.0","34","3.64"
"469","Ryan Pierce","St. Andrews","So.","P","14","66.7","27","3.64"
"470","Ryan Salt","Tarleton St.","Sr.","P","19","54.3","22","3.65"
"471","Hunter Conkle","Ohio Valley","Fr.","P","13","46.7","19","3.66"
"472","Mike Dedrick","Dixie St.","So.","P","12","73.7","30","3.66"
"473","Paul Brock","Cal St. Monterey Bay","Jr.","P","16","68.7","28","3.67"
"474","Ryan Wheat","Mo. Southern St.","Jr.","P","12","49.0","20","3.67"
"475","Kolby Moore","Ouachita Baptist","Sr.","P","15","78.0","32","3.69"
"476","Carson Beauchaine","Saginaw Valley","So.","P","8","48.7","20","3.70"
"477","Matt Curtis","Central Mo.","Sr.","P","11","56.0","23","3.70"
"478","Tyler Rumsey","Lock Haven","Sr.","P","10","51.0","21","3.71"
"479","David Wydeven","Grand Canyon","Jr.","P","12","70.3","29","3.71"
"480","Ben Hawkins","West Fla.","Jr.","P","13","65.3","27","3.72"
"481","Tyler Badamo","Dowling","Fr.","P","9","50.7","21","3.73"
"482","Neil Hudson","St. Joseph's (IN)","Jr.","P","11","53.0","22","3.74"
"","Eddie Smith","Ark.-Monticello","So.","P","11","53.0","22","3.74"
"484","Tyler Loehr","Wayne St. (MI)","Sr.","P","9","43.3","18","3.74"
"485","Jared Carroll","Lenoir-Rhyne","So.","P","21","45.7","19","3.74"
"","Jake Hosey","Emporia St.","Sr.","P","10","45.7","19","3.74"
"487","Tyler Savin","Mercy","Jr.","P","12","55.3","23","3.74"
"488","Dan McMahon","USciences","So.","P","11","79.3","33","3.75"
"489","Cody Greibling","Mo. Southern St.","Jr.","P","13","64.7","27","3.76"
"490","John Tuttle","Catawba","Fr.","P","14","62.3","26","3.76"
"491","Neil J. Croft","Washington Adventist","Jr.","P","9","55.0","23","3.76"
"492","Scott Strickland","Armstrong","Jr.","P","14","102.7","43","3.77"
"493","Jeremiah Cothiere","Palm Beach Atl.","Jr.","P","12","59.7","25","3.77"
"494","Phillip Mozingo","Francis Marion","Sr.","P","11","45.3","19","3.77"
"495","Mason Reynolds","Arkansas Tech","So.","P","12","50.0","21","3.78"
"496","Anthony Pisano","Concordia (NY)","So.","P","11","54.7","23","3.78"
"497","Tim Jones","Tex. A&M-Kingsville","Sr.","P","13","71.3","30","3.79"
"498","John Hanna","American Int'l","Jr.","P","10","59.3","25","3.79"
"499","Kory Wallace","Cal St. Stanislaus","Sr.","P","9","40.3","17","3.80"
"500","Chris DeRogatis","Caldwell","Fr.","P","10","45.0","19","3.80"
"","Chris Rogers","Southwestern Okla.","Sr.","P","11","45.0","19","3.80"
