"Rank","Name","Team","Cl","Pos","App","IP","HA","PG"
"375","Matt Applegate","Kansas St.","Jr.","P","11","67.0","65","8.73"
"","Adam Morgan","Alabama","Jr.","P","11","67.0","65","8.73"
"377","Matt Reed","South Fla.","Jr.","P","12","57.7","56","8.73"
"378","Eric Pfisterer","Duke","Jr.","P","14","44.3","43","8.74"
"379","Andrew Strenge","Cincinnati","So.","P","11","59.7","58","8.74"
"380","Matt Wainman","William & Mary","So.","P","18","46.3","45","8.75"
"381","Brendan Lobban","St. John's (NY)","Jr.","P","11","61.7","60","8.75"
"382","Daniel Stallsmith","Furman","Jr.","P","14","63.7","62","8.76"
"383","Cory Hall","Santa Clara","Sr.","P","11","77.0","75","8.77"
"384","Stephen Perakslis","Maine","So.","P","13","50.3","49","8.77"
"385","Jordan Lewis","Houston","Jr.","P","12","67.7","66","8.77"
"386","Chad Simendinger","Saint Joseph's","Sr.","P","10","52.3","51","8.78"
"387","Cody Hall","Southern U.","Sr.","P","12","53.3","52","8.78"
"388","Chuck Ghysels","Maryland","Jr.","P","15","43.0","42","8.79"
"389","Brian Edelen","Western Ky.","Sr.","P","16","56.3","55","8.79"
"390","Greg Davis","UC Santa Barbara","Sr.","P","14","58.3","57","8.80"
"391","Shane McCain","Troy","So.","P","12","46.0","45","8.80"
"392","Ben Wetzler","Oregon St.","Fr.","P","12","48.0","47","8.81"
"393","Coty Bates","Cleveland St.","Sr.","P","11","49.0","48","8.82"
"394","Kyle Simon","Arizona","Jr.","P","13","85.7","84","8.82"
"395","Jadd Schmeltzer","Cornell","Sr.","P","9","52.0","51","8.83"
"396","Kyle Mullen","Saint Joseph's","So.","P","11","69.3","68","8.83"
"397","Matt Crouse","Ole Miss","Jr.","P","11","71.3","70","8.84"
"398","Kyle Clark","Michigan","So.","P","10","42.7","42","8.85"
"","Christian Jones","Oregon","So.","P","11","42.7","42","8.85"
"","Cullen Park","Tennessee Tech","Jr.","P","20","42.7","42","8.85"
"401","Ethan Ogburn","North Carolina St.","So.","P","15","43.7","43","8.86"
"402","Tyler Gebler","Rutgers","So.","P","11","81.3","80","8.86"
"403","Matt Hiserman","San Francisco","Sr.","P","14","71.0","70","8.87"
"404","Jordan Egan","Norfolk St.","So.","P","11","51.7","51","8.88"
"405","Trey Masek","Texas Tech","Fr.","P","13","52.7","52","8.88"
"406","Zak Hermans","Princeton","So.","P","9","58.7","58","8.89"
"407","Bryan Radziewski","Miami (FL)","Fr.","P","11","59.7","59","8.89"
"408","Derek Bushey","East Tenn. St.","So.","P","13","60.7","60","8.90"
"409","Brook Hart","Yale","Sr.","P","11","64.7","64","8.90"
"410","Jeff Brigham","Washington","Fr.","P","19","43.3","43","8.94"
"411","Shane Petrellis","La Salle","So.","P","10","44.3","44","8.94"
"412","Cory Ramsey","Longwood","Fr.","P","9","47.3","47","8.94"
"413","Joe Pond","Utah","So.","P","12","50.3","50","8.95"
"414","Kent Emanuel","North Carolina","Fr.","P","13","59.3","59","8.95"
"","Mike Mason","Marshall","Jr.","P","11","59.3","59","8.95"
"","Jordan Smith","Western Caro.","Fr.","P","10","59.3","59","8.95"
"417","Chad Martin","Indiana","Fr.","P","13","60.3","60","8.96"
"418","Kyle Haynes","VCU","So.","P","11","61.3","61","8.96"
"419","Phil Parcell","McNeese St.","Sr.","P","18","64.3","64","8.96"
"420","Mitchell Pitts","Texas St.","Jr.","P","13","70.3","70","8.96"
"421","Blake Ford","Lamar","Sr.","P","12","72.3","72","8.96"
"422","Ryan Angus","Central Ark.","Jr.","P","12","68.0","68","9.00"
"","Cal Bowling","Ball St.","Jr.","P","11","69.0","69","9.00"
"","Mike Frongello","Davidson","Sr.","P","34","62.0","62","9.00"
"","Jeffrey Gibbs","Maine","So.","P","9","44.0","44","9.00"
"","Alex Gonzalez","Oral Roberts","Fr.","P","13","72.0","72","9.00"
"","Kyle Helisek","Villanova","Jr.","P","10","61.0","61","9.00"
"","Alex Keudell","Oregon","Jr.","P","11","58.0","58","9.00"
"","Bobby Lucas Jr.","George Washington","Sr.","P","11","54.0","54","9.00"
"","Billy Martin","Canisius","So.","P","11","63.0","63","9.00"
"","Justin Meza","A&M-Corpus Christi","Fr.","P","13","63.0","63","9.00"
"","Jeff Murray","Delaware","Jr.","P","25","40.0","40","9.00"
"","Cory Nelson","Le Moyne","Sr.","P","10","44.0","44","9.00"
"","Joe Parsons","Virginia Tech","Sr.","P","12","61.0","61","9.00"
"","Austin Perez","Stetson","Fr.","P","17","42.0","42","9.00"
"","Josh Poytress","Fresno St.","Jr.","P","13","51.0","51","9.00"
"","Curtis Young","Alabama St.","Sr.","P","13","43.0","43","9.00"
"438","Chase Brookshire","Belmont","So.","P","11","75.7","76","9.04"
"439","Tony Bucciferro","Michigan St.","Jr.","P","11","73.7","74","9.04"
"440","Seth Streich","Ohio","So.","P","11","69.7","70","9.04"
"441","Arik Sikula","Marshall","Sr.","P","11","56.7","57","9.05"
"442","Michael Frank","Bowling Green","So.","-","16","46.7","47","9.06"
"443","Erik Miller","TCU","Jr.","P","20","45.7","46","9.06"
"444","Garrett Harris","South Ala.","Sr.","P","11","81.3","82","9.08"
"445","Andy Berry","West Virginia","Sr.","P","11","74.3","75","9.08"
"","Brandon Kimbrel","Sam Houston St.","Sr.","P","11","74.3","75","9.08"
"447","Chris Lamb","Davidson","Jr.","P","11","71.3","72","9.09"
"448","Joe Robinson","UNLV","Jr.","P","11","69.3","70","9.09"
"449","R.J. Fondon","FIU","Jr.","P","11","64.3","65","9.10"
"450","Jake Donze","Murray St.","Sr.","P","11","63.3","64","9.10"
"451","Todd McInnis","Southern Miss.","Sr.","P","10","62.3","63","9.10"
"452","Mike Giordano","Manhattan","Jr.","P","10","61.3","62","9.10"
"","Adrian Turner","Grambling","Sr.","INF","11","61.3","62","9.10"
"454","Justin Frane","Valparaiso","Sr.","P","12","58.3","59","9.11"
"455","Todd Savatsky","Central Conn. St.","So.","P","9","54.3","55","9.12"
"456","Josh Smith","Wichita St.","Jr.","P","11","52.3","53","9.12"
"457","Jordan Nicholson","La.-Lafayette","Jr.","P","9","51.3","52","9.12"
"458","Brent Choban","Ohio","Jr.","P","11","73.0","74","9.12"
"459","Tim Cooney","Wake Forest","So.","P","10","70.0","71","9.13"
"460","Brady Kirkpatrick","Maryland","Fr.","P","16","47.3","48","9.13"
"461","Chris Stratton","Mississippi St.","So.","P","11","65.0","66","9.14"
"462","Logan Lee","Army","Jr.","P","11","64.0","65","9.14"
"463","Zach Cooper","Central Mich.","Jr.","P","11","62.0","63","9.15"
"","Trevor Frank","UC Riverside","So.","P","9","62.0","63","9.15"
"465","Mark Leiter","NJIT","So.","P","11","61.0","62","9.15"
"","Eric Van Wyk","La Salle","Jr.","P","10","61.0","62","9.15"
"467","Jordan Pries","Stanford","Jr.","P","11","60.0","61","9.15"
"468","Cash Collins","Wofford","Jr.","P","14","75.7","77","9.15"
"469","Colin O'Connell","Cal St. Fullerton","Jr.","P","12","57.0","58","9.16"
"470","Kurt Wunderlich","Michigan St.","Sr.","P","11","71.7","73","9.16"
"471","Branden Pinder","Long Beach St.","Jr.","P","12","54.0","55","9.17"
"472","Blake Monar","Indiana","Jr.","P","11","69.7","71","9.17"
"473","Jon Keller","Nebraska","Fr.","P","11","52.0","53","9.17"
"474","Rob Zastryzny","Missouri","Fr.","P","11","64.7","66","9.18"
"475","Kyle McMyne","Villanova","Jr.","P","11","62.7","64","9.19"
"476","Marcus Stroman","Duke","So.","P","14","48.0","49","9.19"
"477","Justin Jones","California","So.","P","11","79.3","81","9.19"
"","Brandon Williamson","Dallas Baptist","Sr.","P","14","79.3","81","9.19"
"479","Jake Sabol","Central Mich.","Jr.","P","11","59.7","61","9.20"
"","Matthew Shepherd","Tennessee Tech","Jr.","P","13","59.7","61","9.20"
"481","Jd Learnard","Illinois St.","So.","P","13","58.7","60","9.20"
"482","Morgan Coombs","Ball St.","Sr.","P","10","45.0","46","9.20"
"483","Tom Cardona","NYIT","So.","P","8","43.0","44","9.21"
"","Tj Clarkson","Citadel","Jr.","P","23","43.0","44","9.21"
"485","Jacob Clem","Washington","Sr.","P","12","55.7","57","9.21"
"486","Dixon Anderson","California","Jr.","P","10","54.7","56","9.21"
"487","Tommy Issacs","Georgetown","Jr.","-","14","42.0","43","9.21"
"488","Logan Verrett","Baylor","Jr.","P","12","71.3","73","9.21"
"489","Nathan Kilcrease","Alabama","Sr.","P","11","69.3","71","9.22"
"","Andrew Triggs","Southern California","Jr.","P","11","69.3","71","9.22"
"","Rob Wendzicki","Eastern Mich.","Sr.","P","11","69.3","71","9.22"
"492","Stephen Hefler","Eastern Ky.","Sr.","P","11","67.3","69","9.23"
"493","Robbie Collier","North Florida","Sr.","P","11","50.7","52","9.23"
"","Jason Moulton","Ohio","Sr.","P","10","50.7","52","9.23"
"495","Nick Meyers","Monmouth","Sr.","P","10","62.3","64","9.25"
"496","Jeremy Dobbs","Austin Peay","Jr.","P","12","60.3","62","9.25"
"497","Conrad Flynn","Tulane","Sr.","P","11","68.0","70","9.26"
"498","Michael Newby","Ark.-Pine Bluff","Fr.","P","12","57.3","59","9.27"
"499","Matt Dermody","Iowa","So.","P","11","67.0","69","9.27"
"500","Jordan Elliott","Delaware St.","So.","P","15","76.7","79","9.27"
