"Rank","Name","Team","Cl","Pos","G","2B"
"","Jon Moser","Mansfield","Jr.","OF","34","10"
"","Travis Murrary","Palm Beach Atl.","Jr.","C","49","10"
"","Jordan Oncay","Wilmington (DE)","Jr.","OF","40","10"
"","Erik Ornelas","Cal St. San B'dino","Sr.","2B","42","10"
"","K. C. Pfister","Southeastern Okla.","Sr.","OF","43","10"
"","Michael Price","Armstrong","Sr.","OF","48","10"
"","James Quigley","Kutztown","Sr.","INF","39","10"
"","Chris Rawlings","Barton","Jr.","INF","44","10"
"","Mike Reese","Truman","Sr.","2B","43","10"
"","Billy Richard","St. Mary's (TX)","So.","OF","40","10"
"","Mitch Rider","Columbus St.","Sr.","C","33","10"
"","Jerry Rodriguez","Tex. A&M-Kingsville","Sr.","INF","46","10"
"","Yonatan Rodriguez","Concordia (NY)","Jr.","INF","35","10"
"","Alec Rosales","Northwest Mo. St.","Jr.","OF","45","10"
"","Jarrod Rose","Southern Ind.","Jr.","C","45","10"
"","Mitch Roy","Alderson-Broaddus","Jr.","OF","35","10"
"","Seth Roy","Pitt.-Johnstown","Jr.","INF","40","10"
"","Eric Schlitter","Bridgeport","Jr.","1B","33","10"
"","Ryan Serena","Colo. Christian","Sr.","3B","47","10"
"","John Sgromolo","Flagler","Jr.","1B","48","10"
"","Robert Skinner","Lander","Sr.","INF","49","10"
"","Matt Smoley","Upper Iowa","Jr.","INF","40","10"
"","Landon Sullins","Arkansas Tech","Jr.","C","40","10"
"","Danny Susdorf","UC San Diego","So.","OF","46","10"
"","Blake Tagmyer","UC San Diego","Sr.","2B","37","10"
"","Michael Thames","Paine","So.","OF","39","10"
"","Harry Turney","Oakland City","Sr.","OF","29","10"
"","Matt Umba","Wilmington (DE)","Sr.","SS","40","10"
"","Nate Van Roekel","Winona St.","Jr.","3B","37","10"
"","Jason Veyna","Colorado St.-Pueblo","Sr.","2B","45","10"
"","Austin Voros","Tex. A&M Int'l","Jr.","OF","39","10"
"","Eric Walker","Southeastern Okla.","Sr.","C","45","10"
"","Jarred Wallace","Colorado Mines","Sr.","C","42","10"
"","Derrick Walls","Incarnate Word","Fr.","OF","47","10"
"","Tj Walsh","Concordia (NY)","Sr.","C","35","10"
"","Eric Weiss","Columbus St.","Jr.","OF","29","10"
"","Josh Wenger","Concord","So.","INF","43","10"
"","Jordan Whitman","Cal Poly Pomona","So.","OF","45","10"
"","J.J. Williams","UNC Pembroke","Jr.","INF","47","10"
"","Casey Winckowski","Erskine","Sr.","INF","51","10"
"","Christian Wise","Southwestern Okla.","Jr.","INF","44","10"
"","Nolan Woody","Lincoln Memorial","Fr.","C","39","10"
"","Jacob Yates","Pfeiffer","So.","INF","49","10"
"","Zac Zdanowicz","Henderson St.","So.","OF","41","10"
"","Robbie Zinsmeister","Indiana (PA)","So.","SS","46","10"
"500","null A Miller","Winston-Salem","Fr.","-","31","9"
"","Braulio Acosta","Wayne St. (NE)","Jr.","SS","34","9"
"","Nate Alfson","Augustana (SD)","Sr.","C","38","9"
"","null Amador","Southern N.H.","Fr.","-","42","9"
"","Chris Amate","American Int'l","So.","INF","31","9"
"","Miguel Amesquita","Lewis","Sr.","INF","29","9"
"","Matt Ammons","Coker","Sr.","2B","43","9"
"","Parker Amos","Emporia St.","Sr.","OF","40","9"
"","Richard Atwood","Ark.-Monticello","Sr.","1B","26","9"
"","Greg Baggett","Bentley","Jr.","C","38","9"
"","Ben Baker","Rockhurst","Sr.","OF","40","9"
"","Joey Benke","St. Cloud St.","Jr.","INF","36","9"
"","Al Benson","Limestone","Jr.","OF","52","9"
"","Nick Bidroski","Wayne St. (NE)","Sr.","2B","34","9"
"","Nate Blessman","Ill.-Springfield","Jr.","OF","41","9"
"","Jeremy Bohnett","Harding","Fr.","OF","38","9"
"","Brandon Brewer","West Fla.","Sr.","SS","48","9"
"","Jarius Brown","Stillman","Fr.","OF","41","9"
"","Jacob Campbell","Albany St. (GA)","Fr.","OF","47","9"
"","Joe Candela","Dowling","So.","INF","38","9"
"","Benny Carter","Paine","Jr.","1B","37","9"
"","Patrick Chamberlain","Stillman","So.","C","39","9"
"","Ty Chancelor","Ala.-Huntsville","Jr.","OF","43","9"
"","Trent Chapman","West Liberty","Sr.","OF","45","9"
"","Austin Chubb","Fla. Southern","Jr.","C","38","9"
"","Cody Coffman","Tusculum","Jr.","1B","47","9"
"","Ladarrius Cole","West Ala.","Jr.","OF","41","9"
"","Brian Compton","Cal St. L.A.","Jr.","C","35","9"
"","Jeffrey Conley","Alderson-Broaddus","Fr.","P","35","9"
"","Gates Cook","Augustana (SD)","Sr.","OF","35","9"
"","Ryan Cook","Tex. A&M-Kingsville","Jr.","OF","39","9"
"","Colin Courtland","Grand Canyon","Sr.","P","42","9"
"","Corey Cowan","Newman","Jr.","INF","47","9"
"","Arrow Cunningham","Central Okla.","Sr.","C","43","9"
"","Justin Czyrklis","Washington Adventist","Sr.","C","21","9"
"","Josh Dabbs","Montevallo","Sr.","OF","41","9"
"","Mark Darlington","West Va. Wesleyan","Sr.","OF","36","9"
"","Brandon Day","Cal St. San B'dino","Jr.","C","40","9"
"","Tom Deangelis","Seton Hill","Sr.","INF","39","9"
"","Eric Dorton","West Tex. A&M","Fr.","OF","48","9"
"","Austin Dubberly","Montevallo","So.","INF","39","9"
"","Jesse Dunn","Pfeiffer","Sr.","C","31","9"
"","Justin Dunning","Quincy","Sr.","C","35","9"
"","John Duran","Ga. Southwestern","So.","INF","46","9"
"","Drew Dwelly","Barry","Sr.","3B","50","9"
"","Jimmy Earp","Fairmont St.","Jr.","OF","38","9"
"","Jordan Erisman","North Ga.","Jr.","INF","49","9"
"","Brian Ernst","East Stroudsburg","So.","1B","39","9"
"","Josh Federico","Oakland City","Sr.","SS","29","9"
"","Gus Fernandez","Florida Tech","Sr.","INF","39","9"
"","Bo Folkinga","Western Ore.","Jr.","OF","36","9"
"","Greg Fujii","Cal St. Monterey Bay","Sr.","INF","44","9"
"","Joe Gallub","Concordia (NY)","Fr.","OF","35","9"
"","Blake Gentry","Southeastern Okla.","Jr.","OF","45","9"
"","Harrison Gerber","Mo. Southern St.","Jr.","OF","42","9"
"","Bryant Gibson","Eckerd","Jr.","OF","45","9"
"","Ethan Gold","East Central","Fr.","OF","36","9"
"","Ryan Goodman","Cal Poly Pomona","Fr.","INF","45","9"
"","Jeremy Graves","Pittsburg St.","Sr.","SS","45","9"
"","Tyler Gray","Ashland","Fr.","1B","43","9"
"","Derik Grimes","Central Okla.","Jr.","INF","34","9"
"","Anthony Guglielmi","Harding","Jr.","OF","42","9"
"","Joey Hallinan","Ohio Valley","Jr.","INF","35","9"
"","Kirk Haviland","Wis.-Parkside","Jr.","C","32","9"
"","Josh Headley","Montevallo","Jr.","OF","44","9"
"","Steven Helget","Minn. St. Mankato","Sr.","C","39","9"
"","Charlie Hillman","Henderson St.","Sr.","OF","42","9"
"","Josh Hinkle","Florida Tech","Jr.","OF","42","9"
"","Taylor Honeycutt","Wingate","Sr.","C","48","9"
"","Matt Howard","Slippery Rock","Sr.","OF","44","9"
"","Will Huff","Erskine","Fr.","INF","43","9"
"","Derek Ingui","Franklin Pierce","Sr.","DH","43","9"
"","Brandon James","Lake Erie","Sr.","OF","41","9"
"","Glen Jenkins","Mansfield","Sr.","C","34","9"
"","Jonathan Keppler","Mercyhurst","Sr.","INF","44","9"
"","Ben Kincaid","Minn. St. Mankato","Jr.","P","38","9"
"","Jimmie Koch","Florida Tech","Fr.","P","46","9"
"","Wade Koester","Quincy","Sr.","INF","44","9"
"","Zach Krueger","Metro St.","Sr.","OF","39","9"
"","Kellen Lee","UC San Diego","Sr.","C","32","9"
"","Chris Leon","Barry","Sr.","C","40","9"
"","Teddy Leverett","S.C. Aiken","Jr.","OF","46","9"
"","Greg Liming","Urbana","So.","1B","40","9"
"","Adam Links","California (PA)","Sr.","INF","44","9"
"","Tim Lipp","Gannon","Jr.","INF","38","9"
"","Chris Love","Newberry","Sr.","INF","52","9"
"","Colin Lowe","Tiffin","Sr.","INF","43","9"
"","Erik Lunde","Lander","Fr.","INF","43","9"
"","Nick Markis","Arkansas Tech","Sr.","3B","43","9"
"","Zach Mathieu","Franklin Pierce","Fr.","1B","43","9"
"","Bradford Mattox","West Ga.","Fr.","-","25","9"
"","Jon McKinney","Ala.-Huntsville","Jr.","P","35","9"
"","Richie McVey","Lynn","Sr.","OF","36","9"
"","Bradley McWilliams","Miles","So.","P","38","9"
"","Evan Melendez","Ashland","Sr.","OF","45","9"
"","Joseph Menendez","Molloy","Sr.","INF","37","9"
"","Clay Mohr","N.M. Highlands","Jr.","OF","44","9"
"","Keith Morrisroe","Concord","Jr.","C","41","9"
"","Tj Murphy","St. Anselm","Sr.","OF","42","9"
"","Max Myers","Northern St.","Jr.","INF","29","9"
"","John Neese","Catawba","Sr.","OF","46","9"
"","Ryan Noelte","Valdosta St.","Jr.","OF","40","9"
"","Patrick Oliver","Neb.-Kearney","Sr.","OF","38","9"
"","Thomas Padro","Anderson (SC)","Jr.","INF","50","9"
"","Caleb Palensky","Neb. Omaha","Fr.","INF","41","9"
"","Brian Patrick","Lincoln (MO)","Sr.","3B","41","9"
"","Jeremy Peed","Limestone","Jr.","P","36","9"
"","James Pjura","Pace","Fr.","OF","28","9"
"","Ryan Porter","Rockhurst","Jr.","1B","43","9"
"","Daniel Qualls","Incarnate Word","Sr.","C","38","9"
"","Anthony Ragos","Davis & Elkins","So.","OF","42","9"
"","Jasson Read","Benedict","Jr.","INF","30","9"
"","Jason Reitenbach","Findlay","Sr.","INF","43","9"
"","Jeff Ridgeway","Mont. St. Billings","Sr.","OF","37","9"
"","Elliott Riege","Colorado Mines","Sr.","INF","42","9"
"","Jake Rierson","Limestone","Jr.","P","52","9"
"","Brice Rivenbark","Winston-Salem","Jr.","P","37","9"
"","Micah Robinson","Limestone","Sr.","INF","52","9"
"","Mark Sanborn","Mass.-Lowell","Jr.","1B","40","9"
"","Martin Sartin","Neb. Omaha","Jr.","OF","44","9"
"","Bret Schwartz","Central Mo.","Jr.","SS","46","9"
"","Toby Semler","Angelo St.","Jr.","C","39","9"
"","Preston Shuey","Francis Marion","Sr.","1B","47","9"
"","Dan Skelly","Northeastern St.","Jr.","C","38","9"
"","Vince Smarrelli","Bloomsburg","Fr.","INF","29","9"
"","Nash Smith","Fort Hays St.","Jr.","OF","32","9"
"","Buddy Sosnoskie","Francis Marion","Jr.","OF","47","9"
"","Jeremy Sudbeck","Minn. St. Mankato","Jr.","OF","35","9"
"","James Tedder","Wingate","So.","INF","51","9"
"","Nick Thimesch","Drury","Fr.","OF","45","9"
"","Trevor Thorstensen","Adelphi","Sr.","OF","42","9"
"","Taylor Trotter","Southwest Baptist","Sr.","OF","43","9"
"","Andy Vogel","Newberry","So.","INF","50","9"
"","Drew Walker","Armstrong","Jr.","INF","48","9"
"","Mike Wallace","St. Augustine's","Sr.","OF","45","9"
"","Michael White","Stonehill","Jr.","OF","43","9"
"","Nate Wilder","Arkansas Tech","Jr.","3B","38","9"
"","Adrian Williams","Tex. A&M-Kingsville","Sr.","1B","37","9"
"","null Wollerman","Southern N.H.","Fr.","-","44","9"
"","Drew Woock","Saginaw Valley","Jr.","INF","34","9"
"","Jackson Woodruff","Incarnate Word","Sr.","DH","31","9"
"","Benton Yaun","Georgia College","Jr.","C","43","9"
"","Jorge Ynoa","Caldwell","Jr.","OF","39","9"
"","James Young","Barry","So.","3B","47","9"
"","Anthony Zarrella","Adelphi","So.","INF","37","9"
"","Chris Zittrouer","Armstrong","So.","INF","47","9"
