"Rank","Name","Team","Cl","Pos","App","IP","R","ER","ERA"
"345","Deryk Marks","Augustana (SD)","Sr.","INF","10","53.0","34","24","4.08"
"346","Ryan Weber","Chestnut Hill","Sr.","P","10","50.7","28","23","4.08"
"347","Aaron Newcomb","Delta St.","Jr.","P","13","79.3","40","36","4.09"
"","Logan Thomas","Palm Beach Atl.","Jr.","P","13","79.3","53","36","4.09"
"349","George Hebert","Slippery Rock","Sr.","P","10","55.0","31","25","4.09"
"350","Zach Gove","Emporia St.","So.","P","16","46.0","26","21","4.11"
"","Tom Sirois","Post","Sr.","P","8","46.0","27","21","4.11"
"352","Lucas Waddell","Harding","So.","P","12","65.7","36","30","4.11"
"353","Ryan Griffin","Ala.-Huntsville","Jr.","P","10","50.3","33","23","4.12"
"354","Patrick Brown","Molloy","So.","P","12","43.7","25","20","4.12"
"355","Pat Lahey","Lewis","Jr.","OF","9","52.3","30","24","4.13"
"356","Jason Sterrett","Bellarmine","So.","P","11","58.7","32","27","4.14"
"357","John Jeanes","Post","So.","P","9","41.3","25","19","4.14"
"358","Jason Nicholas","Georgia College","Sr.","P","14","71.7","34","33","4.14"
"359","Cory Rhodes","King (TN)","Fr.","P","10","67.3","35","31","4.15"
"360","Branden Petrangelo","San Fran. St.","Jr.","P","14","80.3","42","37","4.15"
"361","Kolby Moore","Ouachita Baptist","Sr.","P","15","78.0","43","36","4.15"
"362","Todd Stachura","Neb.-Kearney","Sr.","P","11","75.7","47","35","4.16"
"363","Cory Keesee","Davis & Elkins","Jr.","P","11","41.0","24","19","4.17"
"","Tyler Zimm","California (PA)","So.","P","9","41.0","22","19","4.17"
"365","Matt Curtis","Central Mo.","Sr.","P","11","56.0","29","26","4.18"
"366","Don Lisi","Central Mo.","Sr.","P","11","60.3","30","28","4.18"
"367","Wally Goodline","Cal St. L.A.","Sr.","P","12","75.3","47","35","4.18"
"368","Chris Pfau","Lincoln (MO)","Jr.","P","10","47.3","36","22","4.19"
"369","Adam Radick","Mo.-St. Louis","Jr.","P","10","55.7","32","26","4.20"
"370","Clint Brown","Tex. A&M-Kingsville","Sr.","P","27","40.7","22","19","4.20"
"371","Tim Mayza","Millersville","Fr.","P","9","47.0","22","22","4.21"
"372","Jared Winder","Davis & Elkins","Sr.","P","12","64.0","32","30","4.22"
"373","Brett Campbell","Anderson (SC)","Sr.","P","13","59.7","37","28","4.22"
"374","Zack Whitman","Ga. Southwestern","Sr.","P","13","70.3","43","33","4.22"
"375","Roy Metter","Neb.-Kearney","Sr.","P","12","57.3","32","27","4.24"
"376","Cody Stull","Belmont Abbey","Fr.","P","13","59.3","37","28","4.25"
"377","Robby Thigpen","Carson-Newman","Jr.","P","13","72.0","41","34","4.25"
"378","Palmer Brown","Central Wash.","Sr.","P","16","48.7","23","23","4.25"
"379","Brandon Farquhar","Lander","Sr.","P","14","55.0","32","26","4.25"
"","Kevin McGovern","Philadelphia U.","Jr.","C","11","55.0","35","26","4.25"
"381","Matt Crisp","Limestone","Jr.","P","13","59.0","30","28","4.27"
"382","Doug Dulin","Saint Rose","Sr.","P","8","46.3","30","22","4.28"
"383","Zach McAllister","Erskine","Fr.","P","11","56.7","31","27","4.29"
"","Eric Meyerchick","St. Joseph's (IN)","Jr.","P","12","63.0","35","30","4.29"
"385","Bryant Rutledge","Angelo St.","Jr.","P","11","65.0","37","31","4.29"
"386","Kendall Davis","Sonoma St.","Sr.","P","13","44.0","24","21","4.30"
"387","Nathan Eller","Henderson St.","So.","P","11","75.3","57","36","4.30"
"388","Dylan Hochevar","Tusculum","Jr.","P","15","69.0","43","33","4.30"
"389","null Ferenti","Saint Rose","Fr.","-","7","41.7","24","20","4.32"
"390","James Rhodes","Cameron","Jr.","P","18","58.3","33","28","4.32"
"391","Kyle Norville","Barton","So.","P","16","77.0","50","37","4.32"
"392","Austin Bridgewater","Carson-Newman","Sr.","P","15","85.3","52","41","4.33"
"393","Mike Rossetti","Bloomsburg","Sr.","P","11","52.0","30","25","4.33"
"394","John Tuttle","Catawba","Fr.","P","14","62.3","34","30","4.33"
"395","Hunter Meekins","Barton","Sr.","P","14","83.0","52","40","4.34"
"396","Jeffery Jones","Miles","Jr.","P","9","56.0","47","27","4.34"
"397","Tyler Vails","Stillman","Fr.","P","13","60.0","45","29","4.35"
"398","Micah Kellogg","Flagler","Jr.","P","17","72.3","39","35","4.36"
"399","John Tricario","Mercy","Fr.","P","11","53.7","32","26","4.36"
"400","Steven Thiele","Belmont Abbey","Jr.","P","11","64.0","33","31","4.36"
"401","Kyle Lavin","St. Anselm","Sr.","P","11","55.7","33","27","4.36"
"402","Ziggie Vanderwall","Southern Ark.","Jr.","P","13","57.7","29","28","4.37"
"403","Casey Yokubaitis","Cal Poly Pomona","Sr.","P","13","49.3","26","24","4.38"
"404","Brett Macari","Fort Hays St.","Jr.","INF","18","41.0","22","20","4.39"
"405","Jared Slaven","West Ga.","Fr.","-","10","55.3","29","27","4.39"
"406","Tyler Stephenson","Mars Hill","Sr.","P","19","59.3","37","29","4.40"
"407","Connor Beer","Fort Hays St.","Jr.","P","11","65.3","40","32","4.41"
"408","Neil Hudson","St. Joseph's (IN)","Jr.","P","11","53.0","34","26","4.42"
"409","Curtis Hudson","Mount Olive","Sr.","P","11","55.0","29","27","4.42"
"410","Brodie Brumley","Harding","Sr.","P","11","57.0","42","28","4.42"
"411","Brice Williams","Southeastern Okla.","Jr.","P","13","40.7","25","20","4.42"
"412","Alex Dunn","Missouri S&T","Sr.","P","12","42.7","23","21","4.43"
"413","Rich Ruff","Quincy","Sr.","P","9","48.7","32","24","4.44"
"414","Aaron Brandt","Saint Leo","Jr.","P","13","73.0","40","36","4.44"
"415","Austin Leary","Stillman","Fr.","-","14","62.7","40","31","4.45"
"416","Ryan Fillers","Carson-Newman","So.","P","25","50.3","32","25","4.47"
"","Zeb Sneed","Northwest Nazarene","So.","P","11","50.3","31","25","4.47"
"418","Johnny Hornbuckle","North Ala.","Jr.","P","13","68.3","36","34","4.48"
"419","Brett Ash","Washburn","So.","P","10","60.0","42","30","4.50"
"","Matt Bayes","Bellarmine","Jr.","P","12","40.0","26","20","4.50"
"","Troy Hunter","Dixie St.","So.","P","13","56.0","34","28","4.50"
"","Matt Mege","Newberry","Sr.","P","16","40.0","30","20","4.50"
"","Shawn Riesgraf","St. Cloud St.","So.","P","10","40.0","20","20","4.50"
"","Eric Rosenberger","Mansfield","Sr.","P","9","50.0","36","25","4.50"
"425","Ryan Windt","Wis.-Parkside","Jr.","P","11","55.7","42","28","4.52"
"426","James Conlee","Angelo St.","So.","P","28","53.7","35","27","4.53"
"427","Tom Bush","Shippensburg","So.","P","12","51.7","31","26","4.53"
"428","Sean Marsiglia","St. Thomas Aquinas","Sr.","P","10","49.7","30","25","4.53"
"429","Iain Sebastian","Columbus St.","Sr.","P","10","45.7","29","23","4.53"
"430","Billy Dring","Mercy","Jr.","P","11","43.7","26","22","4.53"
"431","Bentley Massey","Barton","Jr.","P","12","71.3","41","36","4.54"
"432","Brandon Droge","Newman","Jr.","P","13","85.0","52","43","4.55"
"433","John Hanna","American Int'l","Jr.","P","10","59.3","35","30","4.55"
"434","Brett Abell","Mo. Southern St.","Jr.","P","13","82.7","45","42","4.57"
"435","Mike Howard","Rollins","Jr.","P","13","61.0","44","31","4.57"
"436","Timothy Cooney","St. Anselm","Jr.","P","10","41.3","23","21","4.58"
"","Ben Hastings","Assumption","Jr.","P","9","41.3","36","21","4.58"
"438","Josh Schultze","Southern Ind.","Jr.","P","10","55.0","33","28","4.58"
"439","Brad Thomas","Ashland","So.","P","13","53.0","39","27","4.58"
"440","Alex Guilford","Montevallo","Fr.","P","18","68.7","45","35","4.59"
"441","Tyler Rumsey","Lock Haven","Sr.","P","10","51.0","29","26","4.59"
"","Coltin White","Grand Canyon","Jr.","C","15","51.0","34","26","4.59"
"443","Joey Juarez","Colorado St.-Pueblo","Jr.","P","13","45.0","30","23","4.60"
"444","David Wydeven","Grand Canyon","Jr.","P","12","70.3","52","36","4.61"
"445","Toby Inouye","Hawaii Pacific","Sr.","P","11","62.3","40","32","4.62"
"446","Collin Fishman","Saint Michael's","So.","1B","7","40.7","22","21","4.64"
"","Matt Weber","Findlay","Sr.","P","7","40.7","27","21","4.64"
"","JaVaun West","Indianapolis","Fr.","P","12","40.7","25","21","4.64"
"449","Drew Shaulis","Pitt.-Johnstown","Sr.","OF","10","62.0","36","32","4.65"
"450","Dan Morgan","Chestnut Hill","Jr.","P","10","52.3","36","27","4.65"
"451","Matt Medeiros","Mary","Sr.","P","10","60.0","48","31","4.65"
"452","Phil Bray","Bemidji St.","So.","P","9","50.3","36","26","4.65"
"","Ethan Lutz","Incarnate Word","Jr.","P","15","50.3","27","26","4.65"
"","Ryan Sorell","Pittsburg St.","Sr.","P","10","50.3","34","26","4.65"
"455","Brett Kennedy","Valdosta St.","Sr.","P","17","75.3","46","39","4.66"
"456","Joby Lapkowicz","Slippery Rock","So.","P","10","46.3","29","24","4.67"
"457","Conner McMahon","Merrimack","Fr.","P","8","44.3","28","23","4.67"
"458","Peter Denyssenko","Concordia (NY)","Sr.","P","13","59.7","33","31","4.67"
"459","Sean Tighe","Nova Southeastern","Jr.","P","15","65.3","41","34","4.69"
"460","Keith Malanga","Concordia (NY)","Jr.","P","12","48.0","27","25","4.69"
"461","Anthony O'Brien","Chowan","Sr.","P","11","44.0","33","23","4.70"
"462","Cody Church","Lincoln Memorial","Sr.","OF","17","40.0","29","21","4.73"
"463","Steven Starbird","Lincoln Memorial","Sr.","P","22","68.3","47","36","4.74"
"464","Casey Cooperman","Bloomsburg","Fr.","P","10","55.0","39","29","4.75"
"465","Chris Short","Cal St. Stanislaus","Jr.","P","11","41.7","24","22","4.75"
"466","Andy Fagely","Concordia-St. Paul","So.","P","7","47.3","29","25","4.76"
"","Daren Parker","Washburn","Sr.","P","10","47.3","35","25","4.76"
"468","Wesley Edwards","Winston-Salem","So.","P","14","56.7","49","30","4.76"
"469","John Gonzales","Tex. A&M Int'l","Sr.","P","16","85.0","52","45","4.76"
"470","Sean Winslow","Northern St.","So.","P","10","45.3","29","24","4.77"
"471","Wes Coberly","North Ga.","Fr.","P","12","58.3","36","31","4.79"
"472","Isaac Hicks","Nova Southeastern","Sr.","P","13","67.7","46","36","4.79"
"473","Nathan Lewis","Tarleton St.","Sr.","P","11","56.3","34","30","4.80"
"474","Seth Martin","Alderson-Broaddus","Fr.","P","16","45.0","31","24","4.80"
"475","Jeremiah Cothiere","Palm Beach Atl.","Jr.","P","12","59.7","42","32","4.82"
"","M Reef","West Liberty","Fr.","-","10","59.7","41","32","4.82"
"477","David Fair","Cal St. Dom. Hills","Sr.","P","14","54.0","34","29","4.83"
"","Lee Stoppelman","Central Mo.","Fr.","-","11","54.0","32","29","4.83"
"","Matt White","Rollins","Sr.","P","19","54.0","32","29","4.83"
"480","Pat Curtin","Tiffin","Jr.","C","9","48.3","36","26","4.84"
"481","Anthony Smith","Eastern N.M.","Sr.","P","15","55.7","47","30","4.85"
"482","Eric Pettepher","Georgia College","Sr.","P","12","76.0","46","41","4.86"
"483","Chris Douglas","Indiana (PA)","Jr.","P","12","51.7","37","28","4.87"
"484","Andy Lewton","Fort Hays St.","Sr.","P","11","68.3","38","37","4.88"
"485","Brittain Diamond","Henderson St.","Jr.","3B","10","62.7","40","34","4.88"
"486","Stephen Batman","Fla. Southern","Sr.","P","12","59.0","40","32","4.88"
"487","Dan McKinney","Southeastern Okla.","Jr.","P","11","53.3","38","29","4.90"
"488","Joe Holtmeyer","Neb. Omaha","Jr.","P","10","58.7","37","32","4.91"
"489","Anthony Pagano","Charleston (WV)","Sr.","SS","11","51.3","40","28","4.91"
"490","Greg Nealis","USciences","Jr.","P","11","40.3","28","22","4.91"
"491","Greg Selarz","UC San Diego","Jr.","P","11","40.0","29","22","4.95"
"492","Ethan Marsh","Pfeiffer","Sr.","OF","24","65.3","45","36","4.96"
"493","Josh Thrailkill","Tampa","Sr.","P","13","58.0","36","32","4.97"
"494","Kyle Robertson","Missouri S&T","So.","P","11","50.7","35","28","4.97"
"495","Kyle Burkhardt","Newman","Jr.","P","13","76.0","52","42","4.97"
"","Andy Fennell","Lincoln Memorial","Jr.","P","13","76.0","48","42","4.97"
"497","Kyle Wolfe","Lynn","Jr.","P","13","63.0","45","35","5.00"
"498","Sadarius Lewis","Elizabeth City St.","Sr.","P","15","64.7","52","36","5.01"
"499","Tj Estes","Anderson (SC)","So.","P","11","77.0","50","43","5.03"
"500","Chase Anderson","Northwest Mo. St.","So.","P","13","53.7","33","30","5.03"
"","Tyler Carman","Florida Tech","Sr.","P","14","53.7","40","30","5.03"
