"Rank","Name","Team","Cl","Pos","G","AB","H"
"","Cole Rakar","Col. of Charleston","Sr.","OF","45","178","52"
"","Bryce Redeker","Miami (OH)","Jr.","OF","44","168","52"
"","T.J. Rivera","Troy","Sr.","2B","44","169","52"
"","Daniel Rockett","UTSA","So.","OF","44","170","52"
"","Chad Salem","Manhattan","Sr.","INF","38","145","52"
"","Michael Seaborn","Virginia Tech","Sr.","INF","46","181","52"
"","Zach Stephens","Tennessee Tech","Fr.","1B","41","166","52"
"","Kyle Stiner","New Mexico","Jr.","2B","44","181","52"
"","Jaren Sustar","Charleston So.","So.","INF","43","166","52"
"","Tanner Waite","New Mexico St.","Fr.","C","43","124","52"
"","Ben Waldrip","Jacksonville St.","Jr.","1B","36","138","52"
"","Drew Walsh","LIU Brooklyn","Jr.","INF","41","165","52"
"","Jared Womack","Oklahoma St.","Jr.","C","42","165","52"
"","Tyler Zupcic","Appalachian St.","So.","OF","41","159","52"
"456","Giovanni Angel","Prairie View","Sr.","INF","41","151","51"
"","Phil Bauer","Xavier","Sr.","INF","38","152","51"
"","Sam Bean","Dartmouth","Sr.","OF","38","151","51"
"","Jordan Betts","Duke","Fr.","3B","47","182","51"
"","Matt Bowman","Princeton","So.","SS","41","166","51"
"","Jayce Boyd","Florida St.","So.","1B","44","163","51"
"","C.T. Bradford","Mississippi St.","Fr.","OF","43","168","51"
"","Greg Brody","Belmont","Fr.","INF","45","152","51"
"","Pat Cantwell","Stony Brook","Jr.","C","40","158","51"
"","Curt Casali","Vanderbilt","Sr.","C","41","153","51"
"","Jason Coats","TCU","Jr.","OF","44","172","51"
"","M.P. Cokinos","Houston","So.","C","43","173","51"
"","Chad Comer","Texas-Arlington","Sr.","C","44","168","51"
"","Chris Cook","George Mason","So.","INF","43","159","51"
"","Ryan Cypret","Ohio St.","So.","INF","36","141","51"
"","Shane Davis","George Mason","Sr.","DH","45","180","51"
"","Josh Dezse","Ohio St.","Fr.","DH","37","142","51"
"","David Duffett","Bucknell","Jr.","INF","48","171","51"
"","Ben Farina","Quinnipiac","Sr.","OF","41","163","51"
"","Anthony Flenoy","Texas Southern","Jr.","OF","40","140","51"
"","Zack Helgeson","George Mason","Jr.","1B","47","181","51"
"","John Hogan","Austin Peay","So.","1B","41","163","51"
"","Jason Houston","UALR","Sr.","2B","42","156","51"
"","Travis Jankowski","Stony Brook","So.","OF","40","137","51"
"","Micah Johnson","Indiana","So.","OF","43","165","51"
"","Casey Kalenkosky","Texas St.","Jr.","INF","44","168","51"
"","Rob Kral","Col. of Charleston","Jr.","C","45","154","51"
"","Jack Laurendeau","Holy Cross","Sr.","OF","42","155","51"
"","Tom Lilja","Western Ill.","Jr.","OF","44","175","51"
"","Kendall Logan","Jackson St.","Jr.","OF","38","136","51"
"","John Lynch","Norfolk St.","Sr.","OF","41","161","51"
"","David Lyon","Kent St.","Jr.","C","42","163","51"
"","Austin Maddox","Florida","So.","INF","44","171","51"
"","Stephen Marino","Stony Brook","Sr.","INF","40","158","51"
"","Mike Martinez","FIU","Jr.","1B","43","181","51"
"","Ryan McIntyre","CSU Bakersfield","Jr.","OF","40","159","51"
"","Brantley Meier","Charleston So.","Sr.","OF","43","170","51"
"","Alex Mejia","Arizona","So.","INF","43","163","51"
"","Mark Onorati","Manhattan","Sr.","OF","38","146","51"
"","Derrick Osteen","William & Mary","Sr.","INF","46","169","51"
"","David Paiz","Texas Tech","Fr.","OF","46","170","51"
"","Kenton Parmley","Southeast Mo. St.","Jr.","INF","41","170","51"
"","Zach Price","Army","Jr.","INF","43","150","51"
"","Danny Pulfer","Oregon","Jr.","INF","41","152","51"
"","Walt Quattlebaum","Charleston So.","Jr.","INF","41","151","51"
"","Victor Ramos","Marshall","Sr.","INF","41","163","51"
"","Jarryd Reid","Florida A&M","Jr.","OF","38","133","51"
"","T.J. Rich","Memphis","Jr.","1B","44","160","51"
"","Justin Riddell","Cincinnati","Sr.","OF","40","149","51"
"","Michael Robertson","Liberty","Jr.","OF","44","160","51"
"","Jonah Schmidt","Missouri","Sr.","OF","44","162","51"
"","T.J. Shantz","FIU","So.","INF","43","167","51"
"","Murray White Iv","High Point","Sr.","INF","44","171","51"
"","Sean Williams","UC Santa Barbara","Sr.","INF","38","148","51"
