"Rank","Name","Team","Cl","Pos","G","AB","TB","SLG PCT"
"372","null Gerstenslage","Mercyhurst","Fr.","-","40","143","71","0.497"
"373","Taylor Honeycutt","Wingate","Sr.","C","48","137","68","0.496"
"374","Jeremy Bohnett","Harding","Fr.","OF","38","129","64","0.496"
"375","Jose Mendoza","Henderson St.","Sr.","INF","42","125","62","0.496"
"","Noah Ringenberger","Northeastern St.","So.","OF","34","125","62","0.496"
"377","Austin Voros","Tex. A&M Int'l","Jr.","OF","39","123","61","0.496"
"378","Bryan Dorsey","Southern Conn. St.","Jr.","OF","31","115","57","0.496"
"379","Zach Martin","Pitt.-Johnstown","Sr.","OF","33","105","52","0.495"
"380","Matt Petty","Barry","Sr.","INF","50","196","97","0.495"
"381","Chris Harrison","Southern Ark.","Sr.","OF","34","95","47","0.495"
"382","Andrew Garcia","Cameron","Jr.","1B","44","170","84","0.494"
"383","Jeff May","Lander","So.","C","44","168","83","0.494"
"384","Zane Hensley","Tarleton St.","Sr.","DH","46","162","80","0.494"
"385","Michael Cardinale","Oakland City","So.","INF","27","77","38","0.494"
"386","Ryan Palmer","Northwood (MI)","Jr.","C","31","73","36","0.493"
"387","Adam Gemuenden","Winona St.","Jr.","1B","37","138","68","0.493"
"","Shannon Rush","Virginia St.","Sr.","INF","44","138","68","0.493"
"","Matt Toth","Lake Erie","Jr.","OF","39","138","68","0.493"
"390","Ryan Saxon","Anderson (SC)","Sr.","2B","50","187","92","0.492"
"391","Garrett Yatch","Grand Valley St.","Fr.","INF","38","124","61","0.492"
"392","Wade Finke","St. Joseph's (IN)","Sr.","INF","37","120","59","0.492"
"","Mike Godwin","Wilmington (DE)","Jr.","P","39","120","59","0.492"
"394","Carlos Leyva","Cal St. Dom. Hills","Sr.","2B","43","179","88","0.492"
"395","Preston Shuey","Francis Marion","Sr.","1B","47","173","85","0.491"
"396","Benny Carter","Paine","Jr.","1B","37","114","56","0.491"
"","Taylor Johnson","St. Edward's","So.","2B","44","171","84","0.491"
"398","William Buford","Tuskegee","So.","P","33","110","54","0.491"
"","Brayan Cacique","Lake Erie","Jr.","OF","39","110","54","0.491"
"400","Michael Schmidt","North Ala.","Jr.","INF","44","159","78","0.491"
"401","Evan Melendez","Ashland","Sr.","OF","45","157","77","0.490"
"","Andre Yates","Southwestern Okla.","Jr.","2B","47","157","77","0.490"
"403","Evan Connell","Northwest Mo. St.","So.","OF","37","102","50","0.490"
"","Zach Taylor","West Fla.","Sr.","OF","36","102","50","0.490"
"405","Areo Regoli","Nova Southeastern","Jr.","OF","41","151","74","0.490"
"406","Kyle Buchanan","Belmont Abbey","Jr.","C","44","149","73","0.490"
"","Kyle Jones","Sonoma St.","Sr.","OF","44","149","73","0.490"
"408","Jenzen Torres","Cal Poly Pomona","Jr.","C","41","141","69","0.489"
"409","Weston Dodson","Elizabeth City St.","Fr.","OF","40","137","67","0.489"
"410","Thomas Robulack","Newman","Sr.","INF","42","133","65","0.489"
"411","Will McGinnis","Delta St.","Sr.","OF","43","127","62","0.488"
"412","Aaron Bauman","UC San Diego","Sr.","DH","45","168","82","0.488"
"413","Anthony Zarrella","Adelphi","So.","INF","37","123","60","0.488"
"414","Derek Bettinson","Northwest Nazarene","Jr.","INF","37","121","59","0.488"
"","Kyle Foti","Flagler","Jr.","C","41","121","59","0.488"
"416","Colin Kish","Fla. Southern","Jr.","OF","40","156","76","0.487"
"417","Pat Curtin","Tiffin","Jr.","C","39","111","54","0.486"
"418","Marcus Weese","Davis & Elkins","Sr.","OF","42","146","71","0.486"
"","Cody Young","Lock Haven","Sr.","SS","39","146","71","0.486"
"420","Tanner Laran","Ark.-Monticello","Jr.","OF","40","140","68","0.486"
"","Harry Turney","Oakland City","Sr.","OF","29","105","51","0.486"
"422","Brandon Day","Cal St. San B'dino","Jr.","C","40","136","66","0.485"
"423","Gene Stewart Moody","Tuskegee","Fr.","P","33","134","65","0.485"
"424","Andrew Castaneda","Colorado St.-Pueblo","Jr.","OF","46","165","80","0.485"
"","Michael Thames","Paine","So.","OF","39","132","64","0.485"
"426","Joe Wendle","West Chester","Jr.","SS","39","130","63","0.485"
"427","Matt Maytubby","Northeastern St.","So.","OF","30","97","47","0.485"
"428","Joe Halley","Cameron","Sr.","INF","45","159","77","0.484"
"429","Mark Darlington","West Va. Wesleyan","Sr.","OF","36","126","61","0.484"
"","Austin Moyer","Catawba","Jr.","P","41","126","61","0.484"
"431","Anthony Sully","Lenoir-Rhyne","Sr.","1B","47","188","91","0.484"
"432","Adam Boucher","Southern Ark.","Sr.","2B","41","124","60","0.484"
"433","Carlos Asuaje","Nova Southeastern","Fr.","INF","45","182","88","0.484"
"","Josh Miller","S.C. Aiken","So.","C","46","182","88","0.484"
"435","Will Huff","Erskine","Fr.","INF","43","118","57","0.483"
"436","Keith Morrisroe","Concord","Jr.","C","41","145","70","0.483"
"437","Tyler Fayden","Southwest Minn. St.","Sr.","OF","30","114","55","0.482"
"438","Michael Cross","Northern St.","Sr.","OF","31","85","41","0.482"
"","Jon Wandling","Ky. Wesleyan","Fr.","P","28","85","41","0.482"
"440","Billy Kellum","Elizabeth City St.","Sr.","OF","41","141","68","0.482"
"441","Drew Willingham","Erskine","So.","1B","51","195","94","0.482"
"442","Jere Wilkins","St. Augustine's","Fr.","-","42","110","53","0.482"
"443","Keegan Morrow","Central Okla.","Jr.","OF","44","164","79","0.482"
"444","Chris Love","Newberry","Sr.","INF","52","191","92","0.482"
"445","Caleb Cole","Drury","Fr.","INF","45","162","78","0.481"
"","Michael Wilson","Francis Marion","Fr.","INF","47","189","91","0.481"
"447","Nick Barbera","Pitt.-Johnstown","Sr.","INF","37","133","64","0.481"
"448","Ryan Engrav","Newman","Sr.","INF","42","158","76","0.481"
"449","Michael Bueker","Mars Hill","Jr.","INF","48","210","101","0.481"
"450","Kaleb Cunningham","Indianapolis","Sr.","INF","43","156","75","0.481"
"451","Ryan Cook","Tex. A&M-Kingsville","Jr.","OF","39","144","69","0.479"
"452","Jason Veyna","Colorado St.-Pueblo","Sr.","2B","45","142","68","0.479"
"453","Matt Mccamley","Lock Haven","Sr.","OF","39","117","56","0.479"
"454","Brad Clement","Northern Ky.","So.","INF","43","157","75","0.478"
"455","Paden Grubbs","Southwest Baptist","Sr.","OF","43","134","64","0.478"
"456","Ernesto Ortiz","Grand Canyon","Jr.","SS","42","153","73","0.477"
"457","Courtney Spitz","Drury","Sr.","C","35","107","51","0.477"
"458","Abel Medina","Cal St. Dom. Hills","Sr.","3B","45","170","81","0.476"
"459","Dominic San Felippo","Wheeling Jesuit","Sr.","OF","35","126","60","0.476"
"460","Danny Nelson","Cal St. Monterey Bay","Jr.","INF","44","166","79","0.476"
"461","Steven Helget","Minn. St. Mankato","Sr.","C","39","122","58","0.475"
"","Jacob Karr","Wingate","Jr.","INF","52","183","87","0.475"
"","Tony Mueller","Winona St.","Jr.","OF","37","122","58","0.475"
"464","Bobby Mclaughlin","Alderson-Broaddus","So.","3B","35","101","48","0.475"
"465","Michael Dugan","Kutztown","Sr.","INF","39","141","67","0.475"
"466","Kyle McNiff","American Int'l","Sr.","OF","36","120","57","0.475"
"","Josh Troutman","Limestone","Sr.","P","39","120","57","0.475"
"468","Jerry Rodriguez","Tex. A&M-Kingsville","Sr.","INF","46","158","75","0.475"
"469","Jason Coker","UNC Pembroke","Sr.","INF","48","177","84","0.475"
"470","Scott Bradbury","Rockhurst","Jr.","3B","39","137","65","0.474"
"471","Juan Alvarez","Lincoln Memorial","Sr.","INF","51","190","90","0.474"
"472","Rich McHugh","Stonehill","Jr.","C","39","131","62","0.473"
"473","Matt McAllester","Ashland","Sr.","2B","45","148","70","0.473"
"474","Adrian Bringas","Cal St. Chico","Sr.","3B","40","146","69","0.473"
"475","Luis Penate","Nova Southeastern","Sr.","INF","45","182","86","0.473"
"476","Matt Civetti","Palm Beach Atl.","Jr.","OF","42","127","60","0.472"
"","David Zavala","Northeastern St.","Sr.","OF","36","127","60","0.472"
"478","Michael Shepherd","Ohio Valley","Jr.","INF","36","108","51","0.472"
"479","Dion Bryant","Stillman","Jr.","OF","41","159","75","0.472"
"","Matt Lagree","Central Mo.","Fr.","-","35","106","50","0.472"
"481","Nick DeProspo","Southern Conn. St.","Sr.","C","34","123","58","0.472"
"482","James Young","Barry","So.","3B","47","172","81","0.471"
"483","Giancarlo Brugnoni","Grand Valley St.","So.","1B","32","85","40","0.471"
"","Josh Federico","Oakland City","Sr.","SS","29","85","40","0.471"
"","Bryan Rose","Northern Ky.","Sr.","OF","42","153","72","0.471"
"","Cory Wilkins","Miles","Sr.","OF","31","85","40","0.471"
"487","Kevin Miller","Mansfield","Sr.","OF","35","117","55","0.470"
"488","Jeremy Fisher","West Virginia St.","Sr.","C","27","83","39","0.470"
"489","Lans Hardin","Christian Bros.","Jr.","OF","41","132","62","0.470"
"","Sam Mcgill","Ouachita Baptist","Sr.","P","45","132","62","0.470"
"491","Kyle Vesey","Wayne St. (MI)","Jr.","OF","40","115","54","0.470"
"492","Zak Blair","Mercyhurst","So.","INF","44","164","77","0.470"
"493","Brian Erie","Northern Ky.","Sr.","C","41","147","69","0.469"
"494","Derrick Walls","Incarnate Word","Fr.","OF","47","179","84","0.469"
"495","Adrian English","Barry","Fr.","INF","50","194","91","0.469"
"496","Hector Flores","Incarnate Word","Jr.","INF","41","113","53","0.469"
"","Dan Lagasse","St. Anselm","Fr.","INF","38","113","53","0.469"
"498","Greg Baggett","Bentley","Jr.","C","38","141","66","0.468"
"","Jason Hamm","Saint Leo","Sr.","C","42","141","66","0.468"
"500","Mike Munoz","Franklin Pierce","Sr.","OF","41","156","73","0.468"
