name,year,class,team,framing
"Coban, J.C.",2013,So,Penn St.,-0.080
"Coffman, Andrew",2013,Jr,Northern Colo.,-0.078
"Coffman, Andrew",2014,Sr,Northern Colo.,-0.078
"Cofield, Drew",2012,Jr,South Ala.,-0.025
"Cofield, Drew",2013,Sr,South Ala.,-0.025
"Collins, Gavin",2014,Fr,Mississippi St.,0.061
"Collins, Gavin",2015,So,Mississippi St.,0.061
"Collins, Nicholas",2013,Fr,Georgetown,-0.031
"Collins, Nicholas",2014,So,Georgetown,-0.031
"Collins, Nicholas",2015,Jr,Georgetown,-0.031
"Collins, Zack",2014,Fr,Miami (FL),-0.007
"Collins, Zack",2015,So,Miami (FL),-0.007
"Colon, Manny",2013,Fr,UMBC,0.051
"Colon, Manny",2014,So,UMBC,0.051
"Colton, Grant",2015,Fr,Samford,-0.025
"Coluccio, Brandon",2013,Jr,UMBC,-0.006
"Coluccio, Brandon",2014,Sr,UMBC,-0.006
"Coman, Robbie",2013,Fr,Virginia,-0.087
"Coman, Robbie",2014,So,Virginia,-0.087
"Coman, Robbie",2015,Jr,Virginia,-0.087
"Conley, Christ",2014,Fr,Canisius,0.070
"Conley, Christ",2015,So,Canisius,0.070
"Conley, Tom",2012,Sr,Massachusetts,0.027
"Connolly, Mike",2012,So,Maine,-0.001
"Connolly, Mike",2013,Jr,Maine,-0.001
"Conway, Bryan",2012,Sr,Richmond,-0.040
"Copeland, Alex",2015,Jr,Abilene Christian,-0.056
"Corbitt, Jon",2012,Fr,Saint Louis,-0.016
"Cornish, Bo",2012,So,Portland,0.093
"Cornish, Bo",2013,Jr,Portland,0.093
"Cornish, Bo",2014,Sr,Portland,0.093
"Correa, Christian",2014,Jr,Nicholls St.,0.112
"Correa, Christian",2015,Sr,Nicholls St.,0.112
"Correa, Dallas",2012,Fr,Pacific,0.030
"Correa, Dallas",2013,So,Pacific,0.030
"Correa, Dallas",2014,Jr,Pacific,0.030
"Correa, Dallas",2015,Sr,Pacific,0.030
"Cortopassi, Kyle",2013,Fr,Santa Clara,-0.023
"Cortopassi, Kyle",2014,So,Santa Clara,-0.023
"Cortopassi, Kyle",2015,Jr,Santa Clara,-0.023
"Coughlin, Patrick",2014,Fr,Maine,-0.019
"Coughlin, Patrick",2015,So,Maine,-0.019
"Courson, Hunter",2014,Fr,Sam Houston St.,-0.019
"Courson, Hunter",2015,So,Sam Houston St.,-0.019
"Cowell, Chris",2012,Sr,Richmond,-0.041
"Cox, Brady",2014,Fr,Texas-Arlington,-0.024
"Cox, Brady",2015,So,Texas-Arlington,-0.024
"Craft, Ben",2015,So,Auburn,0.036
"Crain, Shane",2012,Jr,Louisville,-0.083
"Crain, Shane",2013,Jr,Louisville,-0.083
"Crain, Shane",2014,Sr,Louisville,-0.083
"Crank, Coley",2012,Sr,Michigan,-0.079
"Creighton, Billy",2012,Jr,UNC Asheville,-0.030
"Creighton, Billy",2013,Sr,UNC Asheville,-0.030
"Cribbs, Billy",2012,Jr,Valparaiso,0.099
"Cribbs, Billy",2013,Sr,Valparaiso,0.099
"Crisan, Jeffrey",2015,Fr,Lipscomb,0.035
"Croft, Colby",2013,Jr,Utah Valley,-0.088
"Croft, Colby",2014,Sr,Utah Valley,-0.088
"Crohan, Blake",2012,Jr,Tulane,-0.023
"Crohan, Blake",2013,Sr,Tulane,-0.023
"Crummy, John",2012,So,Miami (OH),-0.040
"Crummy, John",2013,Jr,Miami (OH),-0.040
"Crummy, John",2014,Sr,Miami (OH),-0.040
"Cruz, Anthony",2015,Fr,Quinnipiac,-0.046
"Cruz, Jose",2012,So,Jackson St.,-0.032
"Cruz, Jose",2013,Jr,Jackson St.,-0.032
"Cruz, Jose",2014,Sr,Jackson St.,-0.032
"Cuccia, Nico",2015,Fr,Southeastern La.,-0.013
"Cumberland, Brett",2015,Fr,California,0.052
"Custons, Garrett",2012,Jr,Air Force,0.032
"Custons, Garrett",2013,Sr,Air Force,0.032
"Cutting, Brendan",2015,Fr,Eastern Ky.,0.018
"D'Acunti, Michael",2013,Fr,Temple,0.099
"D'Acunti, Michael",2014,So,Temple,0.099
"Daddio, Nick",2013,Fr,Charlotte,-0.026
"Daddio, Nick",2014,So,Charlotte,-0.026
"Daddio, Nick",2015,So,Charlotte,-0.026
"Danaher, Mike",2012,Jr,Binghamton,0.056
"Danaher, Mike",2013,Sr,Binghamton,0.056
"Danko, S",2015,N/A,Albany (NY),-0.036
"Daquioag, Sheldon",2013,Jr,San Jose St.,0.002
"Daquioag, Sheldon",2014,Sr,San Jose St.,0.002
"Dattilo, Justin",2014,Fr,UMES,-0.036
"Dattilo, Justin",2015,So,UMES,-0.036
"Davey, Blake",2014,Jr,UConn,-0.007
"Davey, Blake",2015,Sr,UConn,-0.007
"David, Connor",2012,Fr,UConn,0.012
"David, Connor",2013,So,UConn,0.012
"David, Connor",2014,Jr,UConn,0.012
"David, Connor",2015,Sr,UConn,0.012
"Davis, Corey",2012,Sr,Wright St.,0.081
"Davis, Drew",2014,Fr,Kennesaw St.,-0.043
"Davis, Drew",2015,So,Kennesaw St.,-0.043
"Deacon, Jared",2012,So,Cal St. Fullerton,0.050
"Deacon, Jared",2013,Jr,Cal St. Fullerton,0.050
"Deacon, Jared",2014,Sr,Cal St. Fullerton,0.050
"Dean, Kyle",2012,So,Ohio,-0.031
"Dean, Kyle",2013,Jr,Ohio,-0.031
"Dean, Kyle",2014,Sr,Ohio,-0.031
"Dean, Kyle",2015,Sr,Ohio,-0.044
"DeBellis, Alex",2012,Fr,UConn,-0.025
"Debi, Ryan",2013,Fr,Florida A&M,-0.082
"Debi, Ryan",2014,So,Florida A&M,-0.082
"DeBord, Blair",2012,So,Kansas St.,0.048
"DeBord, Blair",2013,Jr,Kansas St.,0.048
"DeBord, Blair",2014,Sr,Kansas St.,0.048
"Deceglie, Michael",2015,Jr,Louisiana Tech,0.017
"Deckard, Charles",2014,Jr,Central Ark.,0.018
"Deckard, Charles",2015,Sr,Central Ark.,0.018
"DeFevers, Jason",2013,Fr,Wright St.,-0.054
"DeFevers, Jason",2014,So,Wright St.,-0.054
"DeFevers, Jason",2015,Jr,Wright St.,-0.054
"DeJong, Paul",2012,Fr,Illinois St.,0.046
"DeJong, Paul",2013,So,Illinois St.,0.046
"DeJong, Paul",2014,So,Illinois St.,0.046
"DeJong, Paul",2015,Jr,Illinois St.,0.046
"De La Calle, Danny",2014,Jr,Florida St.,0.002
"De La Calle, Danny",2015,Sr,Florida St.,0.002
"de la Feraude, Nathan",2012,Fr,Chicago St.,-0.083
"de la Feraude, Nathan",2013,So,Chicago St.,-0.083
"de la Feraude, Nathan",2014,Jr,Chicago St.,-0.083
"de la Feraude, Nathan",2015,Sr,Chicago St.,-0.083
"Delaney, Daniel",2015,Jr,Valparaiso,0.065
"DeLaTorre, Jose",2013,Fr,Southern U.,0.041
"DeLaTorre, Jose",2014,So,Southern U.,0.041
"DeLaTorre, Jose",2015,Jr,Southern U.,0.041
"Delay, Jason",2014,Fr,Vanderbilt,0.011
"Delay, Jason",2015,So,Vanderbilt,0.011
"DeLeon, Alex",2012,Jr,Kansas,-0.022
"DeLeon, Alex",2013,Sr,Kansas,-0.022
"DeLeon, Dalton",2014,Jr,Texas-Arlington,0.063
"DeLeon, Dalton",2015,Jr,Texas-Arlington,0.063
"Delgado, Carlos",2012,Jr,Bethune-Cookman,-0.021
"DeLoach, Brett",2012,Jr,Georgia,0.076
"DeLoach, Brett",2013,Sr,Georgia,0.076
"DelPonte, Mike",2012,Sr,Bryant,-0.020
"Delso, Dylan",2014,So,TCU,0.023
"DeLucia, Michael",2012,Jr,Campbell,0.005
"DeLucia, Michael",2013,Sr,Campbell,0.005
"DeMarco, A.J.",2012,Sr,Toledo,-0.010
"DeMatteo, Damo",2014,Jr,Memphis,-0.047
"DeMatteo, Damo",2015,Jr,Memphis,-0.047
"DeMello, Toby",2012,Sr,St. Mary's (CA),0.069
"Dennison, Adam",2012,Fr,Eastern Mich.,0.035
"Dennison, Adam",2013,So,Eastern Mich.,0.035
"Dennison, Adam",2014,Jr,Eastern Mich.,0.035
"Dennison, Adam",2015,Sr,Eastern Mich.,0.035
"DeNomme, James",2014,Fr,Hofstra,-0.021
"Derouen, Jacob",2012,Fr,Louisiana Tech,-0.041
"Derouen, Jacob",2013,So,Louisiana Tech,-0.041
"Derouen, Jacob",2014,Jr,Louisiana Tech,-0.041
"Derouen, Jacob",2015,Sr,Louisiana Tech,-0.041
"Detmer, Tyler",2012,Fr,Ill.-Chicago,-0.018
"Detmer, Tyler",2013,So,Ill.-Chicago,-0.018
"Detmer, Tyler",2014,Jr,Ill.-Chicago,-0.018
"Detmer, Tyler",2015,Sr,Ill.-Chicago,-0.018
"Devencenzi, Jordan",2014,Jr,Nevada,0.033
"Devencenzi, Jordan",2015,Sr,Nevada,0.033
"Devish, R.J.",2013,Fr,Rutgers,-0.066
"Devish, R.J.",2014,So,Rutgers,-0.066
"Devish, R.J.",2015,Jr,Rutgers,-0.066
"Devito, John",2012,Fr,Eastern Ill.,-0.049
"Devito, John",2013,So,Eastern Ill.,-0.049
"Devito, John",2014,Jr,Eastern Ill.,-0.049
"Devito, John",2015,Sr,Eastern Ill.,-0.049
"Dey, James",2013,Fr,N.C. Central,0.023
"Dey, James",2014,So,N.C. Central,0.023
"Dey, James",2015,Jr,N.C. Central,0.023
"Dhanani, Dustin",2014,Jr,Alabama A&M,-0.015
"Dhanani, Dustin",2015,Sr,Alabama A&M,-0.015
"Diamond, Alec",2012,Fr,Belmont,-0.055
"Diamond, Alec",2013,So,Belmont,-0.055
"Diamond, Alec",2014,Jr,Belmont,-0.055
"Diamond, Alec",2015,Sr,Belmont,-0.055
"Diaz, Brent",2015,Fr,Louisiana Tech,0.070
"Diaz-Fernandez, David",2013,Fr,Marshall,-0.009
"Diaz, Roger",2014,Jr,Grambling,-0.027
"Diaz, Roger",2015,Sr,Grambling,-0.027
"DiFelice, Anthony",2012,Jr,Lipscomb,-0.001
"DiFelice, Anthony",2013,Sr,Lipscomb,-0.001
"DiLeo, Matt",2015,Fr,Oakland,-0.019
"DiLeo, Tony",2013,Fr,Eastern Mich.,-0.060
"DiLeo, Tony",2014,So,Eastern Mich.,-0.060
"DiLeo, Tony",2015,Jr,Eastern Mich.,-0.060
"Dill, Steve",2014,Jr,Harvard,0.032
"Dill, Steve",2015,Sr,Harvard,0.032
"Dimock, Gabe",2013,Sr,Appalachian St.,-0.068
"Dini, Nick",2012,Fr,Wagner,0.053
"Dini, Nick",2013,So,Wagner,0.053
"Dini, Nick",2014,Jr,Wagner,0.053
"Dini, Nick",2015,Sr,Wagner,0.053
"DiRocco, Michael",2012,Sr,San Jose St.,-0.037
"DiRoma, Marco",2012,Sr,Saint Louis,0.020
"Dishman, Conor",2014,Jr,Texas Southern,0.031
"Divelbiss, Christian",2015,Jr,Incarnate Word,-0.072
"Dixon, Brian",2013,Jr,New Orleans,-0.118
"Dixon, Brian",2014,Sr,New Orleans,-0.118
"Dixon, Troy",2014,Fr,St. John's (NY),0.084
"Dixon, Troy",2015,So,St. John's (NY),0.084
"Dodson, Aaron",2014,Fr,Baylor,0.004
"Dodson, Aaron",2015,So,Baylor,0.004
"Doe, Brett",2013,Jr,Baylor,-0.045
"Doe, Brett",2014,Sr,Baylor,-0.045
"Dolshun, Hunter",2014,Fr,UMBC,0.005
"Dolshun, Hunter",2015,So,UMBC,0.005
"Donovan, Tom",2013,Jr,Quinnipiac,-0.050
"Donovan, Tyler",2012,So,Winthrop,0.032
"Dorsey, Whitt",2012,Jr,South Ala.,0.003
"Dorsey, Whitt",2013,Sr,South Ala.,0.003
"Dougherty, Grant",2013,So,Prairie View,-0.054
"Dougherty, Grant",2014,Jr,Prairie View,-0.054
"Dougherty, Grant",2015,Sr,Prairie View,-0.054
"Dowdell, Red",2013,Fr,VMI,0.050
"Dowdell, Red",2014,So,VMI,0.050
"Dowdell, Red",2015,Jr,VMI,0.050
"Dowdy, Jeremy",2012,Sr,Appalachian St.,0.028
"Downey, Gage",2014,Fr,East Tenn. St.,0.058
"Downey, Gage",2015,So,East Tenn. St.,0.058
"Downing, Ty",2014,Jr,Western Ky.,0.005
"Doyle, Cody",2015,Fr,Sacred Heart,-0.058
"Drongesen, Riley",2012,So,Pacific,0.085
"Drongesen, Riley",2013,Jr,Pacific,0.085
"Drongesen, Riley",2014,Sr,Pacific,0.085
"Drury, Colin",2015,N/A,Ark.-Pine Bluff,-0.041
"Dufrene, Cody",2012,Jr,Nicholls St.,0.013
"Dufrene, Cody",2013,Sr,Nicholls St.,0.013
"Duggan, Kuris",2012,Jr,Dayton,0.040
"Duggan, Kuris",2013,Sr,Dayton,0.040
"Duggan, Kuris",2014,Sr,Dayton,-0.007
"Dull, Spencer",2014,Fr,Miami (OH),0.015
"Dull, Spencer",2015,Fr,Miami (OH),0.015
"Dunbar, Korey",2013,Fr,North Carolina,0.037
"Dunbar, Korey",2014,So,North Carolina,0.037
"Dunbar, Korey",2015,Jr,North Carolina,0.037
"Dunlap, Alex",2014,Fr,Stanford,0.060
"Dunlap, Alex",2015,So,Stanford,0.060
"Dunn, Dylan",2014,Jr,St. Bonaventure,-0.016
"Dunn, Dylan",2015,Sr,St. Bonaventure,-0.016
"Durst, Matt",2014,Jr,Southern Miss.,-0.059
"Durst, Matt",2015,Sr,Southern Miss.,-0.059
"Dwyer, Gabe",2014,Fr,Ill.-Chicago,0.006
"Dwyer, Gabe",2015,Fr,Ill.-Chicago,0.006
"Dyer, Chris",2012,So,Davidson,0.085
"Dyer, Chris",2013,Jr,Davidson,0.085
"Dyer, Chris",2014,Sr,Davidson,0.085
"Eades, Chris",2015,Jr,Southeastern La.,0.093
"Earnest, Mitch",2012,So,Georgia Tech,-0.032
"Earnest, Mitch",2013,Jr,Georgia Tech,-0.032
"Earnest, Mitch",2014,Sr,Georgia Tech,-0.032
"Eberle, Sam",2012,Sr,Jacksonville St.,-0.078
"Eckols, Justin",2014,Jr,Lamar,-0.009
"Eckols, Justin",2015,Sr,Lamar,-0.009
"Edwards, Trevor",2012,Jr,UNC Greensboro,0.003
"Edwards, Trevor",2013,Sr,UNC Greensboro,0.003
"Eigenmann, Rafael",2014,Fr,Coppin St.,0.020
"Elander, Josh",2012,Jr,TCU,0.060
"Eldredge, Kaiana",2012,So,Kansas,-0.020
"Eldredge, Kaiana",2013,Jr,Kansas,-0.020
"Eldredge, Kaiana",2014,Sr,Kansas,-0.020
"Elko, Matt",2012,Sr,Temple,-0.003
"Elko, Matt",2013,Sr,Temple,-0.013
"Ellis, Matthew",2013,Fr,UC Riverside,-0.002
"Ellis, Matthew",2014,So,UC Riverside,-0.002
"Ellis, Matthew",2015,Jr,UC Riverside,-0.002
"Ellison, Karl",2014,Fr,Vanderbilt,-0.032
"Ellison, Karl",2015,So,Vanderbilt,-0.032
"Ellison, Trevor",2012,Fr,St. Mary's (CA),0.002
"Ellison, Trevor",2013,So,St. Mary's (CA),0.002
"Ellison, Trevor",2014,Jr,St. Mary's (CA),0.002
"Enos, Jordan",2012,Jr,Holy Cross,-0.068
"Enos, Jordan",2013,Sr,Holy Cross,-0.068
"Erickson, Brice",2014,Fr,UMass Lowell,-0.066
"Erickson, Brice",2015,So,UMass Lowell,-0.066
"Erie, Drew",2013,Fr,UT Martin,-0.064
"Erie, Drew",2014,So,UT Martin,-0.064
"Erie, Drew",2015,Jr,UT Martin,-0.064
"Escarra, JC",2014,Fr,FIU,-0.048
"Escarra, JC",2015,So,FIU,-0.048
"Escobar, Jr., Carlos",2012,Jr,Nevada,-0.028
"Esposito, Nate",2012,Fr,Oregon St.,0.029
"Esposito, Nate",2013,So,Oregon St.,0.029
"Esposito, Nate",2014,Jr,Oregon St.,0.029
"Esposito, Patrick",2013,Jr,George Mason,0.026
"Esposito, Patrick",2014,Sr,George Mason,0.026
"Estes, John",2012,Sr,Oakland,-0.150
"Estill, Josh",2013,Fr,Purdue,-0.011
"Etchison, Aaron",2012,Sr,Maryland,-0.012
"Evans, Zane",2012,So,Georgia Tech,-0.017
"Evans, Zane",2013,Jr,Georgia Tech,-0.017
"Ewing, Skyler",2012,Fr,Rice,0.012
"Ewing, Skyler",2013,So,Rice,0.012
"Ewing, Skyler",2014,Jr,Rice,0.012
"Exon, Alex",2012,Sr,Utah Valley,-0.048
"Fadness, Will",2012,Jr,Milwaukee,-0.015
"Fadness, Will",2013,Sr,Milwaukee,-0.015
"Fahrman, Mike",2012,Fr,Florida,-0.021
"Fahrman, Mike",2013,So,Florida,-0.021
"Fahrman, Mike",2014,Jr,Florida,-0.021
"Fahrman, Mike",2015,Jr,Florida,-0.021
"Fairchild, Zach",2014,Fr,Bradley,0.016
"Fairchild, Zach",2015,So,Bradley,0.016
"Falconi, Alex",2012,Fr,Seton Hall,0.102
"Falconi, Alex",2013,So,Seton Hall,0.102
"Falconi, Alex",2014,Jr,Seton Hall,0.102
"Falconi, Alex",2015,Sr,Seton Hall,0.102
"Fancher, Ethen",2013,Fr,Mississippi Val.,-0.044
"Fangonilo, Nick",2012,Jr,Mississippi Val.,0.002
"Fann, Drew",2012,Sr,Vanderbilt,0.013
"Farber, Drew",2012,So,UNCW,0.030
"Farber, Drew",2013,Jr,UNCW,0.030
"Farber, Drew",2014,Sr,UNCW,0.030
"Farkes, Alex",2012,So,Penn St.,-0.040
"Farkes, Alex",2013,Jr,Penn St.,-0.040
"Farkes, Alex",2014,Sr,Penn St.,-0.040
"Farmer, Darren",2012,Jr,Grambling,-0.091
"Farmer, Darren",2013,Sr,Grambling,-0.091
"Farmer, Matt",2013,Sr,Northwestern St.,-0.045
"Farmer, Matthew",2012,Jr,Northwestern St.,-0.045
"Farrell, Pat",2012,Jr,Saint Peter's,0.016
"Farrell, Pat",2013,Sr,Saint Peter's,0.016
"Feierstein, Zack",2012,Sr,La Salle,-0.003
"Feight, Nick",2015,Fr,UNCW,0.008
"Feisal, Luke",2012,So,Wofford,-0.047
"Feisal, Luke",2013,Jr,Wofford,-0.047
"Feisal, Luke",2014,Sr,Wofford,-0.047
"Felipe, J.",2014,N/A,Jackson St.,-0.056
"Felipe, J.",2015,Sr,Jackson St.,-0.056
"Felts, Jacob",2012,So,Texas,-0.014
"Felts, Jacob",2013,Jr,Texas,-0.014
"Felts, Jacob",2014,Sr,Texas,-0.014
"Fenimore, Caleb",2012,So,IPFW,0.062
"Fenimore, Caleb",2013,Jr,IPFW,0.062
"Fenimore, Caleb",2014,Sr,IPFW,0.062
"Ferguson, Cole",2014,Jr,Southeast Mo. St.,-0.001
"Ferguson, Cole",2015,Sr,Southeast Mo. St.,-0.001
"Fermin, Michael",2012,Jr,NYIT,-0.072
"Fermin, Michael",2013,Sr,NYIT,-0.072
"Ferraro, Steve",2012,So,Eastern Ky.,-0.031
"Ferraro, Steve",2013,Jr,Eastern Ky.,-0.031
"Ferreira, Ethan",2012,Fr,Harvard,0.061
"Ferreira, Ethan",2013,So,Harvard,0.061
"Ferreira, Ethan",2014,Jr,Harvard,0.061
"Ferreira, Ethan",2015,Sr,Harvard,0.061
"Fettes, Greg",2012,Fr,Kentucky,0.030
"Fettes, Greg",2013,Fr,Kentucky,0.030
"Fettes, Greg",2014,So,Kentucky,0.030
"Fettes, Greg",2015,Jr,Kentucky,0.030
"Fiasco, Logan",2012,Jr,La.-Monroe,-0.018
"Fiasco, Logan",2013,Sr,La.-Monroe,-0.018
"Fiato, Robert",2014,Fr,NYIT,-0.133
"Fiato, Robert",2015,So,NYIT,-0.133
"Figgins, Kyle",2013,Jr,Buffalo,0.071
"Figgins, Kyle",2014,Sr,Buffalo,0.071
"Filauro, Alan",2012,Jr,West Virginia,-0.044
"Filauro, Alan",2013,Sr,West Virginia,-0.044
"Files, J.T.",2012,Jr,South Ala.,-0.056
"Finfer, Sam",2014,Fr,Seattle,-0.011
"Fischer, Mike",2012,So,Columbia,0.035
"Fischer, Mike",2013,Jr,Columbia,0.035
"Fischer, Mike",2014,Sr,Columbia,0.035
"Fish, Ben",2012,Jr,Campbell,0.041
"Fish, Ben",2013,Sr,Campbell,0.041
"Fishberg, Alex",2013,Fr,Iona,0.022
"Fishberg, Alex",2014,So,Iona,0.022
"Fishberg, Alex",2015,Jr,Iona,0.022
"Fisher, Jacob",2012,Sr,Southeastern La.,-0.092
"Fisher, Jameson",2013,Fr,Southeastern La.,-0.091
"Fisher, Jameson",2014,So,Southeastern La.,-0.091
"Fisher, Joel",2012,So,Michigan St.,0.017
"Fisher, Joel",2013,Jr,Michigan St.,0.017
"Fisher, Joel",2014,Sr,Michigan St.,0.017
"Fisher, Zac",2012,Jr,New Mexico St.,0.088
"Fisher, Zach",2012,So,Towson,-0.091
"Fisher, Zach",2013,Jr,Towson,-0.091
"Fisher, Zach",2014,Sr,Towson,-0.091
"Fish, Taylor",2012,Fr,Nebraska,-0.072
"Fish, Taylor",2013,Fr,Nebraska,-0.072
"Fish, Taylor",2014,So,Nebraska,-0.072
"Fish, Taylor",2015,Jr,Nebraska,-0.072
"Fitzgerald, Mike",2013,Jr,Indiana St.,-0.003
"Fitzgerald, Mike",2014,Sr,Indiana St.,-0.003
"Fitzsimons, Connor",2013,Fr,Central Conn. St.,-0.012
"Fitzsimons, Connor",2014,So,Central Conn. St.,-0.012
"Fitzsimons, Connor",2015,Jr,Central Conn. St.,-0.012
"Flores, J",2012,N/A,Texas Southern,-0.095
"Flores, Jose",2013,So,Texas Southern,-0.033
"Floyd, Tyler",2014,So,Texas Tech,0.048
"Floyd, Tyler",2015,Jr,Texas Tech,0.048
"Folinusz, Chris",2014,Fr,Rutgers,-0.056
"Folinusz, Chris",2015,So,Rutgers,-0.056
"Forbes, Travis",2012,Jr,Gonzaga,0.025
"Forbes, Travis",2013,Sr,Gonzaga,0.025
"Forrester, Jake",2012,So,Xavier,0.034
"Forrester, Jake",2013,Jr,Xavier,0.034
"Forrester, Jake",2014,Sr,Xavier,0.034
"Forsten, Chris",2012,Sr,William & Mary,0.022
"Fortin, Matt",2014,Fr,Seton Hall,0.006
"Fortin, Matt",2015,So,Seton Hall,0.006
"Fortino, Lucas",2012,Jr,Ark.-Pine Bluff,-0.063
"Foster, Brooklyn",2012,Jr,Canisius,0.069
"Foster, Brooklyn",2013,Sr,Canisius,0.069
"Fowler, Chase",2012,Jr,Southern Miss.,-0.066
"Fowler, Chase",2013,Sr,Southern Miss.,-0.066
"Frabasilio, Colton",2014,Jr,Saint Louis,-0.030
"Frabasilio, Colton",2015,Sr,Saint Louis,-0.030
"Franchetti, Kevin",2012,Jr,Ball St.,-0.047
"Frankfort, Braden",2015,Fr,Santa Clara,-0.054
"Frank, Matt",2012,Sr,Jacksonville,0.060
"Frankos, Jimmy",2013,Fr,Iowa,0.069
"Frankos, Jimmy",2014,So,Iowa,0.069
"Frankos, Jimmy",2015,Jr,Iowa,0.069
"Frantini, Brett",2012,Sr,Northern Ill.,-0.030
"Fraser, Beau",2012,Jr,Portland,0.084
"Fraser, Beau",2013,Sr,Portland,0.084
"Frawley, Tucker",2012,Sr,Coastal Caro.,-0.123
"Frazier, Evan",2012,Jr,Tennessee Tech,-0.021
"Frazier, Evan",2013,Sr,Tennessee Tech,-0.021
"Freeman, Ronnie",2012,Jr,Kennesaw St.,0.003
"Freeman, Seth",2012,Sr,Davidson,0.053
"Freeman, Tommy",2012,So,Savannah St.,0.035
"Freeman, Tommy",2013,Jr,Savannah St.,0.035
"Freiday, Jr., Joe",2015,Fr,Virginia Tech,-0.033
"Freund, Cody",2015,Fr,Chicago St.,-0.062
"Friar, Jake",2014,Fr,Sacred Heart,-0.039
"Friar, Jake",2015,So,Sacred Heart,-0.039
"Fryman, Jake",2014,Jr,Youngstown St.,0.034
"Fryman, Jake",2015,Sr,Youngstown St.,0.034
"Fujinaka, Dane",2012,Fr,Sacramento St.,-0.042
"Fujinaka, Dane",2013,So,Sacramento St.,-0.042
"Fujinaka, Dane",2014,So,Sacramento St.,-0.042
"Fujinaka, Dane",2015,Jr,Sacramento St.,-0.042
"Fultz, Matt",2014,So,Missouri St.,0.083
"Fultz, Matt",2015,Jr,Missouri St.,0.083
"Fuson, Clay",2012,So,Murray St.,-0.028
"Fuson, Clay",2013,Jr,Murray St.,-0.028
"Fuson, Clay",2014,Jr,Murray St.,-0.028
"Gadd, Jb",2012,So,Richmond,-0.004
"Gadd, J.B.",2013,Jr,Richmond,-0.004
"Gadd, J.B.",2014,Sr,Richmond,-0.004
"Gaertner, Cody",2012,Fr,Ohio,-0.060
"Gaertner, Cody",2013,So,Ohio,-0.060
"Gaertner, Cody",2014,Jr,Ohio,-0.060
"Gaertner, Cody",2015,Sr,Ohio,-0.060
"Gaffney, Chris",2014,Fr,UNCW,-0.003
"Gaffney, Chris",2015,Fr,UNCW,-0.003
"Gaither, Daniel",2014,Jr,Jacksonville St.,-0.031
"Gaither, Daniel",2015,Sr,Jacksonville St.,-0.031
"Galiano, Charles",2013,Fr,Fordham,0.028
"Galiano, Charles",2014,So,Fordham,0.028
"Galiano, Charles",2015,Jr,Fordham,0.028
"Gallegos, Kyle",2012,N/A,San Jose St.,-0.050
"Gallegos, Kyle",2013,Fr,San Jose St.,-0.050
"Gallegos, Kyle",2014,Sr,San Jose St.,-0.050
"Gamez, Juan",2015,Jr,North Dakota St.,0.073
"Gandossy, Connor",2012,Sr,Saint Louis,-0.013
"Garcia, Aramis",2012,Fr,FIU,-0.042
"Garcia, Aramis",2013,So,FIU,-0.042
"Garcia, Aramis",2014,Jr,FIU,-0.042
"Garcia, Daniel",2012,So,Texas-Arlington,-0.002
"Garcia, Daniel",2013,Jr,Texas-Arlington,-0.002
"Garcia, Jacob",2014,Fr,Northern Colo.,0.053
"Garcia, Jacob",2015,So,Northern Colo.,0.053
"Garcia, Kevin",2013,Jr,Loyola Marymount,0.029
"Garcia, Kevin",2014,Sr,Loyola Marymount,0.029
"Garcia, Richie",2012,Jr,Rider,-0.028
"Garcia, Richie",2013,Sr,Rider,-0.028
"Garcia, Zac",2015,Fr,Houston Baptist,0.010
"Gardella, Derek",2013,Fr,Rhode Island,-0.014
"Gardella, Derek",2014,So,Rhode Island,-0.014
"Gardella, Derek",2015,Jr,Rhode Island,-0.014
"Gardner, Pat",2014,Fr,Fordham,-0.031
"Gardner, Pat",2015,So,Fordham,-0.031
"Garland, Nick",2015,N/A,Central Conn. St.,0.042
"Garrett, Maxx",2012,Sr,Gonzaga,-0.057
"Garrison, Trent",2012,Jr,Fresno St.,0.014
"Garrison, Trent",2013,Sr,Fresno St.,0.014
"Garton, Mark",2012,Fr,Western Ill.,-0.114
"Garton, Mark",2013,So,Western Ill.,-0.114
"Garton, Mark",2014,Jr,Western Ill.,-0.114
"Garton, Mark",2015,Jr,Western Ill.,-0.114
"Garver, Mitch",2013,Sr,New Mexico,-0.038
"Garver, Mitchell",2012,Jr,New Mexico,-0.038
"Garza, Andrew",2013,Jr,Texas Southern,0.052
"Garza, Andrew",2014,Sr,Texas Southern,0.052
"Gasper, Mickey",2015,Fr,Bryant,-0.005
"Gauthier, Adam",2013,Fr,Dartmouth,0.053
"Gauthier, Adam",2014,So,Dartmouth,0.053
"Gauthier, Adam",2015,Jr,Dartmouth,0.053
"Gavitt, Tom",2013,Jr,Bryant,0.092
"Gavitt, Tom",2014,Sr,Bryant,0.092
"Geren, Brett",2012,Fr,Princeton,-0.007
"Geren, Brett",2013,So,Princeton,-0.007
"Geren, Brett",2014,Jr,Princeton,-0.007
"Geren, Brett",2015,Sr,Princeton,-0.007
"German, Jacob",2012,Jr,UAB,-0.084
"German, Jacob",2013,Sr,UAB,-0.084
"Gerow, Daniel",2012,So,Davidson,-0.086
"Gerow, Daniel",2013,Jr,Davidson,-0.086
"Gerow, Daniel",2014,Sr,Davidson,-0.086
