name,year,class,team,framing
"Moore, Ben",2012,Fr,Alabama,-0.099
"Moore, Ben",2013,So,Alabama,-0.099
"Moore, Ben",2014,Jr,Alabama,-0.099
"Moore, Kaden",2015,Jr,Indiana St.,-0.002
"Moore, Riley",2012,Fr,Arizona,0.036
"Moore, Riley",2013,So,Arizona,0.036
"Moore, Riley",2014,Jr,Arizona,0.036
"Moore, Riley",2015,Sr,Arizona,0.036
"Moore, Ross",2014,Jr,La.-Monroe,0.011
"Moore, Ross",2015,Sr,La.-Monroe,0.011
"Moore, Tyler",2015,Jr,Kansas St.,0.004
"Moore, Tyler",2012,Fr,LSU,0.023
"Moore, Tyler",2013,So,LSU,0.023
"Moore, Tyler",2014,Jr,LSU,0.023
"Morales, Fernando",2013,So,Southern U.,-0.006
"Morgan, Brennan",2013,Fr,Kennesaw St.,0.086
"Morgan, Brennan",2014,So,Kennesaw St.,0.086
"Morgan, Brennan",2015,Jr,Kennesaw St.,0.086
"Morgan, Chad",2012,So,Virginia Tech,0.048
"Morgan, Chad",2013,Jr,Virginia Tech,0.048
"Morgan, Charlie",2012,So,Wake Forest,-0.073
"Morgan, Charlie",2013,Jr,Wake Forest,-0.073
"Morgan, Charlie",2014,Sr,Wake Forest,-0.073
"Morgan, Joey",2015,Fr,Washington,-0.039
"Moriel, Daniel Aaron",2015,Jr,Iowa,-0.052
"Morin, Parker",2012,Jr,Utah,-0.023
"Morioka, Mason",2012,Sr,San Francisco,0.040
"Morisano, James",2015,Fr,Saint Louis,0.041
"Morris, Emmanuel",2013,Fr,Villanova,0.026
"Morris, Emmanuel",2014,So,Villanova,0.026
"Morris, Emmanuel",2015,Jr,Villanova,0.026
"Morris, Hunter",2015,Fr,Eastern Ill.,-0.030
"Morris, Justin",2015,Fr,Maryland,0.003
"Morrow, Jackson",2013,Jr,UC Santa Barbara,0.051
"Morrow, Jackson",2014,Sr,UC Santa Barbara,0.051
"Mortensen, Alex",2012,Fr,Omaha,-0.002
"Mortensen, Alex",2013,So,Omaha,-0.002
"Mortensen, Alex",2014,Jr,Omaha,-0.002
"Mortensen, Alex",2015,Jr,Omaha,-0.002
"Morton, Jake",2012,So,Oakland,0.029
"Morton, Jake",2013,Jr,Oakland,0.029
"Morton, Jake",2014,Sr,Oakland,0.029
"Mossbarger, Kyle",2012,Sr,Wright St.,-0.020
"Moss, Brad",2012,Sr,Samford,-0.015
"Mottashed, Luke",2012,Jr,Southern Ill.,-0.041
"Mottashed, Luke",2013,Sr,Southern Ill.,-0.041
"Moye, Cambric",2012,So,UNC Greensboro,-0.083
"Moye, Cambric",2013,Jr,UNC Greensboro,-0.083
"Mugg, Michael",2012,Fr,IPFW,-0.071
"Mulroy, Sam",2012,Sr,Princeton,0.008
"Munger, Ryan",2012,Jr,Duke,-0.083
"Munger, Ryan",2013,Sr,Duke,-0.083
"Munoz, Gabe",2015,N/A,Ark.-Pine Bluff,-0.037
"Murai, Royce",2012,So,Long Beach St.,-0.013
"Murai, Royce",2013,Jr,Long Beach St.,-0.013
"Murphy, Jack",2012,Jr,Wright St.,0.007
"Murphy, Jack",2013,Jr,Wright St.,0.007
"Murphy, Jack",2014,Sr,Wright St.,0.007
"Murphy, Nick",2014,Jr,CSUN,0.050
"Murphy, Nick",2015,Sr,CSUN,0.050
"Murphy, Sean",2014,Fr,Wright St.,0.075
"Murphy, Sean",2015,So,Wright St.,0.075
"Murphy, Tom",2012,Jr,Buffalo,0.090
"Murray, A.J.",2012,Fr,Georgia Tech,-0.062
"Murray, A.J.",2013,So,Georgia Tech,-0.062
"Murray, A.J.",2014,Jr,Georgia Tech,-0.062
"Murray, A.J.",2015,Sr,Georgia Tech,-0.062
"Musin, Scott",2013,Jr,Binghamton,0.010
"Najera, Michael",2013,Fr,CSUN,-0.056
"Nammack, Travers",2013,Fr,George Washington,0.018
"Nantze, Mikey",2014,Jr,UT Martin,-0.084
"Nantze, Mikey",2015,Sr,UT Martin,-0.084
"Nathanson, Mack",2015,Fr,Wofford,-0.006
"Nau, Mitchell",2012,Fr,Texas A&M,0.027
"Nau, Mitchell",2013,So,Texas A&M,0.027
"Nau, Mitchell",2014,Jr,Texas A&M,0.027
"Nau, Mitchell",2015,Sr,Texas A&M,0.027
"Navin, Spencer",2012,So,Vanderbilt,-0.111
"Navin, Spencer",2013,Jr,Vanderbilt,-0.111
"Neal, Dylan",2012,So,Oklahoma,0.069
"Neal, Dylan",2013,Jr,Oklahoma,0.069
"Neal, Dylan",2014,Sr,Oklahoma,0.069
"Nelin, Tyler",2015,Fr,George Mason,0.001
"Nelson, Adam",2012,Sr,Villanova,0.052
"Nelson, Grant",2012,Jr,Saint Louis,0.109
"Nelson, Grant",2013,Sr,Saint Louis,0.109
"Nelson, Jon",2012,Fr,San Jose St.,-0.065
"Nelson, Jon",2013,So,San Jose St.,-0.065
"Neubeck, Travis",2014,Fr,Air Force,0.035
"Newman, Aaron",2013,Fr,Richmond,0.003
"Newman, Aaron",2014,So,Richmond,0.003
"Newman, Aaron",2015,Jr,Richmond,0.003
"Newton, Grant",2012,Fr,Seattle,-0.024
"Newton, Grant",2013,So,Seattle,-0.024
"Newton, Grant",2014,Jr,Seattle,-0.024
"Newton, Grant",2015,Sr,Seattle,-0.024
"Niemann, Tyler",2015,Fr,Morehead St.,-0.061
"Nist, Andrew",2013,Jr,Temple,0.076
"Nist, Andrew",2014,Sr,Temple,0.076
"Nitto, Paul",2012,Jr,Furman,-0.109
"Nitto, Paul",2013,Sr,Furman,-0.109
"Noble, Joey",2012,So,Xavier,-0.070
"Noble, Joey",2013,Jr,Xavier,-0.070
"Noble, Joey",2014,Jr,Xavier,-0.070
"Nogay, Max",2012,Fr,West Virginia,0.044
"Nogay, Max",2013,So,West Virginia,0.044
"Nogay, Max",2014,Jr,West Virginia,0.044
"Nolan, Nate",2014,Fr,St. Mary's (CA),-0.025
"Nolan, Nate",2015,So,St. Mary's (CA),-0.025
"Norman, David",2012,So,Navy,-0.028
"Norman, David",2013,Jr,Navy,-0.028
"Norman, David",2014,Sr,Navy,-0.028
"Norris-Jones, Kelly",2012,Fr,Illinois,-0.049
"Norris-Jones, Kelly",2013,So,Illinois,-0.049
"Norris-Jones, Kelly",2014,Jr,Illinois,-0.049
"Norris-Jones, Kelly",2015,Sr,Illinois,-0.049
"Norton, Chris",2012,Jr,South Fla.,-0.038
"Norton, Chris",2013,Sr,South Fla.,-0.038
"Nottingham, Billy",2012,Jr,Hawaii,-0.088
"Noyer, Taylor",2013,Jr,New Mexico St.,-0.027
"Noyer, Taylor",2014,Sr,New Mexico St.,-0.027
"Nunez, Julio",2012,So,Alabama A&M,-0.024
"Nunez, Julio",2013,Jr,Alabama A&M,-0.024
"Nunez, Julio",2014,Sr,Alabama A&M,-0.024
"O'Brien, Cam",2015,Sr,West Virginia,-0.097
"O'Brien, Cameron",2014,Jr,West Virginia,-0.097
"O'Brien, Eric",2012,Jr,Chicago St.,-0.039
"O'Brien, Eric",2013,Sr,Chicago St.,-0.039
"O'Brien, Paddy",2015,So,UC Santa Barbara,0.056
"O'Brien, Peter",2012,Sr,Miami (FL),0.064
"O'Connell, Shane",2013,Jr,Rhode Island,-0.018
"O'Connell, Shane",2014,Sr,Rhode Island,-0.018
"Octavi, Nick",2013,Jr,VCU,0.103
"Octavi, Nick",2014,Sr,VCU,0.103
"O'Dowd, Chris",2012,Jr,Dartmouth,0.040
"Oertle, Tyler",2013,Jr,Ark.-Pine Bluff,-0.016
"Oertle, Tyler",2014,Sr,Ark.-Pine Bluff,-0.016
"Oesch, Aaron",2012,Fr,Cincinnati,-0.037
"Oestreicher, Matthew",2014,Fr,Quinnipiac,0.028
"Oestreicher, Matthew",2015,So,Quinnipiac,0.028
"O'Keefe, Brian",2012,Fr,Saint Joseph's,0.052
"O'Keefe, Brian",2013,So,Saint Joseph's,0.052
"O'Keefe, Brian",2014,Jr,Saint Joseph's,0.052
"O'Keefe, Jacob",2014,Jr,UMass Lowell,-0.018
"Okey, Chase",2012,Sr,UT Martin,-0.098
"Okey, Chris",2014,Fr,Clemson,-0.010
"Okey, Chris",2015,So,Clemson,-0.010
"Ollet, Brandon",2013,Jr,Alcorn,-0.073
"Ollet, Brandon",2014,Sr,Alcorn,-0.073
"Olsen, Chuck",2015,Fr,Delaware St.,-0.049
"Olson, Brian",2012,Fr,Seattle,0.008
"Olson, Brian",2013,So,Seattle,0.008
"Olson, Brian",2014,Jr,Seattle,0.008
"Olson, Brian",2015,Sr,Seattle,0.008
"Olson, Cameron",2013,Fr,UC Davis,-0.089
"Olson, Cameron",2014,So,UC Davis,-0.089
"Olson, Cameron",2015,Jr,UC Davis,-0.089
"Olson, Joseph",2012,Fr,Stephen F. Austin,-0.035
"Olson, Joseph",2013,So,Stephen F. Austin,-0.035
"Olson, Joseph",2014,Jr,Stephen F. Austin,-0.035
"Olson, Will",2015,Fr,Texas-Arlington,0.105
"Olszewski, Zach",2014,Fr,Bethune-Cookman,0.013
"Olszewski, Zach",2015,So,Bethune-Cookman,0.013
"Orchard, Zachary",2015,Fr,FGCU,0.001
"Ordonez, Adan",2015,Fr,N.C. A&T,-0.141
"Ornelas, Alec",2013,So,Central Mich.,0.005
"Ornelas, Alec",2014,Jr,Central Mich.,0.005
"Ornelas, Alec",2015,Sr,Central Mich.,0.005
"Ortega, Ramon",2012,Jr,Manhattan,0.003
"Ortega, Ramon",2013,Sr,Manhattan,0.003
"Ortland, Patrick",2014,Fr,Siena,-0.046
"Ortland, Patrick",2015,So,Siena,-0.046
"Ortman, Kody",2012,Jr,Auburn,-0.059
"Ortman, Kody",2013,Sr,Auburn,-0.059
"Ourso, Clint",2012,Sr,Southern U.,0.028
"Overley, Mitch",2012,So,Ball St.,0.052
"Overstreet, Kyle",2013,Fr,Alabama,0.057
"Overstreet, Kyle",2014,So,Alabama,0.057
"Overstreet, Kyle",2015,Jr,Alabama,0.057
"Owenby, Hagen",2015,Fr,East Tenn. St.,-0.056
"Owens, Lucas",2013,Fr,UNC Asheville,0.001
"Owens, Lucas",2014,So,UNC Asheville,0.001
"Owens, Lucas",2015,Jr,UNC Asheville,0.001
"Pabst, Arden",2014,Fr,Georgia Tech,-0.010
"Pabst, Arden",2015,So,Georgia Tech,-0.010
"Pack, Sam",2013,Jr,South Dakota St.,0.026
"Pack, Sam",2014,Sr,South Dakota St.,0.026
"Paglialonga, Nick",2014,Fr,Navy,0.066
"Paglialonga, Nick",2015,So,Navy,0.066
"Palasini, Blake",2013,Jr,Mississippi Val.,0.005
"Palazzo, Daniel",2013,Fr,Bryant,-0.051
"Palazzo, Daniel",2014,So,Bryant,-0.051
"Palazzo, Daniel",2015,Jr,Bryant,-0.051
"Palmer, Eddie",2012,Jr,Saint Joseph's,-0.031
"Palmer, Eddie",2013,Sr,Saint Joseph's,-0.031
"Palummo, Carmine",2013,Fr,Iona,-0.100
"Palummo, Carmine",2014,So,Iona,-0.100
"Palummo, Carmine",2015,Jr,Iona,-0.100
"Pancerella, Nick",2012,Fr,Binghamton,-0.011
"Pancerella, Nick",2013,So,Binghamton,-0.011
"Pancerella, Nick",2014,Jr,Binghamton,-0.011
"Pancerella, Nick",2015,Sr,Binghamton,-0.011
"Panunzio, Ben",2013,Fr,Massachusetts,0.049
"Panunzio, Ben",2014,So,Massachusetts,0.049
"Panunzio, Ben",2015,Jr,Massachusetts,0.049
"Papierski, Michael",2015,Fr,LSU,-0.023
"Paradossi, Nick",2012,So,Murray St.,-0.038
"Paradossi, Nick",2013,Jr,Murray St.,-0.038
"Pare', Matt",2012,Jr,Boston College,-0.001
"Pare', Matt",2013,Sr,Boston College,-0.001
"Parker, Andrew",2012,Jr,Towson,-0.167
"Parker, Andrew",2013,Sr,Towson,-0.167
"Parker, Cody",2012,Sr,Mississippi Val.,-0.024
"Parker, Sam",2013,Fr,Oral Roberts,0.010
"Parker, Sam",2014,So,Oral Roberts,0.010
"Parkmond, Xavier",2012,Fr,George Washington,-0.012
"Parkmond, Xavier",2013,So,George Washington,-0.012
"Parkmond, Xavier",2014,Jr,George Washington,-0.012
"Parkmond, Xavier",2015,Sr,George Washington,-0.012
"Parma, Myles",2012,Jr,UALR,0.011
"Parma, Myles",2013,Sr,UALR,0.011
"Parra, Sergio",2012,So,Jackson St.,0.027
"Parra, Sergio",2013,Jr,Jackson St.,0.027
"Parra, Sergio",2014,Sr,Jackson St.,0.027
"Parris, Jordan",2013,Jr,Tennessee Tech,-0.015
"Parris, Jordan",2014,Sr,Tennessee Tech,-0.015
"Parry, Caleb",2014,Fr,Pittsburgh,0.018
"Parry, Caleb",2015,So,Pittsburgh,0.018
"Passerelle, Zach",2014,Sr,Marist,0.021
"Passerelle, Zachary",2013,Jr,Marist,0.021
"Patrick, Kendall",2014,Jr,Michigan,0.022
"Patrick, Kendall",2015,Sr,Michigan,0.022
"Patterson, Brandon",2012,Jr,USC Upstate,-0.047
"Patterson, Brandon",2013,Sr,USC Upstate,-0.047
"Patzalek, Tyler",2012,Jr,Maine,-0.002
"Paubini-Campos, Luis",2013,Fr,UT Martin,-0.005
"Paublini, Luis",2014,So,UT Martin,-0.005
"Paublini, Luis",2015,Jr,UT Martin,-0.005
"Paul, Dylan",2015,Fr,Texas St.,0.021
"Paulino, Joseph",2013,Fr,UALR,-0.002
"Paulino, Joseph",2014,So,UALR,-0.002
"Paulino, Joseph",2015,Jr,UALR,-0.002
"Pavone, Joe",2012,Sr,UConn,0.034
"Pazos, Manny",2014,Fr,Pittsburgh,0.062
"Pazos, Manny",2015,So,Pittsburgh,0.062
"Pearson, Chris",2012,Jr,Evansville,0.047
"Pearson, Chris",2013,Sr,Evansville,0.047
"Pearson, Tyler",2013,Jr,Texas St.,0.020
"Pearson, Tyler",2014,Sr,Texas St.,0.020
"Pennell, Tucker",2015,Jr,Arkansas,-0.032
"Pentecost, Max",2012,Fr,Kennesaw St.,0.047
"Pentecost, Max",2013,So,Kennesaw St.,0.047
"Pentecost, Max",2014,Jr,Kennesaw St.,0.047
"Peragine, Cole",2012,Fr,Stony Brook,-0.011
"Peragine, Cole",2013,So,Stony Brook,-0.011
"Peragine, Cole",2014,Jr,Stony Brook,-0.011
"Peragine, Cole",2015,Sr,Stony Brook,-0.011
"Perez, Dan",2012,So,Sacred Heart,0.077
"Perez, Dan",2013,Jr,Sacred Heart,0.077
"Perez, Dan",2014,Sr,Sacred Heart,0.077
"Perez, Michael",2012,Fr,Old Dominion,0.014
"Perez, Michael",2013,So,Old Dominion,0.014
"Perez, Michael",2014,Jr,Old Dominion,0.014
"Perez, Michael",2015,Sr,Old Dominion,0.014
"Perez, Raul",2013,Fr,Alabama St.,-0.030
"Perez, Raul",2014,So,Alabama St.,-0.030
"Perkins, Taylor",2012,Sr,VCU,0.052
"Perrott, Geoff",2012,Jr,Rice,0.024
"Perrott, Geoff",2013,Sr,Rice,0.024
"Perry, Connor",2013,Fr,Holy Cross,-0.042
"Perry, Connor",2014,So,Holy Cross,-0.042
"Perry, Connor",2015,Jr,Holy Cross,-0.042
"Perry, Kyle",2012,Fr,Monmouth,0.041
"Perry, Kyle",2013,So,Monmouth,0.041
"Perry, Kyle",2014,Jr,Monmouth,0.041
"Perry, Kyle",2015,Sr,Monmouth,0.041
"Perry, Quinton",2012,Jr,Santa Clara,0.009
"Perry, Quinton",2013,Sr,Santa Clara,0.009
"Petersen, Tyler",2013,Jr,North Dakota,-0.037
"Petersen, Tyler",2014,Sr,North Dakota,-0.037
"Peterson, Sam",2013,Jr,McNeese St.,-0.025
"Peterson, Sam",2014,Sr,McNeese St.,-0.025
"Petty, Torrey",2012,Fr,Alcorn,-0.007
"Phelan, Ryan",2012,So,Fordham,0.007
"Phelan, Ryan",2013,Jr,Fordham,0.007
"Phelan, Ryan",2014,Sr,Fordham,0.007
"Piazza, Zach",2014,Fr,Wake Forest,-0.010
"Piazza, Zach",2015,Fr,Wake Forest,-0.010
"Picchiotti, Jack",2013,Fr,Purdue,-0.047
"Picchiotti, Jack",2014,So,Purdue,-0.047
"Picchiotti, Jack",2015,Jr,Purdue,-0.047
"Pickar, Bennett",2012,Jr,Oral Roberts,-0.005
"Pigeon, TJ",2013,Fr,North Dakota,0.016
"Pigeon, TJ",2014,Fr,North Dakota,0.016
"Pigeon, TJ",2015,So,North Dakota,0.016
"Pitts, Weston",2015,Jr,Incarnate Word,-0.038
"Plaia, Colton",2012,Jr,Loyola Marymount,0.172
"Plaia, Colton",2013,Sr,Loyola Marymount,0.172
"Plante, Billy",2015,So,Towson,-0.118
"Plawecki, Kevin",2012,Jr,Purdue,0.076
"Plourde, Ryan",2012,So,Fairfield,0.033
"Plourde, Ryan",2013,Jr,Fairfield,0.033
"Plourde, Ryan",2014,Sr,Fairfield,0.033
"Plunkett, Zack",2015,Fr,TCU,0.085
"Podratz, Trevor",2012,Fr,Hawaii,0.007
"Podratz, Trevor",2013,So,Hawaii,0.007
"Podratz, Trevor",2014,Jr,Hawaii,0.007
"Poe, Taylor",2013,Fr,Alabama,0.102
"Poe, Taylor",2014,Fr,Alabama,0.102
"Poe, Taylor",2015,So,Alabama,0.102
"Pohl, Phil",2012,Sr,Clemson,0.032
"Poland, Matt",2014,Fr,Dayton,-0.049
"Poland, Matt",2015,So,Dayton,-0.049
"Policelli, Brady",2014,Fr,Towson,-0.044
"Policelli, Brady",2015,So,Towson,-0.044
"Pollakov, Steven",2014,Jr,Hawaii,0.062
"Pollakov, Steven",2015,Sr,Hawaii,0.062
"Pollman, Gunner",2014,Fr,Sacramento St.,-0.040
"Pollman, Gunner",2015,So,Sacramento St.,-0.040
"Pollock, Kyle",2012,Fr,Evansville,0.037
"Pollock, Kyle",2013,So,Evansville,0.037
"Pollock, Kyle",2014,Jr,Evansville,0.037
"Polo, Angel",2013,Jr,Alcorn,-0.086
"Polo, Angel",2014,Sr,Alcorn,-0.086
"Posavec, Eddie",2014,Fr,Binghamton,-0.015
"Posavec, Eddie",2015,So,Binghamton,-0.015
"Poteete, Jarrard",2013,Fr,Texas Tech,0.014
"Powell, Evan",2014,Jr,La.-Lafayette,0.016
"Powell, Evan",2015,Sr,La.-Lafayette,0.016
"Powell, Josh",2012,Jr,Coastal Caro.,-0.106
"Powell, Josh",2013,Sr,Coastal Caro.,-0.106
"Preschel, Harrison",2014,Fr,LIU Brooklyn,-0.022
"Preschel, Harrison",2015,So,LIU Brooklyn,-0.022
"Prestridge, Clayton",2012,Jr,UC Riverside,0.069
"Prestridge, Clayton",2013,Sr,UC Riverside,0.069
"Prevatt, Jason",2014,Fr,UALR,-0.053
"Prevatt, Jason",2015,So,UALR,-0.053
"Price, Trey",2012,So,Prairie View,0.007
"Price, Trey",2013,Jr,Prairie View,0.007
"Price, Trey",2014,Sr,Prairie View,0.007
"Procyshen, Jordan",2014,Jr,Northern Ky.,-0.129
"Provost, Brandon",2013,So,Lamar,-0.013
"Provost, Brandon",2014,Jr,Lamar,-0.013
"Provost, Brandon",2015,Sr,Lamar,-0.013
"Pugh, Brent",2012,So,Ga. Southern,-0.033
"Pugh, Brent",2013,Jr,Ga. Southern,-0.033
"Pullin, Remington",2012,Sr,UNLV,0.018
"Purdy, Nick",2012,Jr,Northwestern St.,-0.091
"Purdy, Nick",2013,Sr,Northwestern St.,-0.091
"Puttress, John",2012,Jr,Northeastern,-0.031
"Puttress, John",2013,Sr,Northeastern,-0.031
"Qualls, Tyler",2012,So,Louisiana Tech,0.005
"Qualls, Tyler",2013,Jr,Louisiana Tech,0.005
"Qualls, Tyler",2014,Sr,Louisiana Tech,0.005
"Quaranta, Mark",2012,Jr,Mt. St. Mary's,-0.020
"Quaranta, Mark",2013,Sr,Mt. St. Mary's,-0.020
"Quattlebaum, Dusty",2012,Sr,Gardner-Webb,-0.035
"Quinn, Pat",2012,So,Rhode Island,0.016
"Quinn, Pat",2013,Jr,Rhode Island,0.016
"Quinn, Pat",2014,Sr,Rhode Island,0.016
"Rabago, Chris",2012,Fr,UC Irvine,0.028
"Rabago, Chris",2013,So,UC Irvine,0.028
"Rabago, Chris",2014,Jr,UC Irvine,0.028
"Radziewicz, Kevin",2015,Fr,Fairfield,0.067
"Raley, Patrick",2012,Fr,Charlotte,-0.061
"Raley, Patrick",2013,So,Charlotte,-0.061
"Raley, Patrick",2014,Jr,Charlotte,-0.061
"Raley, Patrick",2015,Sr,Charlotte,-0.061
"Ramirez, Jean",2012,Fr,Arkansas,-0.063
"Ramirez, Jean",2013,Fr,Arkansas,-0.063
"Ramirez, Jean",2015,Jr,Illinois St.,0.035
"Ramsay, Matthew",2012,Fr,Wofford,-0.067
"Ramsay, Matthew",2013,So,Wofford,-0.067
"Ramsay, Matthew",2014,Jr,Wofford,-0.067
"Ramsay, Matthew",2015,Sr,Wofford,-0.067
"Ramsey, Tyler",2015,Jr,Delaware St.,-0.002
"Randolph, Mason",2012,So,Texas Tech,0.078
"Randolph, Mason",2013,Jr,Texas Tech,0.078
"Randolph, Mason",2014,Sr,Texas Tech,0.078
"Randolph, Zack",2013,Jr,Mississippi St.,0.093
"Randolph, Zack",2014,Sr,Mississippi St.,0.093
"Ratliff, Tyler",2015,Fr,Marshall,-0.061
"Real, Alex",2012,Fr,New Mexico,-0.040
"Real, Alex",2013,So,New Mexico,-0.040
"Real, Alex",2014,Jr,New Mexico,-0.040
"Real, David",2013,Fr,Arizona,-0.032
"Real, David",2014,So,Arizona,-0.032
"Reaume, Robert",2013,Fr,Norfolk St.,0.022
"Reaume, Robert",2014,So,Norfolk St.,0.022
"Reavis, Josh",2013,Jr,Radford,0.020
"Reavis, Josh",2014,Sr,Radford,0.020
"Reavis, Josh",2015,Sr,Radford,-0.027
"Redman, Hunter",2014,Jr,Texas Tech,0.028
"Reed, Adam",2015,Fr,Tennessee Tech,0.130
"Reed, Denton",2012,Fr,SIUE,-0.018
"Reed, Denton",2013,Fr,SIUE,-0.018
"Reed, Denton",2014,Jr,SIUE,-0.018
"Reed, Denton",2015,Sr,SIUE,-0.018
"Reed, Matt",2014,So,Marshall,-0.014
"Reed, Matt",2015,So,Marshall,-0.014
"Reed, Scott",2012,Sr,Bucknell,-0.012
"Reese, Jacob",2012,So,Eastern Ill.,-0.130
"Reese, Jacob",2013,Jr,Eastern Ill.,-0.130
"Reese, Jacob",2014,Sr,Eastern Ill.,-0.130
"Reeves, John Clay",2012,Fr,Arkansas,0.040
"Reeves, John Clay",2014,Jr,Rice,0.125
"Reeves, John Clay",2015,Sr,Rice,0.125
"Reeves, Mike",2012,Jr,FGCU,-0.012
"Reeves, Mike",2013,Sr,FGCU,-0.012
"Regez, Evan",2014,Fr,Chicago St.,0.041
"Rei, Austin",2013,Fr,Washington,0.015
"Rei, Austin",2014,So,Washington,0.015
"Rei, Austin",2015,Jr,Washington,0.015
"Reid-Foley, David",2012,Jr,Mercer,0.100
"Reid-Foley, David",2013,Sr,Mercer,0.100
"Reimer, JJ",2014,Jr,Western Ill.,0.009
"Reimer, JJ",2015,Sr,Western Ill.,0.009
"Reistetter, Matt",2012,So,Hofstra,0.001
"Reistetter, Matt",2013,Jr,Hofstra,0.001
"Remick, Sam",2014,Jr,Charleston So.,0.048
"Remick, Sam",2015,Sr,Charleston So.,0.048
"Remillard, Will",2012,So,Coastal Caro.,-0.051
"Remillard, Will",2013,So,Coastal Caro.,-0.051
"Renna, Zach",2013,Fr,NJIT,0.010
"Renna, Zach",2014,So,NJIT,0.010
"Retamar, Alexander",2014,Fr,Villanova,0.010
"Retamar, Alexander",2015,So,Villanova,0.010
"Reuvekamp, Mike",2012,So,California,-0.005
"Reuvekamp, Mike",2013,Jr,California,-0.005
"Reuvekamp, Mike",2014,Sr,California,-0.005
"Revesz, Jason",2012,Fr,Kent St.,-0.006
"Revesz, Jason",2013,So,Kent St.,-0.006
"Revesz, Jason",2014,So,Kent St.,-0.006
"Revesz, Jason",2015,Jr,Kent St.,-0.006
"Revesz, Jeff",2012,Fr,Kent St.,0.010
"Revesz, Jeff",2013,So,Kent St.,0.010
"Revesz, Jeff",2014,Jr,Kent St.,0.010
"Revesz, Jeff",2015,Sr,Kent St.,0.010
"Reyes, Manny",2012,Jr,Western Ill.,-0.092
"Reyes, Manny",2013,Sr,Western Ill.,-0.092
"Reynolds, Chris",2013,Fr,Manhattan,-0.039
"Reynolds, Chris",2014,So,Manhattan,-0.039
"Reynolds, Chris",2015,Jr,Manhattan,-0.039
"Reynolds, J.R.",2012,Sr,Ohio,0.002
"Rhineer, Seth",2013,So,Utah Valley,-0.091
"Rhineer, Seth",2014,So,Utah Valley,-0.091
"Rhineer, Seth",2015,Jr,Utah Valley,-0.091
"Rhodes, Jacob",2012,Sr,Murray St.,-0.093
"Riccardi, Tommy",2013,So,Miami (OH),-0.007
"Riccardi, Tommy",2014,Jr,Miami (OH),-0.007
"Riccardi, Tommy",2015,Jr,Miami (OH),-0.007
"Rice, Ian",2015,Jr,Houston,0.094
"Richard, Evan",2012,Sr,Prairie View,-0.033
"Richards, Grant",2012,Sr,Citadel,-0.084
"Richardson, TJ",2015,Fr,Presbyterian,0.001
"Richoux, Elliot",2013,So,Texas Tech,0.031
"Rindfleish, Jarett",2015,So,Ball St.,-0.010
"Rindfleish, Jarrett",2014,Fr,Ball St.,-0.010
"Ringhofer, Luke",2015,Fr,South Dakota St.,0.026
"Rios, Melvin",2012,Fr,LIU Brooklyn,-0.070
"Rios, Melvin",2013,So,LIU Brooklyn,-0.070
"Rios, Melvin",2014,Jr,LIU Brooklyn,-0.070
"Rios, Melvin",2015,Sr,LIU Brooklyn,-0.070
"Ritchie, Jamie",2012,Fr,Belmont,0.051
"Ritchie, Jamie",2013,So,Belmont,0.051
"Ritchie, Jamie",2014,Jr,Belmont,0.051
"Rivera, Mike",2015,Fr,Florida,0.036
"Rizzie, Daniel",2013,Fr,Xavier,-0.069
"Rizzie, Daniel",2014,So,Xavier,-0.069
"Rizzie, Daniel",2015,Jr,Xavier,-0.069
"Roach, Joe",2013,Fr,Georgia St.,-0.113
"Roach, Joey",2014,So,Georgia St.,-0.113
"Roach, Joey",2015,Jr,Georgia St.,-0.113
"Roberson, Sam",2012,Fr,Southeastern La.,-0.065
"Roberson, Sam",2013,So,Southeastern La.,-0.065
"Roberson, Sam",2014,Jr,Southeastern La.,-0.065
"Roberti, Joe",2013,Fr,Hartford,0.001
"Roberti, Joe",2014,So,Hartford,0.001
"Roberti, Joe",2015,Jr,Hartford,0.001
"Robert, Matthieu",2013,Fr,George Washington,0.050
"Robert, Matthieu",2014,So,George Washington,0.050
"Robert, Matthieu",2015,Jr,George Washington,0.050
"Roberts, Matt",2012,So,North Carolina,0.036
"Roberts, Matt",2013,Jr,North Carolina,0.036
"Roberts, Ryan",2012,Jr,Arkansas St.,0.011
"Roberts, Ryan",2013,Sr,Arkansas St.,0.011
"Robinette, Lane",2015,Fr,Columbia,0.051
"Robinett, Kyle",2012,Fr,Dayton,-0.062
"Robinett, Kyle",2013,Fr,Dayton,-0.062
"Robinson, Chris",2013,So,Morehead St.,-0.049
"Robinson, Chris",2014,Jr,Morehead St.,-0.049
"Robinson, Chris",2015,Sr,Morehead St.,-0.049
"Robinson, Chuckie",2014,Fr,Southern Miss.,-0.109
"Robinson, Chuckie",2015,So,Southern Miss.,-0.109
"Rodriguez, Jake",2012,So,Oregon St.,0.048
"Rodriguez, Jake",2013,Jr,Oregon St.,0.048
"Rodriguez, Manny",2012,Fr,Alabama St.,-0.035
"Rodriguez, Manny",2013,So,Alabama St.,-0.035
"Rodriguez, Manny",2015,N/A,Alabama St.,-0.021
"Rodriguez, Miguel",2012,Sr,Charlotte,0.062
"Rogers, Jake",2014,Fr,Tulane,0.038
"Rogers, Jake",2015,So,Tulane,0.038
"Rojas, Robie",2014,Fr,Oklahoma St.,0.022
