year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	gs	w	l	sv	cg	ip	h	r	er	b	k	k_g	hr	era
2014	1	calhouncommunitycollege	2	masonthroneberryp8gg	Mason Throneberry	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/masonthroneberryp8gg	So	RHP/INF	4	0	1	0	0		7.0	3			1	3	3.86		0.00
2014	1	calhouncommunitycollege	21	westoncallahanriqj	Weston Callahan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/westoncallahanriqj	Fr	RHP	5	0	0	0	0		4.0	6	7	6	6	9	20.25		13.50
2014	1	calhouncommunitycollege	19	blaketalley5ei7	Blake Talley	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/blaketalley5ei7	So	RHP/3B	4	0	1	2	0		4.0	10	7	6	1	4	9.00		13.50
2014	1	calhouncommunitycollege	49	kylecasteeljb9k	Kyle Casteel	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kylecasteeljb9k	Fr	RHP	2	0	0	0	0		1.2	2	3	2	2	1	5.40		10.80
2014	1	calhouncommunitycollege	18	daultonhill6arb	Daulton Hill	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/daultonhill6arb	Fr	RHP	2	0	0	0	0		0.1		2	4	4		.00		108.00
2013	1	waltersstatecommunitycollege	21	brenthoneywelltxy3	Brent Honeywell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brenthoneywelltxy3	Fr	RHP	10	10	8	2	0	4	61.0	43	20	17	12	83	12.25	4	2.51
2013	1	waltersstatecommunitycollege	23	aaronquillenwnsd	Aaron Quillen	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aaronquillenwnsd	So	RHP	10	10	6	1	0	3	59.0	50	26	20	19	62	9.46	3	3.05
2013	1	waltersstatecommunitycollege	5	andrewgistsu24	Andrew Gist	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewgistsu24	Fr	LHP	10	8	5	1	1	5	49.1	38	12	10	10	41	7.48	1	1.82
2013	1	waltersstatecommunitycollege	19	andrewtownsh4kl	Andrew Towns	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewtownsh4kl	Fr	LHP	12	3	3	1	0		28.2	26	13	7	11	40	12.56	1	2.20
2013	1	waltersstatecommunitycollege	31	brettmartinyk7y	Brett Martin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brettmartinyk7y	Fr	LHP	8	4	4	1	0		25.1	20	15	11	20	36	12.79	1	3.91
2013	1	waltersstatecommunitycollege	8	grantpainterz88o	Grant Painter	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/grantpainterz88o	So	LHP	13	3	1	2	1	0	21.2	22	12	10	12	21	8.72	1	4.15
2013	1	waltersstatecommunitycollege	12	campbellscholloxpq	Campbell Scholl	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/campbellscholloxpq	Fr	RHP	12	0	1	1	0		18.2	12	7	7	8	18	8.68	1	3.38
2013	1	waltersstatecommunitycollege	27	mattpope0lpw	Matt Pope	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattpope0lpw	Fr	RHP	7	1	1	0	0		10.1	9	8	8	6	9	7.84	1	6.97
2013	1	waltersstatecommunitycollege	24	jakeusheryw9t	Jake Usher	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jakeusheryw9t	Fr	RHP	7	1	1	1	1		9.1	12	7	5	5	14	13.50		4.82
2013	1	waltersstatecommunitycollege	13	willcarter7p4a	Will Carter	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/willcarter7p4a	So	RHP	8	2	1	0	0		9.0	11	6	6	5	5	5.00		6.00
2013	1	waltersstatecommunitycollege	18	coltonproveyxd6h	Colton Provey	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coltonproveyxd6h	Fr	RHP	7	0	1	0	1		8.1	10	7	7	1	8	8.64		7.56
2013	1	waltersstatecommunitycollege	14	reedhayesur4b	Reed Hayes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/reedhayesur4b	Fr	RHP	4	0	0	0	1		3.1	5	4	4	5	1	2.70		10.80
2014	1	yavapaicollege	19	stephencarabajal2kry	Stephen Carabajal	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stephencarabajal2kry	So	LHP/OF	8	8	3	1	0	1	43.2	46	23	18	19	44	9.07	3	3.71
2014	1	yavapaicollege	3	chanceadams8tcz	Chance Adams	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chanceadams8tcz	So	RHP	6	6	1	2	0	3	36.1	25	13	9	12	43	10.65	1	2.23
2014	1	yavapaicollege	26	nicksagendorfkq5q	Nick Sagendorf	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nicksagendorfkq5q	So	RHP	7	5	3	1	0		31.1	40	28	19	13	22	6.32	1	5.46
2014	1	yavapaicollege	7	brandonmatthewsmzav	Brandon Matthews	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brandonmatthewsmzav	So	LHP	7	3	3	0	0		22.1	11	7	3	16	31	12.49	1	1.21
2014	1	yavapaicollege	25	andrewmendozaan3u	Andrew Mendoza	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewmendozaan3u	Fr	RHP	6	6	1	2	0		21.2	27	18	13	16	30	12.46		5.40
2014	1	yavapaicollege	16	willwaterman23cs	Will Waterman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/willwaterman23cs	So	RHP	11	0	2	0	0		20.2	22	11	8	11	22	9.58		3.48
2014	1	yavapaicollege	28	willjonestwd7	Will Jones	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/willjonestwd7	Fr	RHP	8	1	1	1	1		19.0	14	8	4	8	14	6.63		1.89
2014	1	yavapaicollege	14	michaellaudickwmn4	Michael Laudick	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/michaellaudickwmn4	Fr	LHP	8	0	0	0	0		14.2	16	18	9	13	15	9.20		5.52
2014	1	yavapaicollege	34	kamalukamoku5ssq	Kamalu Kamoku	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kamalukamoku5ssq	So	RHP	6	0	2	2	0		11.2	17	14	7	3	7	5.40	1	5.40
2014	1	yavapaicollege	2	akoniarriagap5l8	Akoni Arriaga	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/akoniarriagap5l8	Fr	IF/RHP	4	3	1	1	0		11.0	9	11	10	12	7	5.73	1	8.18
2014	1	yavapaicollege	12	hadenshipman0yji	Haden Shipman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hadenshipman0yji	Fr	RHP	7	0	0	1	2		5.2	6	7	4	5	6	9.53		6.35
2014	1	yavapaicollege	29	coltonleee1vi	Colton Lee	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coltonleee1vi	Fr	RHP	5	0	0	0	0		3.1	5	3	3	4	3	8.10		8.10
2014	1	yavapaicollege	27	brianschiemannihws	Brian Schiemann	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brianschiemannihws	Fr	C	1	0	0	0	0		1.0	1	2		3	2	18.00		0.00
2014	3	cumberlandcountycollege	23	joshoneilldwgi	Josh O'Neill	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/joshoneilldwgi	So	RHP	7	6	5	2	0	2	38.0	26	15	6	7	30	7.11		1.42
2014	3	cumberlandcountycollege	14	codystashak613l	Cody Stashak	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codystashak613l	So	RHP/1B	6	6	5	1	0	2	33.1	25	14	9	12	48	12.96		2.43
2014	3	cumberlandcountycollege	9	ridgeherrmanzrhf	Ridge Herrman	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ridgeherrmanzrhf	So	LHP/1B	7	6	4	0	0	1	29.2	18	14	6	18	41	12.44	1	1.82
2014	3	cumberlandcountycollege	19	zacharylarge128p	Zachary Large	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/zacharylarge128p	Fr	P	4	4	4	0	0	1	20.2	17	5	5	6	13	5.66		2.18
2014	3	cumberlandcountycollege	25	chrisseibert6svf	Chris Seibert	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/chrisseibert6svf	Fr	RHP	9	1	1	0	2		16.0	11	8	3	8	18	10.12		1.69
2014	3	cumberlandcountycollege	16	justingeri6a5i	Justin Geri	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/justingeri6a5i	Fr	RHP/3B	3	3	2	1	0		12.0	13	4	2	4	8	6.00		1.50
2014	3	cumberlandcountycollege	15	chriscapriottippcv	Chris Capriotti	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/chriscapriottippcv	Fr	RHP	6	0	0	0	1		9.0	12	8	7	2	5	5.00		7.00
2014	3	cumberlandcountycollege	10	nicpacegr1b	Nic Pace	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nicpacegr1b	So	RHP	5	1	0	1	0		7.2	12	11	6	3	5	5.87	1	7.04
2014	3	cumberlandcountycollege	21	giocasiano7snp	Gio Casiano	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/giocasiano7snp	So	RHP	4	0	0	0	0		4.2	5	4	4	2	4	7.71		7.71
2014	3	cumberlandcountycollege	17	georgereadbrlj	George Read	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/georgereadbrlj	So	LHP	4	0	0	0	0		3.2	3	3	2	2	5	12.27	2	4.91
2014	3	cumberlandcountycollege	44	jamesmarichze8x	James Marich	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jamesmarichze8x	Fr	RHP	1	0	0	0	0		1.0						.00		0.00
2013	1	marshalltowncommunitycollege	20	richardenglando6e8	Richard England	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/richardenglando6e8	So	RHP	7	7	3	1	0	1	31.2	25	20	11	18	34	9.66	1	3.13
2013	1	marshalltowncommunitycollege	7	austinbattagliapzx7	Austin Battaglia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinbattagliapzx7	Fr	INF/RHP	11	6	1	3	0	0	29.0	28	25	15	16	28	8.69	1	4.66
2013	1	marshalltowncommunitycollege	17	alexmccuneojni	Alex McCune	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexmccuneojni	Fr	RHP/OF	7	7	1	3	0	1	27.2	45	21	19	15	20	6.51	2	6.18
2013	1	marshalltowncommunitycollege	12	kyleherrickens5	Kyle Herrick	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kyleherrickens5	Fr	RHP	13	0	3	3	1	0	26.0	37	23	16	11	11	3.81	2	5.54
2013	1	marshalltowncommunitycollege	22	schylerkaneaofd	Schyler Kane	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/schylerkaneaofd	Fr	RHP	9	1	2	1	0	0	18.2	25	20	13	6	9	4.34	1	6.27
2013	1	marshalltowncommunitycollege	6	parkerrolfesfjsz	Parker Rolfes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/parkerrolfesfjsz	Fr	INF/RHP	12	4	1	1	1	0	18.1	21	11	9	5	10	4.91	1	4.42
2013	1	marshalltowncommunitycollege	10	princedemarcoqn2b	Prince De Marco	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/princedemarcoqn2b	So	RHP	11	0	1	0	0	0	15.1	19	22	16	4	6	3.52	0	9.39
2013	1	marshalltowncommunitycollege	23	dannysmithlap3	Danny Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dannysmithlap3	Fr	LHP	6	6	1	3	0	0	15.0	19	10	10	15	10	6.00	0	6.00
2013	1	marshalltowncommunitycollege	2	johnbloomybgq	John Bloom	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/johnbloomybgq	So	RHP	10	0	1	1	3	0	14.2	21	11	9	1	14	8.59	0	5.52
2013	1	marshalltowncommunitycollege	35	juliobatistagq65	Julio Batista	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/juliobatistagq65	Fr	RHP	8	1	0	2	0	0	12.2	20	15	14	2	5	3.55	0	9.95
2013	1	marshalltowncommunitycollege	19	patrickrankinkg1g	Patrick Rankin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/patrickrankinkg1g	Fr	RHP	3	0	0	1	0	0	5.1	2	3	3	4	3	5.06	0	5.06
2013	1	marshalltowncommunitycollege	14	erickents6jn	Eric Kent	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/erickents6jn	So	INF	10	0	0	0	0	0	2.1	2	4	4	3	2	7.71	0	15.43
2013	1	marshalltowncommunitycollege	37	aliasif8uv0	Ali Asif	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aliasif8uv0	Fr	RHP/INF	2	0	0	0	0	0	2.0	2	2	2	1	1	4.50	0	9.00
2013	1	marshalltowncommunitycollege	26	jorgemichaelbautista9ujq	Jorge Michael-Bautista	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jorgemichaelbautista9ujq	Fr	LHP	1	1	0	0	0	0	2.0	1	1	1	2	1	4.50	0	4.50
2013	1	marshalltowncommunitycollege	39	christhompsony5nw	Chris Thompson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/christhompsony5nw	Fr	RHP	1	0	0	0	0		1.0	1			1	1	9.00		0.00
2014	1	mclennancommunitycollege	43	gregmaistovu2l	Greg Maisto	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gregmaistovu2l	Fr		10	1	5	3	0	2	56.1	58	33	31	23	48	7.67		4.95
2014	1	mclennancommunitycollege	22	sterlingwynn6ysf	Sterling Wynn	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/sterlingwynn6ysf	So	LHP	10	0	3	0	0	1	49.1	58	27	19	26	42	7.66	1	3.47
2014	1	mclennancommunitycollege	26	kodyhessemer28mr	Kody Hessemer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kodyhessemer28mr	So	RHP	9	0	2	1	0	2	37.0	38	21	16	16	28	6.81	2	3.89
2014	1	mclennancommunitycollege	15	enriqueoquendosbuh	Enrique Oquendo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/enriqueoquendosbuh	So	RHP	8	0	0	3	0		35.2	37	20	20	14	37	9.34	1	5.05
2014	1	mclennancommunitycollege	37	patrickherbelinurq2	Patrick Herbelin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/patrickherbelinurq2	So	RHP	15	0	2	2	3		22.2	15	11	11	11	24	9.53		4.37
2014	1	mclennancommunitycollege	41	nathanbertness2on8	Nathan Bertness	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nathanbertness2on8	Fr	LHP	8	0	2	0	0		22.0	19	8	7	9	17	6.95	1	2.86
2014	1	mclennancommunitycollege	30	mattmundkowskyipvl	Matt Mundkowsky	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattmundkowskyipvl	So	RHP	5	0	1	1	0		18.2	19	16	14	15	11	5.30	1	6.75
2014	1	mclennancommunitycollege	27	connercamacho3od6	Conner Camacho	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/connercamacho3od6	So	RHP	9	0	0	0	0		13.2	20	11	9	10	6	3.95	1	5.93
2014	1	mclennancommunitycollege	17	tylerwatsonid35	Tyler Watson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerwatsonid35			5	0	0	0	1		8.1	15	10	10	2	11	11.88	3	10.80
2014	1	mclennancommunitycollege	11	milesmanning1b0x	Miles Manning	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/milesmanning1b0x	So	INF/RHP	6	0	0	1	0		5.2	6	5	4	1	11	17.47	1	6.35
2014	1	mclennancommunitycollege	36	coleridgelysoft	Cole Ridgely	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coleridgelysoft	Fr	RHP	3	0	0	0	0		2.0	5	4	4		2	9.00		18.00
2014	1	mclennancommunitycollege	14	andrewsanchez7t1x	Andrew Sanchez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewsanchez7t1x	So	RHP	2	0	0	0	0		2.0				1	1	4.50		0.00
2014	1	mclennancommunitycollege	20	zacharykornelyb2qe	Zachary Kornely	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zacharykornelyb2qe	Fr	RHP	1	0	0	0	0		1.2	2	1	1	2	1	5.40		5.40
2013	3	corningcommunitycollege	17	skylarleljedalnz0h	Skylar Leljedal	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/skylarleljedalnz0h	Fr	IF?P	3	1	1	2	0		8.2	15	16	10	9	8	8.31	1	10.38
2013	3	corningcommunitycollege	7	kevinboulas1c3g	Kevin Boulas	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kevinboulas1c3g	Fr	P/IF	2	0	0	1	0	1	6.1	4	2	2		10	14.21		2.84
2013	3	corningcommunitycollege	15	krisorourkegzcg	Kris O'Rourke	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/krisorourkegzcg	Fr	P/IF	2	0	0	0	0		4.1	6	4	4	3	1	2.08		8.31
2013	3	corningcommunitycollege	28	ryandelgadoh9dd	Ryan Delgado	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ryandelgadoh9dd	Fr	P/OF	2	0	0	0	0		2.0	2	7	7	2	1	4.50		31.50
2013	3	corningcommunitycollege	1	codymarchesehbc7	Cody Marchese	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codymarchesehbc7	Fr	IF/P	2	0	0	0	0		1.2	2	1			1	5.40		0.00
2013	3	corningcommunitycollege	12	patferoc7m0	Pat Fero	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/patferoc7m0	So	P	1	0	0	0	0		1.1	5	1	1			.00		6.75
2013	3	corningcommunitycollege	21	ottobresserk6ty	Otto Bresser	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ottobresserk6ty	Fr		1	0	0	0	0		1.0	1	2		1	1	9.00		0.00
2013	3	corningcommunitycollege	30	alanstanhopetzwd	Alan Stanhope	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/alanstanhopetzwd	Fr	P/OF	1	1	0	1	0		1.0	4	9	9	5	1	9.00		81.00
2013	1	bossierparishcommunitycollege	24	javariasbanksple1	Javarias Banks	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/javariasbanksple1	So	3B/RHP	10	1	3	5	0	5	58.1	38	19	11	19	63	9.72		1.70
2013	1	bossierparishcommunitycollege	20	thomasaugerk8e1	Thomas Auger	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/thomasaugerk8e1	Fr	LHP	12	0	3	2	1	1	37.2	41	18	9	13	19	4.54		2.15
2013	1	bossierparishcommunitycollege	14	dilloncrainn9om	Dillon Crain	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dilloncrainn9om	So	RHP	8	0	1	2	0		30.0	33	23	20	12	18	5.40	1	6.00
2013	1	bossierparishcommunitycollege	34	teddyhendersonfpks	Teddy Henderson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/teddyhendersonfpks	So	RHP	10	0	2	3	0		30.0	36	27	19	17	14	4.20	1	5.70
2013	1	bossierparishcommunitycollege	16	matthewreevesedkw	Matthew Reeves	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/matthewreevesedkw	Fr	LHP/OF	11	0	0	2	0		28.2	27	15	12	12	16	5.02	1	3.77
2013	1	bossierparishcommunitycollege	13	loganmchanwd0d	Logan McHan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/loganmchanwd0d	Fr	RHP	11	1	0	2	0		18.0	27	17	15	7	16	8.00		7.50
2013	1	bossierparishcommunitycollege	27	colbysherrardv4cz	Colby Sherrard	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/colbysherrardv4cz	Fr	RHP	7	0	0	1	0		15.0	17	8	6	9	7	4.20		3.60
2013	1	bossierparishcommunitycollege	19	nathanleeobo6	Nathan Lee	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nathanleeobo6	Fr	RHP	9	0	2	0	0		14.2	22	8	5	6	5	3.07		3.07
2013	1	bossierparishcommunitycollege	25	ethaneasterlingcrot	Ethan Easterling	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ethaneasterlingcrot	So	RHP	5	0	1	1	0		13.0	14	9	4	1	16	11.08		2.77
2013	1	bossierparishcommunitycollege	9	danieltyneswp6h	Daniel Tynes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/danieltyneswp6h	Fr	RHP	5	0	0	0	0		11.1	10			4	5	3.97		0.00
2013	1	bossierparishcommunitycollege	31	jonathanboucherp3b6	Jonathan Boucher	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jonathanboucherp3b6	Fr	RHP	10	0	0	1	3		9.2	6	6	0	5	1	.93		0.00
2013	1	bossierparishcommunitycollege	30	andrewmashburn2nvg	Andrew Mashburn	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewmashburn2nvg	Fr	RHP	7	0	0	0	0		7.0	6	6	1	1	3	3.86		1.29
2013	1	bossierparishcommunitycollege	38	harlanrichtergail	Harlan Richter	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/harlanrichtergail	So	RHP	3	0	1	0	0		7.0	1	1		10	10	12.86		0.00
2013	1	bossierparishcommunitycollege	32	josiechandlerklz9	Josie Chandler	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josiechandlerklz9	So	RHP	6	0	0	0	0		6.2	9	10	5	7	4	5.40		6.75
2013	1	bossierparishcommunitycollege	26	spencermcclureqw23	Spencer McClure	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/spencermcclureqw23	Fr	1B/RHP	4	0	0	0	0		2.1	3	4	4	5	1	3.86	1	15.43
2013	1	bossierparishcommunitycollege	28	lancequebodeaux24t3	Lance Quebodeaux	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lancequebodeaux24t3	Fr	LHP	2	0	0	0	0		2.0	2					.00		0.00
2013	2	mercercountycommunitycollege	24	benstinea6ve	Ben Stine	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/benstinea6ve	So	RHP	6	6	5	0	0	3	35.0	17	7	5	16	30	7.71		1.29
2013	2	mercercountycommunitycollege	26	heathfillmyerscko	Heath Fillmyer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/heathfillmyerscko	So	RHP/DH	5	5	5	0	0	3	29.0	15	0	0	11	50	15.52		0.00
2013	2	mercercountycommunitycollege	30	joedigiovanni5bpd	Joe DiGiovanni	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joedigiovanni5bpd	So	RHP	7	4	3	1	1	1	26.2	22	11	7	5	14	4.72		2.36
2013	2	mercercountycommunitycollege	23	mattgall1g41	Matt Gall	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattgall1g41	Fr	LHP	6	4	3	1	0	2	22.1	18	7	6	7	14	5.64		2.42
2013	2	mercercountycommunitycollege	12	dylanbarlowaw28	Dylan Barlow	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dylanbarlowaw28	Fr	RHP	4	3	2	0	0	1	17.0	13	8	7	4	11	5.82		3.71
2013	2	mercercountycommunitycollege	11	charlesmorreale2jjk	Charles Morreale	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/charlesmorreale2jjk	So	RHP	4	3	1	0	0		14.0	18	6	5	5	16	10.29		3.21
2013	2	mercercountycommunitycollege	28	tomcockillt3dd	Tom Cockill	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tomcockillt3dd	Fr	LHP	6	1	1	0	0		11.0	11	6	6	5	5	4.09		4.91
2013	2	mercercountycommunitycollege	16	charlespaulvvx7	Charles Paul	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/charlespaulvvx7	So	RHP	6	0	1	0	1		6.0	5	1			7	10.50		0.00
2013	2	mercercountycommunitycollege	21	natevahediliwx	Nate Vahedi	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/natevahediliwx	Fr	RHP	2	0	0	0	1		5.2	5	2	2		5	7.94		3.18
2013	2	mercercountycommunitycollege	1	kalybsmithxig4	Kalyb Smith	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kalybsmithxig4	So	RHP	4	0	0	1	0		5.0	7	4	3	2	4	7.20		5.40
2013	2	mercercountycommunitycollege	10	mikepfeiffereg91	Mike Pfeiffer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikepfeiffereg91	Fr	LHP	3	0	1	0	1		4.1	2	2	1	5	3	6.23		2.08
2013	2	mercercountycommunitycollege	20	rafaeltous45p2	Rafael Tous	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/rafaeltous45p2	Fr	UTL	2	0	1	0	0		3.0	6	2	2	1	1	3.00		6.00
2014	3	delawarecountycommunitycollege	20	danhughes37ae	Dan Hughes	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/danhughes37ae	Fr	P	2	0	0	1	0		7.0	10	5	1	2	5	6.43		1.29
2014	3	delawarecountycommunitycollege	6	brandonortizsc73	Brandon Ortiz	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brandonortizsc73	Fr	P	1	1	0	1	0	1	7.0	14	9	5	2	4	5.14		6.43
2014	3	delawarecountycommunitycollege	33	johnthomson8jq0	John Thomson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/johnthomson8jq0	So	OF/ P	1	1	0	1	0		3.2	9	7	2	2	3	7.36		4.91
2014	3	delawarecountycommunitycollege	17	zackshowsx09e	Zack Shows	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/zackshowsx09e	Fr	P	2	1	0	0	0		3.1	3	5	2	7	2	5.40		5.40
2014	1	centralalabamacommunitycollege	12	shaunsmirnoffvy5x	Shaun Smirnoff	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/shaunsmirnoffvy5x	So	LHP	11	8	4	1	0	3	55.1	43	13	6	12	36	5.86	1	0.98
2014	1	centralalabamacommunitycollege	26	johnmichaelknightonleaq	John Michael Knighton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/johnmichaelknightonleaq	So	RHP	9	9	2	1	0	4	49.2	44	16	11	13	45	8.15		1.99
2014	1	centralalabamacommunitycollege	18	mattnorton9h8u	Matt Norton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattnorton9h8u	So	RHP	11	3	1	0	0	1	35.2	45	17	7	8	20	5.05		1.77
2014	1	centralalabamacommunitycollege	34	hunterskipper9ddj	Hunter Skipper	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterskipper9ddj	Fr	LHP/ 1B	8	4	1	0	0		26.2	19	8	4	6	19	6.41		1.35
2014	1	centralalabamacommunitycollege	20	wilsonadamsjrm6	Wilson Adams	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/wilsonadamsjrm6	So	RHP	10	2	3	0	0		20.2	17	9	8	7	22	9.58	1	3.48
2014	1	centralalabamacommunitycollege	32	alexleexdmu	Alex Lee	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexleexdmu	So	1B/ RHP	4	3	0	2	0		14.0	16	10	7	6	11	7.07	1	4.50
2014	1	centralalabamacommunitycollege	13	gabedeesfzy0	Gabe Dees	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gabedeesfzy0	So	RHP	8	0	2	0	0		13.1	4	3	2	13	16	10.80		1.35
2014	1	centralalabamacommunitycollege	14	codykremer8za5	Cody Kremer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codykremer8za5	So	RHP	8	0	0	0	0		12.2	12	5	4	7	17	12.08		2.84
2014	1	centralalabamacommunitycollege	11	derekdeatescrh8	Derek Deates	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/derekdeatescrh8	So	RHP	10	0	0	0	1		10.1	8	7	2	3	10	8.71		1.74
2014	1	centralalabamacommunitycollege	19	ethanhuntoyuz	Ethan Hunt	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ethanhuntoyuz	So	RHP	5	4	1	0	0		8.2	11	9	9	7	3	3.12		9.35
