year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	hbp	sf	sh	tb	xbh	hdp	go	fo	go_fo	pa
2014	1	mclennancommunitycollege	8	jonathantauzinglfq	Jonathan Tauzin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jonathantauzinglfq	Fr	C	8	1			2	1					11
2014	1	mclennancommunitycollege	17	tylerwatsonid35	Tyler Watson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerwatsonid35			7				0	0					2
2013	3	corningcommunitycollege	1	codymarchesehbc7	Cody Marchese	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codymarchesehbc7	Fr	IF/P	10				11	0			4		38
2013	3	corningcommunitycollege	11	scottclark82wi	Scott Clark	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/scottclark82wi	Fr	IF	9	2		1	8	0		4			28
2013	3	corningcommunitycollege	8	codywhitmer42i4	Cody Whitmer	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codywhitmer42i4	So	OF/P	10				10	1			1		26
2013	3	corningcommunitycollege	13	mitchbuckleyvkid	Mitch Buckley	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mitchbuckleyvkid	Fr	IF/P	10				6	0		1	2	0.50	25
2013	3	corningcommunitycollege	7	kevinboulas1c3g	Kevin Boulas	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kevinboulas1c3g	Fr	P/IF	9				3	1			1		24
2013	3	corningcommunitycollege	3	codyschietizk	Cody Schie	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codyschietizk	So	OF/P	9			2	3	1			2		20
2013	3	corningcommunitycollege	14	mattshawtduk	Matt Shaw	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mattshawtduk	Fr	OF	7				5	1		2			17
2013	3	corningcommunitycollege	5	jesseswankjl7	Jesse Swan	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jesseswankjl7	Fr	C	6			2	4	1		2			15
2013	3	corningcommunitycollege	19	kurtluddenuzo5	Kurt Ludden	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kurtluddenuzo5	So	OF	6	1			3	0		1			14
2013	3	corningcommunitycollege	6	richardtorresx4yb	Richard Torres	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/richardtorresx4yb	Fr	C/OF	6				2	0					14
2013	3	corningcommunitycollege	21	ottobresserk6ty	Otto Bresser	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ottobresserk6ty	Fr		6				3	0		1			10
2013	3	corningcommunitycollege	31	wyattmartinr41o	Wyatt Martin	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/wyattmartinr41o	Fr	IF	4			1	2	0					9
2013	3	corningcommunitycollege	28	ryandelgadoh9dd	Ryan Delgado	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ryandelgadoh9dd	Fr	P/OF	3			1	0	0					6
2013	3	corningcommunitycollege	17	skylarleljedalnz0h	Skylar Leljedal	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/skylarleljedalnz0h	Fr	IF?P	5				0	0		2			5
2013	3	corningcommunitycollege	10	tannerrarrickmhq5	Tanner Rarrick	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tannerrarrickmhq5	Fr	OF	3				0	0					5
2013	3	corningcommunitycollege	20	trentbuckleyfiy3	Trent Buckley	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/trentbuckleyfiy3	Fr	C/OF	4				0	0					4
2013	3	corningcommunitycollege	2	silviodelgado6yjs	Silvio Delgado	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/silviodelgado6yjs	Fr	IF	2				1	0					4
2013	3	corningcommunitycollege	15	krisorourkegzcg	Kris O'Rourke	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/krisorourkegzcg	Fr	P/IF	4				1	0					4
2013	1	bossierparishcommunitycollege	15	mattmartinp866	Matt Martin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattmartinp866	So	OF/LHP	36		3	2	50	11		2			149
2013	1	bossierparishcommunitycollege	8	vaughnshapenr37q	Vaughn Shapen	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/vaughnshapenr37q	So	C/UTL	36	2	2	1	46	6	1	3			141
2013	1	bossierparishcommunitycollege	1	spencergoodwin8u3s	Spencer Goodwin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/spencergoodwin8u3s	Fr	INF	35	2	2	3	42	5		1	1	1.00	135
2013	1	bossierparishcommunitycollege	5	robertherrera9spr	Robert Herrera	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/robertherrera9spr	So	INF	33		1	2	45	12		1	1	1.00	134
2013	1	bossierparishcommunitycollege	2	hadenhernandezsm5u	Haden Hernandez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hadenhernandezsm5u	Fr	INF	33			2	27	4		2	1	2.00	110
2013	1	bossierparishcommunitycollege	3	hunterwilcherjpkq	Hunter Wilcher	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterwilcherjpkq	Fr	OF	27			1	45	10		1	1	1.00	103
2013	1	bossierparishcommunitycollege	6	daltongouldjvtl	Dalton Gould	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/daltongouldjvtl	Fr	INF	28	2	2	2	26	6		1			99
2013	1	bossierparishcommunitycollege	10	terryesteveommp	Terry Esteve	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/terryesteveommp	Fr	C	26			1	20	1					90
2013	1	bossierparishcommunitycollege	33	blakeperrodinzymr	Blake Perrodin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/blakeperrodinzymr	Fr	3B	27	1		2	28	5		2	1	2.00	89
2013	1	bossierparishcommunitycollege	4	taylorroy7wqz	Taylor Roy	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/taylorroy7wqz	Fr	OF	20	3		3	18	1					71
2013	1	bossierparishcommunitycollege	29	reidvanbussum3ifx	Reid VanBussum	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/reidvanbussum3ifx	So	3B	19	2	1		14	2					60
2013	1	bossierparishcommunitycollege	17	dylanspearmanq8fd	Dylan Spearman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dylanspearmanq8fd	So	3B	12			1	4	0					35
2013	1	bossierparishcommunitycollege	22	ericgoreejato	Eric Goree	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ericgoreejato	So	1B/3B	13	1			8	1					33
2013	1	bossierparishcommunitycollege	11	chrismcguiresn01	Chris McGuire	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chrismcguiresn01	Fr	1B	12	1			7	1			1		27
2013	1	bossierparishcommunitycollege	7	matthewmonetteyf1t	Matthew Monette	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/matthewmonetteyf1t	So	OF	11				0	0					9
2013	2	mercercountycommunitycollege	32	marktomeihz6b	Mark Tomei	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/marktomeihz6b	So	OF	26	3	1		41	7		4	2	2.00	99
2013	2	mercercountycommunitycollege	31	davidosnatokfnn	David Osnato	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/davidosnatokfnn	Fr	C	24		1		57	12		2			90
2013	2	mercercountycommunitycollege	9	brandonkirk5umf	Brandon Kirk	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brandonkirk5umf	Fr	INF	26	1		3	36	9			6		88
2013	2	mercercountycommunitycollege	15	joesantospago0qfc	Joe Santospago	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joesantospago0qfc	Fr	OF	25	1	3	3	37	5		3	1	3.00	85
2013	2	mercercountycommunitycollege	26	heathfillmyerscko	Heath Fillmyer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/heathfillmyerscko	So	RHP/DH	25	1	2	1	30	5	1	3	5	0.60	84
2013	2	mercercountycommunitycollege	6	jamesricerr2f	James Rice	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jamesricerr2f	Fr	INF	25	1		4	39	7	1	2	1	2.00	82
2013	2	mercercountycommunitycollege	36	shanemonahanhhl9	Shane Monahan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/shanemonahanhhl9	Fr	INF	23	1	5		22	4			6		72
2013	2	mercercountycommunitycollege	18	edwardashleymtaa	Edward Ashley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/edwardashleymtaa	Fr	OF	22			2	21	0			1		63
2013	2	mercercountycommunitycollege	25	steventoddq35v	Steven Todd	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/steventoddq35v	So	INF	21		1		16	2		1	3	0.33	52
2013	2	mercercountycommunitycollege	29	jackyoungp8x0	Jack Young	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jackyoungp8x0	Fr	INF	9	1		1	11	0					27
2013	2	mercercountycommunitycollege	22	cjrasileictr	CJ Rasile	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cjrasileictr	Fr	OF	10			1	11	1			2		23
2013	2	mercercountycommunitycollege	17	mikepetrizzikoqs	Mike Petrizzi	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikepetrizzikoqs	Fr	INF	15	2			5	1			1		15
2013	2	mercercountycommunitycollege	44	anthonysweetmzwa	Anthony Sweet	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/anthonysweetmzwa	So	OF	10	1			3	0					14
2013	2	mercercountycommunitycollege	37	zachschram8075	Zach Schram	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zachschram8075	Fr	INF	11	1			2	0					13
2013	2	mercercountycommunitycollege	20	rafaeltous45p2	Rafael Tous	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/rafaeltous45p2	Fr	UTL	10				5	1		1			13
2013	2	mercercountycommunitycollege	7	brandondeabreauu6fu	Brandon DeAbreau	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brandondeabreauu6fu	Fr	OF	5		1		3	0					12
2013	2	mercercountycommunitycollege	35	gregsantoranin4	Greg Santora	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/gregsantoranin4	Fr	C	6	1			0	0		2			12
2013	2	mercercountycommunitycollege	5	jasonrichardmoov	Jason Richard	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jasonrichardmoov	Fr	UTL	2				5	1					6
2013	2	mercercountycommunitycollege	1	kalybsmithxig4	Kalyb Smith	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kalybsmithxig4	So	RHP	5				1	0					1
2014	3	delawarecountycommunitycollege	10	josephcarr0486	Joseph Carr	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/josephcarr0486	Fr	IF	3				10	2					12
2014	3	delawarecountycommunitycollege	5	michaelcarterlb2b	Michael Carter	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/michaelcarterlb2b	So	IF	3				5	2		1			12
2014	3	delawarecountycommunitycollege	8	tylerdimatteovj8p	Tyler DiMatteo	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tylerdimatteovj8p	Fr	IF	3				4	1		1			12
2014	3	delawarecountycommunitycollege	20	danhughes37ae	Dan Hughes	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/danhughes37ae	Fr	P	3			1	1	0		2			11
2014	3	delawarecountycommunitycollege	12	timlongenfe1g	Tim Longen	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/timlongenfe1g	Fr	IN/ C	3		1		1	0			1		11
2014	3	delawarecountycommunitycollege	33	johnthomson8jq0	John Thomson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/johnthomson8jq0	So	OF/ P	3				5	2		1	1	1.00	11
2014	3	delawarecountycommunitycollege	15	brianwehmeyerp3p4	Brian Wehmeyer	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brianwehmeyerp3p4	So	OF	3			1	2	0					11
2014	3	delawarecountycommunitycollege	11	jawuanross91o5	Jawuan Ross	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jawuanross91o5	Fr	OF	3				4	1		1			10
2014	3	delawarecountycommunitycollege	22	joekirby43je	Joe Kirby	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/joekirby43je	Fr	IN	2				4	1		1			9
2014	3	delawarecountycommunitycollege	7	eliramirez4gl4	Eli Ramirez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/eliramirez4gl4	Fr	IN	1				0	0					3
2014	3	delawarecountycommunitycollege	25	jonathoncarthorne3wtk	Jonathon Carthorne	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jonathoncarthorne3wtk	Fr	IN	1				0	0					1
2014	3	delawarecountycommunitycollege	21	jorgerentasuoax	Jorge Rentas	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jorgerentasuoax	Fr	OF	1				0	0					1
2014	3	delawarecountycommunitycollege	1	brettwilsons47h	Brett Wilson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brettwilsons47h	Fr	IF	1				1	0					1
2014	1	centralalabamacommunitycollege	4	ryanraspinoddgn	Ryan Raspino	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ryanraspinoddgn	So	SS	34	2	1	6	39	5					146
2014	1	centralalabamacommunitycollege	32	alexleexdmu	Alex Lee	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexleexdmu	So	1B/ RHP	32	3	4	3	62	14					135
2014	1	centralalabamacommunitycollege	5	ryansmithj6aj	Ryan Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ryansmithj6aj	So	OF/ 2B	32	5	2		33	4					123
2014	1	centralalabamacommunitycollege	22	kylerdeeseq1bd	Kyler Deese	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kylerdeeseq1bd	Fr	C/ INF	29	1		2	35	7					117
2014	1	centralalabamacommunitycollege	25	trippwhatley1xwd	Tripp Whatley	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trippwhatley1xwd	So	3B	30	5			30	9					102
2014	1	centralalabamacommunitycollege	2	jalinlawsonfrbt	Jalin Lawson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jalinlawsonfrbt	So	SS/ 2B	21	1	3	4	32	6					97
2014	1	centralalabamacommunitycollege	6	chasedomino20p1	Chase Domino	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chasedomino20p1	So	OF	26	4	1	2	36	4					94
2014	1	centralalabamacommunitycollege	27	nickgriggsydo5	Nick Griggs	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickgriggsydo5	Fr	OF	22	1	1	1	18	3					75
2014	1	centralalabamacommunitycollege	8	ajreynolds752y	A.J. Reynolds	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ajreynolds752y	So	2B	20	4			10	1					68
2014	1	centralalabamacommunitycollege	30	zachmayhewgruq	Zach Mayhew	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zachmayhewgruq	So	C/ RHP	16		1	1	16	3					52
2014	1	centralalabamacommunitycollege	17	jackfolmarx6nq	Jack Folmar	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jackfolmarx6nq	Fr	OF	20	2		1	12	3					45
2014	1	centralalabamacommunitycollege	24	jesssmith0iov	Jess Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jesssmith0iov	So	C	15	2		1	7	1					40
2014	1	centralalabamacommunitycollege	7	chandlerguyo4tl	Chandler Guy	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chandlerguyo4tl	So	OF	13	3			10	3					35
2014	1	centralalabamacommunitycollege	21	willdavisyaxg	Will Davis	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/willdavisyaxg	So	OF	13		1	1	9	0					34
2014	1	centralalabamacommunitycollege	28	spenceriveyl4sh	Spencer Ivey	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/spenceriveyl4sh	Fr	3B	9	2			9	2					28
2014	1	centralalabamacommunitycollege	15	rodowens88y6	Rod Owens	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/rodowens88y6	Fr	OF	7	1			3	1					15
2014	1	centralalabamacommunitycollege	34	hunterskipper9ddj	Hunter Skipper	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterskipper9ddj	Fr	LHP/ 1B	11				2	1					11
2014	1	centralalabamacommunitycollege	13	gabedeesfzy0	Gabe Dees	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gabedeesfzy0	So	RHP	9				0	0					1
2014	2	alleganycollegeofmaryland	1	jeffmorgancstc	Jeff Morgan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jeffmorgancstc	So	INF	20		1	1	24	2		15	17	0.88	75
2014	2	alleganycollegeofmaryland	23	reynaldoadames6jdj	Reynaldo Adames	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/reynaldoadames6jdj	So	OF	20	2		3	19	3		24	14	1.71	70
2014	2	alleganycollegeofmaryland	19	codymalonerld0	Cody Malone	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/codymalonerld0	So	INF	20	2	1	2	22	4		18	18	1.00	70
2014	2	alleganycollegeofmaryland	10	wyattbelindao2r5	Wyatt Belinda	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/wyattbelindao2r5	Fr	INF	19			1	20	6		16	20	0.80	64
2014	2	alleganycollegeofmaryland	9	alexbeilera98r	Alex Beiler	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexbeilera98r	Fr	INF	19	2		5	9	0		17	6	2.83	50
2014	2	alleganycollegeofmaryland	35	raymondadamesm4th	Raymond Adames	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/raymondadamesm4th	Fr	INF/C	16	4			18	4		15	4	3.75	47
2014	2	alleganycollegeofmaryland	24	tylerfellnerat7c	Tyler Fellner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerfellnerat7c	So	INF/ P	16				6	0		17	9	1.89	44
2014	2	alleganycollegeofmaryland	22	davidormsby05bv	David Ormsby	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/davidormsby05bv	Fr	P	17				12	2		17	5	3.40	43
2014	2	alleganycollegeofmaryland	13	tannerkleins35u	Tanner Klein	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannerkleins35u	Fr	INF/ P	16		2	2	17	3		7	8	0.88	42
2014	2	alleganycollegeofmaryland	41	coreyshroyer4k33	Corey Shroyer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coreyshroyer4k33	So	OF	15			1	11	1		13	3	4.33	34
2014	2	alleganycollegeofmaryland	27	coryfurrys4uh	Cory Furry	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coryfurrys4uh	So	C/ P	14	2		4	6	1		7	4	1.75	29
2014	2	alleganycollegeofmaryland	38	brandonmillerxz45	Brandon Miller	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brandonmillerxz45	So	C/ OF	5	1			6	1		4	3	1.33	15
2014	2	alleganycollegeofmaryland	4	brooksharrisonml09	Brooks Harrison	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brooksharrisonml09	Fr	3B	5	1			2	0		3	1	3.00	12
2014	2	alleganycollegeofmaryland	5	kyleknisleyl25y	Kyle Knisley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kyleknisleyl25y	Fr	INF	5	1			1	0		5			10
2014	2	alleganycollegeofmaryland	2	vinceforemana09f	Vince Foreman	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/vinceforemana09f	So	INF/ P	7				0	0		1			1
2013	1	weatherfordcollege	15	scotlandchurchexim	Scotland Church	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/scotlandchurchexim	Fr	OF/RHP	39			1	76	15					173
2013	1	weatherfordcollege	24	coltonturnerlj69	Colton Turner	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coltonturnerlj69	Fr	INF	39			2	78	18					164
2013	1	weatherfordcollege	3	quintinrohrbaughsmgh	Quintin Rohrbaugh	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/quintinrohrbaughsmgh	Fr	INF	38	3	1	1	65	8					158
2013	1	weatherfordcollege	11	trooperreynolds4k74	Trooper Reynolds	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trooperreynolds4k74	So	INF	37	1	1		84	14					156
2013	1	weatherfordcollege	7	zacmichenernlu1	Zac Michener	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zacmichenernlu1	Fr	UTL	37	1	1	1	37	6					136
2013	1	weatherfordcollege	5	paxtondelagarzad6jz	Paxton DeLaGarza	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/paxtondelagarzad6jz	So	INF	36	4	3	1	27	4					130
2013	1	weatherfordcollege	29	shanecrawford97no	Shane Crawford	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/shanecrawford97no	So	INF	32	4	1	2	33	6					105
2013	1	weatherfordcollege	8	taylorsugarbuaq	Taylor Sugar	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/taylorsugarbuaq	Fr	OF	25	5		3	23	0					83
2013	1	weatherfordcollege	23	danielwilliamsvolx	Daniel Williams	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/danielwilliamsvolx	Fr	OF	24	1	1	2	27	5					78
2013	1	weatherfordcollege	6	bobbykramer4maz	Bobby Kramer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bobbykramer4maz	Fr	C	21	5	2	2	23	5					73
2013	1	weatherfordcollege	17	valentecanadaalnp	Valente Canada	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/valentecanadaalnp	Fr	C	19				19	3					66
2013	1	weatherfordcollege	10	grantklump62j1	Grant Klump	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/grantklump62j1	Fr	OF	18				12	0					51
2013	1	weatherfordcollege	4	tylervaughan9e11	Tyler Vaughan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylervaughan9e11	Fr	INF	12	2		1	3	0					25
2013	1	weatherfordcollege	44	cruzbuettikern4x5	Cruz Buettiker	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cruzbuettikern4x5	Fr	INF	7				7	1					20
2013	1	weatherfordcollege	1	walkerdaileyx9tt	Walker Dailey	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/walkerdaileyx9tt	So	OF	6				1	0					9
2013	1	weatherfordcollege	13	masonstonewo33	Mason Stone	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/masonstonewo33	Fr	C	2				1	0					5
2013	1	weatherfordcollege	16	colefiolaam6e	Cole Fiola	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/colefiolaam6e	So	OF	3			1	1	0					3
2013	3	cumberlandcountycollege	3	jordangloverhs6j	Jordan Glover	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jordangloverhs6j	So	CF	27	5	5		65	19					105
2013	3	cumberlandcountycollege	2	anthonylopezm19y	Anthony Lopez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/anthonylopezm19y	So	SS	26	2	1		75	20					105
2013	3	cumberlandcountycollege	27	devinmccannewcr	Devin McCann	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/devinmccannewcr	So	C/1B	27	2	2	1	44	8					99
2013	3	cumberlandcountycollege	35	josemartinezwbmb	Jose Martinez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/josemartinezwbmb	So	C	21	8	2		32	7					79
2013	3	cumberlandcountycollege	14	codystashak613l	Cody Stashak	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codystashak613l	So	RHP/1B	25	1	1	1	35	6					79
2013	3	cumberlandcountycollege	5	tylermixonz3tl	Tyler Mixon	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tylermixonz3tl	Fr	2B	22	4	2	3	27	4					76
2013	3	cumberlandcountycollege	16	justingeri6a5i	Justin Geri	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/justingeri6a5i	Fr	RHP/3B	27	4	4	1	19	2					75
2013	3	cumberlandcountycollege	12	timgallagher08zh	Tim Gallagher	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/timgallagher08zh	So	OF	16	1			23	2					66
2013	3	cumberlandcountycollege	30	arturoocasioka0w	Arturo Ocasio	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/arturoocasioka0w	Fr	RHP/OF	17	2	3		24	5					62
2013	3	cumberlandcountycollege	34	robertbunton9pwo	Robert Bunton	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/robertbunton9pwo	Fr	OF	17	1		1	16	2					50
2013	3	cumberlandcountycollege	8	stephensikoutris4fp3	Stephen Sikoutris	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/stephensikoutris4fp3	So	OF	14	1			5	1					35
2013	3	cumberlandcountycollege	1	nikoceliaxp3i	Niko Celia	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nikoceliaxp3i	Fr	OF	10		1		5	1					26
2013	3	cumberlandcountycollege	11	crismatosnle1	Cris Matos	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/crismatosnle1	So	2B	11			2	5	1					22
2013	3	cumberlandcountycollege	31	ryansolarihqqv	Ryan Solari	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ryansolarihqqv	Fr	LF	11				3	1					16
2013	3	cumberlandcountycollege	6	dougbelljdvn	Doug Bell	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/dougbelljdvn	Fr	INF	9				6	3					11
2013	3	cumberlandcountycollege	18	tylercaterina9tuu	Tyler Caterina	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tylercaterina9tuu	So	OF	6				1	0					6
2013	3	cumberlandcountycollege	9	ridgeherrmanzrhf	Ridge Herrman	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ridgeherrmanzrhf	So	LHP/1B	9				1	0					4
2013	3	cumberlandcountycollege	20	carlossepulvedafvhj	Carlos Sepulveda	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/carlossepulvedafvhj	So	3B/RHP	1				1	0					4
2013	3	cumberlandcountycollege	4	taylorchelijvup	Taylor Cheli	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/taylorchelijvup	Fr	OF	3				1	0					2
2013	3	cumberlandcountycollege	15	chriscapriottippcv	Chris Capriotti	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/chriscapriottippcv	Fr	RHP	7				0	0					1
2013	3	cumberlandcountycollege	44	jamesmarichze8x	James Marich	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jamesmarichze8x	Fr	RHP	2				0	0					1
2013	1	mccookcommunitycollege	28	mannymenocalcd6x	Manny Menocal	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mannymenocalcd6x	So	INF	20				22	3		3	8	0.38	79
2013	1	mccookcommunitycollege	2	caseyphilpotbf93	Casey Philpot	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/caseyphilpotbf93	So	UTL	21	3		1	22	3		7	3	2.33	75
2013	1	mccookcommunitycollege	27	justinterry52ol	Justin Terry	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/justinterry52ol	So	OF	19	1			20	3		5	5	1.00	67
2013	1	mccookcommunitycollege	1	jordyncompehosfkyn	Jordyn Compehos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jordyncompehosfkyn	Fr	INF	19	1		3	12	1	1	9	2	4.50	53
2013	1	mccookcommunitycollege	18	derrondavisc1y3	Derron Davis	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/derrondavisc1y3	Fr	OF	18	1		3	12	1		2	4	0.50	53
2013	1	mccookcommunitycollege	3	derekdithomas2sut	Derek DiThomas	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/derekdithomas2sut	So	INF	18			3	13	5		3	2	1.50	53
2013	1	mccookcommunitycollege	11	mikedeherrera0z7a	Mike DeHerrera	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mikedeherrera0z7a	So	C	16				15	3	1	2	5	0.40	47
