year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	tc	po	a	e	fpct	dp	sba	rcs	rcs_percent	pb	ci
2014	1	easternoklahomastatecollege	44	nathanmeltonosms	Nathan Melton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nathanmeltonosms	Fr	RHP	3	0	0	0	0							
2014	1	easternoklahomastatecollege	23	adammeyern01h	Adam Meyer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adammeyern01h	Fr	LHP	9	0	0	0	0							
2014	1	easternoklahomastatecollege	29	mattmitchellv13u	Matt Mitchell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattmitchellv13u	Fr	RHP	1	0	0	0	0							
2014	1	easternoklahomastatecollege	24	hunternealx8nb	Hunter Neal	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunternealx8nb	Fr	RHP	10	0	0	0	0							
2014	1	easternoklahomastatecollege	30	prestonolmsteado0fh	Preston Olmstead	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/prestonolmsteado0fh	Fr	RHP	7	0	0	0	0							
2014	1	easternoklahomastatecollege	22	evansandersjrtz	Evan Sanders	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/evansandersjrtz	So	LHP	9	0	0	0	0							
2014	1	easternoklahomastatecollege	13	chasewilliamsdv5g	Chase Williams	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chasewilliamsdv5g	Fr	RHP	9	0	0	0	0							
2013	2	danvillecommunitycollege	18	dylanslighhon7	Dylan Sligh	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dylanslighhon7	So	1B	29	229	209	17	3	.987						
2013	2	danvillecommunitycollege	34	nickhauserhnld	Nick Hauser	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickhauserhnld	Fr	C	27	100	87	10	3	.970						
2013	2	danvillecommunitycollege	4	bradydignan2lc6	Brady Dignan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bradydignan2lc6	Fr	2B/P	29	153	73	75	5	.967						
2013	2	danvillecommunitycollege	29	dustinsmilekrwa5	Dustin Smilek	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dustinsmilekrwa5	So	C	26	71	61	7	3	.958						
2013	2	danvillecommunitycollege	20	tylerhudgins3qwx	Tyler Hudgins	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerhudgins3qwx	So	OF	28	56	51	2	3	.946						
2013	2	danvillecommunitycollege	2	rynesigmon94d5	Ryne Sigmon	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/rynesigmon94d5	Fr	SS/P	29	108	48	47	13	.880						
2013	2	danvillecommunitycollege	3	codyfarmer3s0h	Cody Farmer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/codyfarmer3s0h	Fr	OF/INF	28	44	21	15	8	.818						
2013	2	danvillecommunitycollege	15	jacobkiserkv9e	Jacob Kiser	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jacobkiserkv9e	Fr	3B	29	87	19	59	9	.897						
2013	2	danvillecommunitycollege	24	tylercasselburydc1s	Tyler Casselbury	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylercasselburydc1s	So	OF/1B	13	19	17	0	2	.895						
2013	2	danvillecommunitycollege	25	joshtaskerwooy	Josh Tasker	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joshtaskerwooy	Fr	OF/C	29	7	7	0	0	1.000						
2013	2	danvillecommunitycollege	21	shanebousman5e77	Shane Bousman	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/shanebousman5e77	Fr	OF/INF	20	21	6	12	3	.857						
2013	2	danvillecommunitycollege	11	rossmountcasel246q	Ross Mountcasel	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/rossmountcasel246q	Fr	P/1B	5	6	6	0	0	1.000						
2013	2	danvillecommunitycollege	30	austinrickettsip3t	Austin Ricketts	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/austinrickettsip3t	Fr	C/OF	11	6	5	0	1	.833						
2013	2	danvillecommunitycollege	7	bencobbsm1a5	Ben Cobbs	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bencobbsm1a5	Fr	P	12	18	4	13	1	.944						
2013	2	danvillecommunitycollege	8	adamdaltoneuz1	Adam Dalton	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/adamdaltoneuz1	Fr	P/OF	16	7	4	1	2	.714						
2013	2	danvillecommunitycollege	10	danielelliotty8v5	Daniel Elliott	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/danielelliotty8v5	So	P	11	10	4	5	1	.900						
2013	2	danvillecommunitycollege	6	brandoncaseyans0	Brandon Casey	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brandoncaseyans0	Fr	0F/P	7	3	3	0	0	1.000						
2013	2	danvillecommunitycollege	31	kylekadlubu0fs	Kyle Kadlub	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kylekadlubu0fs	Fr	P	7	9	2	7	0	1.000						
2013	2	danvillecommunitycollege	16	codycaseyi25q	Cody Casey	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/codycaseyi25q	Fr	P	6	4	1	2	1	.750						
2013	2	danvillecommunitycollege	5	joeylindkwpp	Joey Lind	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joeylindkwpp	So	P	6	2	1	1	0	1.000						
2013	2	danvillecommunitycollege	19	philbostianjzmf	Phil Bostian	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/philbostianjzmf	Fr	P	9	3	0	2	1	.667						
2013	2	danvillecommunitycollege	9	jamesculbreth8y2l	James Culbreth	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jamesculbreth8y2l	Fr	P	4	0	0	0	0							
2013	2	danvillecommunitycollege	44	jashaadgilmorewj9f	Jashaad Gilmore	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jashaadgilmorewj9f	Fr	OF	4	0	0	0	0							
2013	2	danvillecommunitycollege	17	calebmishue5mm7	Caleb Mishue	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/calebmishue5mm7	Fr	P	6	1	0	1	0	1.000						
2013	2	danvillecommunitycollege	35	tylerwallhfa2	Tyler Wall	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerwallhfa2	Fr	P	5	1	0	1	0	1.000						
2013	2	danvillecommunitycollege	33	benwaltersoti0	Ben Walters	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/benwaltersoti0	Fr	P	6	2	0	1	1	.500						
2014	2	eastmississippicommunitycollege	11	trentwaddellc91e	Trent Waddell	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/trentwaddellc91e	So	INF/P	30	213	202	7	4	.981						
2014	2	eastmississippicommunitycollege	8	dylanvuncannon9gdg	Dylan Vuncannon	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dylanvuncannon9gdg	Fr	C	26	136	110	23	3	.978		6			2	
2014	2	eastmississippicommunitycollege	1	ledariousclarkk5kt	LeDarious Clark	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ledariousclarkk5kt	So	OF/P	29	79	76	2	1	.987						
2014	2	eastmississippicommunitycollege	22	chasereeves53jq	Chase Reeves	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chasereeves53jq	So	OF	30	45	43	0	2	.956						
2014	2	eastmississippicommunitycollege	2	chasenymanqfkk	Chase Nyman	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chasenymanqfkk	So	INF	30	121	42	71	8	.934						
2014	2	eastmississippicommunitycollege	7	kyleliberto1nuv	Kyle Liberto	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kyleliberto1nuv	Fr	INF/P	29	71	31	36	4	.944						
2014	2	eastmississippicommunitycollege	29	coltoncavervvrp	Colton Caver	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coltoncavervvrp	So	OF	30	30	30	0	0	1.000						
2014	2	eastmississippicommunitycollege	4	tylerodomu0gs	Tyler Odom	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerodomu0gs	So	INF/P	30	93	29	50	14	.849						
2014	2	eastmississippicommunitycollege	13	huntergasawayzyk2	Hunter Gasaway	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/huntergasawayzyk2	Fr	C	7	15	12	2	1	.933						
2014	2	eastmississippicommunitycollege	3	blakekey6mae	Blake Key	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/blakekey6mae	Fr	OF	29	32	12	17	3	.906						
2014	2	eastmississippicommunitycollege	31	codiesilverktuz	Codie Silver	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/codiesilverktuz	Fr	C	3	7	7	0	0	1.000						
2014	2	eastmississippicommunitycollege	6	drewstandlandjlq2	Drew Standland	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/drewstandlandjlq2	So	INF	3	13	5	7	1	.923						
2014	2	eastmississippicommunitycollege	15	bradswede38ng	Brad Swede	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bradswede38ng	So	INF	5	10	5	1	4	.600						
2014	2	eastmississippicommunitycollege	32	brandonackerqxiy	Brandon Acker	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brandonackerqxiy	Fr	OF/P	24	4	4	0	0	1.000						
2014	2	eastmississippicommunitycollege	23	andrewcranevdsi	Andrew Crane	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewcranevdsi	Fr	P	9	4	2	2	0	1.000						
2014	2	eastmississippicommunitycollege	17	joshuagriffislwg1	Joshua Griffis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joshuagriffislwg1	So	P	6	9	1	6	2	.778						
2014	2	eastmississippicommunitycollege	19	jdaylinjacksonmjko	J'Daylin Jackson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jdaylinjacksonmjko	Fr	P	8	6	1	5	0	1.000		3				
2014	2	eastmississippicommunitycollege	26	codyallsupq18o	Cody Allsup	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/codyallsupq18o	Fr	P	4	0	0	0	0							
2014	2	eastmississippicommunitycollege	25	connerburton8m8d	Conner Burton	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/connerburton8m8d	So	P	10	3	0	3	0	1.000						
2014	2	eastmississippicommunitycollege	18	dakeithburtonqel9	Da'Keith Burton	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dakeithburtonqel9	So	P	2	0	0	0	0							
2014	2	eastmississippicommunitycollege	24	chasecameronp5mb	Chase Cameron	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chasecameronp5mb	So	P	7	8	0	8	0	1.000						
2014	2	eastmississippicommunitycollege	16	hunterfloydgafn	Hunter Floyd	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/hunterfloydgafn	So	P	7	0	0	0	0							
2014	2	eastmississippicommunitycollege	21	huntergraham66z5	Hunter Graham	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/huntergraham66z5	So	P	6	2	0	2	0	1.000						
2014	2	eastmississippicommunitycollege	10	brockmcknight10k7	Brock McKnight	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brockmcknight10k7	So	P	5	2	0	2	0	1.000		2				
2014	2	eastmississippicommunitycollege	28	fredricomoody1ckr	Fredrico Moody	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/fredricomoody1ckr	So	OF	5	0	0	0	0							
2014	2	eastmississippicommunitycollege	35	colbyrameym5dy	Colby Ramey	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/colbyrameym5dy	So	INF	5	0	0	0	0							
2014	2	eastmississippicommunitycollege	27	brandonrigdondisz	Brandon Rigdon	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brandonrigdondisz	Fr	P	1	0	0	0	0							
2014	2	eastmississippicommunitycollege	12	hunterswarth2ae	Hunter Swart	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/hunterswarth2ae	So	P	7	1	0	1	0	1.000						
2014	2	eastmississippicommunitycollege	30	tyleryoungkyp6	Tyler Young	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tyleryoungkyp6	Fr	P	3	1	0	1	0	1.000		1				
2013	1	northcentraltexascollege	42	jamieballbzvk	Jamie Ball	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamieballbzvk	So		6	0	0	0	0							
2013	1	northcentraltexascollege	23	stephencailleth5uy	Stephen Caillet	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stephencailleth5uy	Fr		9	0	0	0	0							
2013	1	northcentraltexascollege	10	garrettcrook9aj7	Garrett Crook	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/garrettcrook9aj7	Fr		21	0	0	0	0							
2013	1	northcentraltexascollege	32	landondarwinqftw	Landon Darwin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/landondarwinqftw	So		29	0	0	0	0							
2013	1	northcentraltexascollege	30	deanfleitmanpmfi	Dean Fleitman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/deanfleitmanpmfi	So		8	0	0	0	0							
2013	1	northcentraltexascollege	48	blakegarrette677	Blake Garrett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/blakegarrette677	Fr		15	0	0	0	0							
2013	1	northcentraltexascollege	13	hunterhargrovew66h	Hunter Hargrove	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterhargrovew66h	Fr		34	0	0	0	0							
2013	1	northcentraltexascollege	34	hunterhendersonp27k	Hunter Henderson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterhendersonp27k	Fr		28	0	0	0	0							
2013	1	northcentraltexascollege	27	haydenhibleralbn	Hayden Hibler	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/haydenhibleralbn	Fr		10	0	0	0	0							
2013	1	northcentraltexascollege	20	eduaradojimenezt69w	Eduarado Jimenez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/eduaradojimenezt69w	Fr		8	0	0	0	0							
2013	1	northcentraltexascollege	16	carloslopezicko	Carlos Lopez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/carloslopezicko	So		19	0	0	0	0							
2013	1	northcentraltexascollege	33	josuemarcano69gh	Josue Marcano	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josuemarcano69gh	Fr		11	0	0	0	0							
2013	1	northcentraltexascollege	3	kevinmarkham3nd7	Kevin Markham	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kevinmarkham3nd7	So		34	0	0	0	0							
2013	1	northcentraltexascollege	35	mattmichalski2813	Matt Michalski	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattmichalski2813	Fr		4	0	0	0	0							
2013	1	northcentraltexascollege	40	michaelochoa5pm7	Michael Ochoa	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/michaelochoa5pm7	Fr		2	0	0	0	0							
2013	1	northcentraltexascollege	21	traepattersonc4nk	Trae Patterson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/traepattersonc4nk	Fr		28	0	0	0	0							
2013	1	northcentraltexascollege	4	alexanderpinas0i4	Alexander Pina	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexanderpinas0i4	So		5	0	0	0	0							
2013	1	northcentraltexascollege	12	miguelpontifiswpay	Miguel Pontifis	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/miguelpontifiswpay	So		7	0	0	0	0							
2013	1	northcentraltexascollege	15	dillonpoppbc50	Dillon Popp	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dillonpoppbc50	Fr		1	0	0	0	0							
2013	1	northcentraltexascollege	7	christianquinones1480	Christian Quinones	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/christianquinones1480	Fr		17	0	0	0	0							
2013	1	northcentraltexascollege	9	joshreevessv0i	Josh Reeves	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joshreevessv0i	Fr		8	0	0	0	0							
2013	1	northcentraltexascollege	1	ricoreyescnhr	Rico Reyes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ricoreyescnhr	So		32	0	0	0	0							
2013	1	northcentraltexascollege	14	adrianrodriguez7ome	Adrian Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adrianrodriguez7ome	Fr		8	0	0	0	0							
2013	1	northcentraltexascollege	8	kadonsimmonsr6hk	Kadon Simmons	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kadonsimmonsr6hk	Fr		9	0	0	0	0							
2013	1	northcentraltexascollege	11	austinsmithwbxb	Austin Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinsmithwbxb	So		12	0	0	0	0							
2013	1	northcentraltexascollege	2	tylerstraubcf5p	Tyler Straub	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerstraubcf5p	So		32	0	0	0	0							
2013	1	northcentraltexascollege	5	jacobstroderfg7g	Jacob Stroder	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jacobstroderfg7g	Fr		7	0	0	0	0							
2013	1	northcentraltexascollege	44	slaytonvaughantmfz	Slayton Vaughan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/slaytonvaughantmfz	Fr		32	0	0	0	0							
2014	2	salemcommunitycollege	7	davidsutton3z42	David Sutton	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/davidsutton3z42	So	P/OF	9	27	26	0	1	.963	1					
2014	2	salemcommunitycollege	6	fernandogalarzafsmw	Fernando Galarza	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/fernandogalarzafsmw	Fr	IF	9	22	16	4	2	.909			1	1.000		
2014	2	salemcommunitycollege	3	alexriosmxzo	Alex Rios	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexriosmxzo	Fr	OF	9	15	15	0	0	1.000						
2014	2	salemcommunitycollege	26	danmcateero6db	Dan McAteer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/danmcateero6db	So	1B/OF	3	14	14	0	0	1.000	1					
2014	2	salemcommunitycollege	18	juamilcontreras4v81	Juamil Contreras	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/juamilcontreras4v81	Fr	IF/C	9	17	12	3	2	.882		5	2	.286	11	1
2014	2	salemcommunitycollege	2	cesarsuarezyqfg	Cesar Suarez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cesarsuarezyqfg	Fr	IF	9	20	9	11	0	1.000	2	4	1	.200	3	
2014	2	salemcommunitycollege	11	stevenmojicandq8	Steven Mojica	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stevenmojicandq8	Fr	IF/P	9	25	7	18	0	1.000	3					
2014	2	salemcommunitycollege	10	thomascortijocuadradoa3ug	Thomas Cortijo-Cuadrado	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/thomascortijocuadradoa3ug	Fr	P/OF	9	8	6	1	1	.875						
2014	2	salemcommunitycollege	12	mattdouganoly7	Matt Dougan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattdouganoly7	So	P/OF	4	6	5	0	1	.833						
2014	2	salemcommunitycollege	14	beneciolopezgbaa	Benecio Lopez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/beneciolopezgbaa	So	IF/P	9	17	2	8	7	.588						
2014	2	salemcommunitycollege	19	agustingilm9sd	Agustin Gil	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/agustingilm9sd	Fr	IF/P	2	1	1	0	0	1.000						
2014	2	salemcommunitycollege	15	joezerhuertasuev1	Joezer Huertas	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joezerhuertasuev1	Fr	P/OF	2	0	0	0	0							
2014	2	salemcommunitycollege	8	patliberatore2e0x	Pat Liberatore	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/patliberatore2e0x	So	C	2	1	0	0	1	.000					1	
2014	2	salemcommunitycollege	28	rolandolopezyeac	Rolando Lopez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/rolandolopezyeac	Fr	P	1	0	0	0	0							
2014	2	salemcommunitycollege	4	alexrodriguez49oj	Alex Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexrodriguez49oj	Fr	IF	4	2	0	2	0	1.000						
2014	2	salemcommunitycollege	5	dylanrushr6s4	Dylan Rush	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dylanrushr6s4	So	P/OF	3	1	0	1	0	1.000		3	2	.400	3	1
2014	2	salemcommunitycollege	9	lorenzotaverasm41w	Lorenzo Taveras	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/lorenzotaverasm41w	Fr	OF	1	0	0	0	0							
2014	1	potomacstatecollegeofwvu	5	connarbastaichgwfr	Connar Bastaich	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/connarbastaichgwfr			30	213	202	10	1	.995	18					
2014	1	potomacstatecollegeofwvu	10	danielkerwinsfty	Daniel Kerwin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/danielkerwinsfty			14	96	83	13	0	1.000		16	7	.304	4	
2014	1	potomacstatecollegeofwvu	38	alexlevitannbgr	Alex Levitan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexlevitannbgr			17	74	63	8	3	.959		17	1	.056		
2014	1	potomacstatecollegeofwvu	30	jamisonjonesnqy8	Jamison Jones	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamisonjonesnqy8			29	47	46	1	0	1.000						
2014	1	potomacstatecollegeofwvu	33	adammeekertr5v	Adam Meeker	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adammeekertr5v			28	98	32	56	10	.898	11					
2014	1	potomacstatecollegeofwvu	8	treporter9pp2	Tre Porter	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/treporter9pp2			30	100	30	61	9	.910	11					
2014	1	potomacstatecollegeofwvu	11	elliottmccummingsqd20	Elliott McCummings	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/elliottmccummingsqd20			30	27	25	1	1	.963						
2014	1	potomacstatecollegeofwvu	24	eddiedutkewcyzmdgg	Eddie Dutkewcyz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/eddiedutkewcyzmdgg			11	25	21	3	1	.960		12	2	.143	2	1
2014	1	potomacstatecollegeofwvu	29	billysager9x19	Billy Sager	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/billysager9x19			23	16	16	0	0	1.000						
2014	1	potomacstatecollegeofwvu	14	trekernsyndd	Tre Kerns	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trekernsyndd			18	14	13	0	1	.929						
2014	1	potomacstatecollegeofwvu	9	andrewkowalo59kg	Andrew Kowalo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewkowalo59kg			27	56	11	43	2	.964	3					
2014	1	potomacstatecollegeofwvu	1	jamaalwindomybz1	Jamaal Windom	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamaalwindomybz1			15	9	8	0	1	.889						
2014	1	potomacstatecollegeofwvu	15	koreyfoltzj9ut	Korey Foltz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/koreyfoltzj9ut			12	19	4	14	1	.947	1					
2014	1	potomacstatecollegeofwvu	18	connorgormanpqfx	Connor Gorman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/connorgormanpqfx			3	3	3	0	0	1.000						
2014	1	potomacstatecollegeofwvu	40	colinobrien5mmk	Colin O'Brien	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/colinobrien5mmk			5	2	2	0	0	1.000						
2014	1	potomacstatecollegeofwvu	44	charliecreightonuto0	Charlie Creighton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/charliecreightonuto0			3	10	1	8	1	.900	1					
2014	1	potomacstatecollegeofwvu	55	mattmaiersbdjg	Matt Maiers	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattmaiersbdjg			6	4	1	2	1	.750						
2014	1	potomacstatecollegeofwvu	16	jamiemillersiyv	Jamie Miller	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamiemillersiyv			8	14	1	11	2	.857		1				
2014	1	potomacstatecollegeofwvu	34	daltonwestfallpqet	Dalton Westfall	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/daltonwestfallpqet			7	8	1	6	1	.875		1				
2014	1	potomacstatecollegeofwvu	47	fraserbrownc7a3	Fraser Brown	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/fraserbrownc7a3			19	0	0	0	0							
2014	1	potomacstatecollegeofwvu	32	kylerbrown2vr1	Kyler Brown	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kylerbrown2vr1			3	1	0	1	0	1.000						
2014	1	potomacstatecollegeofwvu	12	aaroncookw0c4	Aaron Cook	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aaroncookw0c4			2	0	0	0	0							
2014	1	potomacstatecollegeofwvu	36	brandoncordell914d	Brandon Cordell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brandoncordell914d			5	2	0	1	1	.500						
2014	1	potomacstatecollegeofwvu	46	joshcrawfordu4ct	Josh Crawford	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joshcrawfordu4ct			1	0	0	0	0							
2014	1	potomacstatecollegeofwvu	21	kyleelliottm2jj	Kyle Elliott	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kyleelliottm2jj			4	1	0	1	0	1.000						
2014	1	potomacstatecollegeofwvu	45	ethanemmartsk8o	Ethan Emmart	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ethanemmartsk8o			6	10	0	10	0	1.000						
2014	1	potomacstatecollegeofwvu	37	ryanhedrickjop2	Ryan Hedrick	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ryanhedrickjop2			2	1	0	0	1	.000						
2014	1	potomacstatecollegeofwvu	27	drewhemmingeriif0	Drew Hemminger	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/drewhemmingeriif0			8	3	0	3	0	1.000						
2014	1	potomacstatecollegeofwvu	26	joshmckowngzaj	Josh McKown	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joshmckowngzaj			5	3	0	1	2	.333						
2014	1	potomacstatecollegeofwvu	31	evanmitchell5m0j	Evan Mitchell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/evanmitchell5m0j			7	4	0	4	0	1.000		3				
2014	1	potomacstatecollegeofwvu	41	brentparrishisrt	Brent Parrish	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brentparrishisrt			4	0	0	0	0							
2014	1	potomacstatecollegeofwvu	22	samvincenzodhll	Sam Vincenzo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/samvincenzodhll			2	1	0	1	0	1.000						
2014	1	potomacstatecollegeofwvu	6	hunterwarnervl93	Hunter Warner	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterwarnervl93			5	0	0	0	0							
2014	1	potomacstatecollegeofwvu	51	benwylandof7u	Ben Wyland	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/benwylandof7u			1	1	0	0	1	.000						
2014	3	richlandcollege	30	treyeschbergerul54	Trey Eschberger	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/treyeschbergerul54	So	1B	28	164	126	32	6	.963						
2014	3	richlandcollege	25	logandanielsyzq3	Logan Daniels	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/logandanielsyzq3	Fr	C	21	134	106	27	1	.993		29	7	.194		
2014	3	richlandcollege	1	joshsmith89n8	Josh Smith	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/joshsmith89n8	So	OF	32	72	65	3	4	.944						
2014	3	richlandcollege	6	rickeygarciawdyi	Rickey Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/rickeygarciawdyi	Fr	3B	19	84	64	14	6	.929						
2014	3	richlandcollege	35	logantillsm0i7	Logan Tills	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/logantillsm0i7	Fr	1B	10	66	64	0	2	.970						
