year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	tc	po	a	e	fpct	dp	sba	rcs	rcs_percent	pb	ci
2014	3	richlandcollege	34	joshdeloachqh1d	Josh DeLoach	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/joshdeloachqh1d	Fr	C	9	73	61	12	0	1.000		8	2	.200		
2014	3	richlandcollege	8	jadangarciahwsz	Jadan Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jadangarciahwsz	Fr	OF	31	47	41	6	0	1.000						
2014	3	richlandcollege	28	davidhullsjsqg	David Hulls	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davidhullsjsqg	Fr	3B	24	67	39	20	8	.881						
2014	3	richlandcollege	23	leviperez2tab	Levi Perez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/leviperez2tab	So	OF	30	51	38	9	4	.922						
2014	3	richlandcollege	2	krismartinez0tf9	Kris Martinez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/krismartinez0tf9	So	2B	26	89	32	49	8	.910						
2014	3	richlandcollege	12	tannerhollingerteo3	Tanner Hollinger	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tannerhollingerteo3	Fr	SS	24	100	28	64	8	.920						
2014	3	richlandcollege	7	cjheiligmann930x	C J Heiligmann	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/cjheiligmann930x	Fr	C	6	22	20	1	1	.955		4				
2014	3	richlandcollege	3	ericwrinklenroh	Eric Wrinkle	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ericwrinklenroh	Fr	2B	9	28	10	14	4	.857						
2014	3	richlandcollege	4	alexgonzalezmmp0	Alex Gonzalez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/alexgonzalezmmp0	So	SS	11	41	8	27	6	.854						
2014	3	richlandcollege	27	willramosmud9	Will Ramos	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/willramosmud9	Fr	OF	18	4	3	0	1	.750						
2014	3	richlandcollege	5	andrewharveyr97v	Andrew Harvey	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/andrewharveyr97v	Fr	OF	6	1	1	0	0	1.000						
2014	3	richlandcollege	14	jonathanbarnes9pm5	Jonathan Barnes	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jonathanbarnes9pm5	Fr	P	4	0	0	0	0							
2014	3	richlandcollege	10	adambosch6wvj	Adam Bosch	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/adambosch6wvj	Fr	P	6	0	0	0	0							
2014	3	richlandcollege	31	christianbuatte9jku	Christian Buatte	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/christianbuatte9jku	So	P	7	0	0	0	0							
2014	3	richlandcollege	22	glenndisbro6h9e	Glenn Disbro	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/glenndisbro6h9e	Fr	P	3	0	0	0	0							
2014	3	richlandcollege	16	nickgarcia6i4q	Nick Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nickgarcia6i4q	Fr	P	8	0	0	0	0							
2014	3	richlandcollege	9	brendengilbertr7ft	Brenden Gilbert	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brendengilbertr7ft	Fr	P	8	0	0	0	0							
2014	3	richlandcollege	20	grantkhanti3m	Grant Khan	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/grantkhanti3m	Fr	P	12	0	0	0	0							
2014	3	richlandcollege	17	ryanlarsonbavn	Ryan Larson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ryanlarsonbavn	Fr	P	7	1	0	0	1	.000						
2014	3	richlandcollege	11	stevenlilliandig2	Steven Lillian	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/stevenlilliandig2	So	P	4	0	0	0	0							
2014	3	richlandcollege	21	donmalonek4nd	Don Malone	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/donmalonek4nd	Fr	P	4	0	0	0	0							
2014	3	richlandcollege	29	dariantheilms4g	Darian Theil	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/dariantheilms4g	Fr	P	3	0	0	0	0							
2014	3	richlandcollege	26	cameronvilven5rwo	Cameron Vilven	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/cameronvilven5rwo	Fr	P	6	0	0	0	0							
2014	3	richlandcollege	19	kodyweil094l	Kody Weil	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kodyweil094l	Fr	OF	7	0	0	0	0							
2014	3	richlandcollege	18	rileywentzsvpf	Riley Wentz	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/rileywentzsvpf	So	P	7	0	0	0	0							
2013	2	southeasterncommunitycollege	12	jesuscarreraswnw	Jesus Carrera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jesuscarreraswnw	Fr	1B/OF	30	224	216	7	1	.996	11					
2013	2	southeasterncommunitycollege	7	tommybreunings3s4	Tommy Breuning	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tommybreunings3s4	Fr	C	22	178	154	23	1	.994	1	14	9	.391	4	
2013	2	southeasterncommunitycollege	29	edencranston5duh	Eden Cranston	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/edencranston5duh	So	C/1B	22	114	99	14	1	.991		7	1	.125	3	
2013	2	southeasterncommunitycollege	21	pedroperezjrblwa	Pedro Perez, Jr.	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/pedroperezjrblwa	Fr	INF/RHP	32	108	40	63	5	.954	4					
2013	2	southeasterncommunitycollege	11	edwincovasetxe	Edwin Covas	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/edwincovasetxe	So	OF	27	39	34	3	2	.949						
2013	2	southeasterncommunitycollege	39	jayfelicianog48g	Jay Feliciano	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jayfelicianog48g	Fr	OF	32	36	33	3	0	1.000	1					
2013	2	southeasterncommunitycollege	2	hectorviera4u68	Hector Viera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/hectorviera4u68	So	INF	31	103	30	65	8	.922	6					
2013	2	southeasterncommunitycollege	35	jesuszapataywie	Jesus Zapata	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jesuszapataywie	Fr	INF	29	87	29	52	6	.931	5					
2013	2	southeasterncommunitycollege	4	braytoncarlsont62r	Brayton Carlson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/braytoncarlsont62r	So	OF	26	27	26	1	0	1.000						
2013	2	southeasterncommunitycollege	26	tannergieselnhrl	Tanner Giesel	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannergieselnhrl	So	INF	20	40	21	16	3	.925	3					
2013	2	southeasterncommunitycollege	8	danfergusonqvgq	Dan Ferguson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/danfergusonqvgq	Fr	C	16	16	16	0	0	1.000		2				
2013	2	southeasterncommunitycollege	22	hectorquinones3szf	Hector Quinones	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/hectorquinones3szf	Fr	OF/RHP	27	14	11	2	1	.929						
2013	2	southeasterncommunitycollege	15	mitchstickney6lo9	Mitch Stickney	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mitchstickney6lo9	Fr	OF	10	7	6	1	0	1.000	1					
2013	2	southeasterncommunitycollege	32	andrewwarnercjig	Andrew Warner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewwarnercjig	Fr	INF/RHP	16	7	6	1	0	1.000						
2013	2	southeasterncommunitycollege	9	gagecarpenter933w	Gage Carpenter	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/gagecarpenter933w	Fr	RHP	8	13	3	9	1	.923	1					
2013	2	southeasterncommunitycollege	18	jaribgonzalezrv7y	Jarib Gonzalez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jaribgonzalezrv7y	Fr	INF	11	4	3	1	0	1.000						
2013	2	southeasterncommunitycollege	19	maxbiedrzyckivcpn	Max Biedrzycki	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/maxbiedrzyckivcpn	So	RHP	9	11	2	6	3	.727						
2013	2	southeasterncommunitycollege	23	codykerns8n36	Cody Kerns	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/codykerns8n36	Fr	RHP	9	6	2	4	0	1.000						
2013	2	southeasterncommunitycollege	5	justinhillpj43	Justin Hill	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/justinhillpj43	Fr	LHP	8	6	1	4	1	.833	1					
2013	2	southeasterncommunitycollege	17	connershull7uwe	Conner Shull	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/connershull7uwe	Fr	RHP	4	1	1	0	0	1.000						
2013	2	southeasterncommunitycollege	30	bradleyaltdoerffermu3i	Bradley Altdoerffer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bradleyaltdoerffermu3i	Fr	RHP	10	6	0	6	0	1.000						
2013	2	southeasterncommunitycollege	16	chanelcorderotv3t	Chanel Cordero	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chanelcorderotv3t	Fr	LHP	9	2	0	2	0	1.000						
2013	2	southeasterncommunitycollege	25	peytonjohnsondpiq	Peyton Johnson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/peytonjohnsondpiq	Fr	RHP	2	0	0	0	0							
2013	2	southeasterncommunitycollege	27	jordanpannelllmxr	Jordan Pannell	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jordanpannelllmxr	So	RHP	4	1	0	1	0	1.000						
2013	2	southeasterncommunitycollege	1	arnielriverahpid	Arniel Rivera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/arnielriverahpid	Fr	INF	3	2	0	1	1	.500						
2013	2	southeasterncommunitycollege	36	joshuasantiagovms8	Joshua Santiago	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joshuasantiagovms8	Fr	LHP	2	0	0	0	0							
2013	2	southeasterncommunitycollege	33	ryansantosamo2	Ryan Santos	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ryansantosamo2	Fr	RHP	2	0	0	0	0							
2013	2	southeasterncommunitycollege	6	coreystreckerdfa4	Corey Strecker	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coreystreckerdfa4	So	RHP	3	0	0	0	0							
2013	2	southeasterncommunitycollege	14	miguelyrigoyenoozf	Miguel Yrigoyen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/miguelyrigoyenoozf	Fr	RHP	4	1	0	0	1	.000						
2013	2	dawsoncommunitycollege	24	mikemisrasikcaa	Mike Misrasi	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikemisrasikcaa	So	RHP/1B	9	61	55	4	2	.967	3	2				5
2013	2	dawsoncommunitycollege	14	tannerfischer8wvn	Tanner Fischer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannerfischer8wvn	Fr	OF/RHP	11	23	23	0	0	1.000						11
2013	2	dawsoncommunitycollege	9	jacobyoungi5sr	Jacob Young	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jacobyoungi5sr	So	2B	11	43	23	17	3	.930	4		2	1.000		10
2013	2	dawsoncommunitycollege	17	tuckerhochgi6y	Tucker Hoch	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tuckerhochgi6y	So	OF	11	16	16	0	0	1.000						3
2013	2	dawsoncommunitycollege	13	brettkautzman1x0a	Brett Kautzman	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brettkautzman1x0a	Fr	SS/RHP	11	44	16	23	5	.886	4		1	1.000		9
2013	2	dawsoncommunitycollege	25	jcbirdfsn4	JC Bird	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jcbirdfsn4	So	RHP/1B	6	16	14	1	1	.938	1					2
2013	2	dawsoncommunitycollege	32	jeremiahcrawfordlaut	Jeremiah Crawford	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jeremiahcrawfordlaut	Fr	1B/RHP	8	11	11	0	0	1.000	1	1				
2013	2	dawsoncommunitycollege	10	stevepickettbs29	Steve PIckett	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stevepickettbs29	Fr	OF	11	14	11	1	2	.857	1					5
2013	2	dawsoncommunitycollege	28	austinbeanahxj	Austin Bean	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/austinbeanahxj	Fr	RHP/1B	4	8	7	0	1	.875		1			2	2
2013	2	dawsoncommunitycollege	16	dakotabuckway9xif	Dakota Buckway	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dakotabuckway9xif	Fr	3B/RHP	11	35	5	18	12	.657	3		1	1.000	2	8
2013	2	dawsoncommunitycollege	12	kylekeithpun4	Kyle Keith	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kylekeithpun4	Fr	RHP/OF	3	10	4	3	3	.700					3	5
2013	2	dawsoncommunitycollege	11	bradleypichlersdyt	Bradley Pichler	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bradleypichlersdyt	Fr	RHP/OF	5	4	4	0	0	1.000					3	2
2013	2	dawsoncommunitycollege	2	scottysturgisprca	Scotty Sturgis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/scottysturgisprca	So	2B/RHP	7	7	4	3	0	1.000		1	1	.500	3	2
2013	2	dawsoncommunitycollege	23	ruperthousek5wa	Rupert House	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ruperthousek5wa	So	C	8	8	3	4	1	.875		1	4	.800		2
2013	2	dawsoncommunitycollege	21	milesmercern3y3	Miles Mercer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/milesmercern3y3	So	RHP	3	3	1	2	0	1.000	1	2			2	1
2013	2	dawsoncommunitycollege	30	joshrustad9rhn	Josh Rustad	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joshrustad9rhn	So	LHP	3	4	1	3	0	1.000					1	1
2013	2	dawsoncommunitycollege	26	kellenhoyt4xyz	Kellen Hoyt	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kellenhoyt4xyz	Fr	RHP	4	1	0	0	1	.000					1	
2013	2	dawsoncommunitycollege	4	camlenzend3fv	Cam Lenzen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/camlenzend3fv	Fr	2B	6	0	0	0	0			1				
2013	3	massasoitcommunitycollege	15	lukenagle69vd	Luke Nagle	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/lukenagle69vd	So	INF/RHP	9	48	45	2	1	.979	4					
2013	3	massasoitcommunitycollege	11	josephcommessojoop	Joseph Commesso	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/josephcommessojoop	Fr	INF	8	46	43	1	2	.957	2					
2013	3	massasoitcommunitycollege	17	trevorpackardqkyi	Trevor Packard	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/trevorpackardqkyi	So	C	7	41	37	4	0	1.000	1	5			2	
2013	3	massasoitcommunitycollege	18	nickolivierafo9e	Nick Oliviera	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nickolivierafo9e	Fr	C	7	36	35	1	0	1.000					2	
2013	3	massasoitcommunitycollege	12	travisritchie8ddd	Travis Ritchie	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/travisritchie8ddd	So	OF	12	29	25	2	2	.931						
2013	3	massasoitcommunitycollege	5	jospehwalshx6or	Jospeh Walsh	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jospehwalshx6or	So	OF	12	18	16	1	1	.944						
2013	3	massasoitcommunitycollege	1	christopherroumbakisi82d	Christopher Roumbakis	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/christopherroumbakisi82d	So	INF/OF	12	17	15	1	1	.941						
2013	3	massasoitcommunitycollege	8	davidmurphyuo13	David Murphy	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davidmurphyuo13	Fr	INF	12	48	11	30	7	.854	3					
2013	3	massasoitcommunitycollege	2	scottobrienemzt	Scott O'Brien	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/scottobrienemzt	So	INF	10	28	11	16	1	.964	2					
2013	3	massasoitcommunitycollege	6	patrickmurray9lpo	Patrick Murray	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/patrickmurray9lpo	So	INF	12	26	10	14	2	.923	2					
2013	3	massasoitcommunitycollege	9	russellboudreauf621	Russell Boudreau	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/russellboudreauf621	Fr	INF	5	15	4	10	1	.933	2					
2013	3	massasoitcommunitycollege	7	shaneholmesl5js	Shane Holmes	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/shaneholmesl5js	So	LHP	3	5	3	2	0	1.000		2	1	.333		
2013	3	massasoitcommunitycollege	10	davidtarrhqc5	David Tarr	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davidtarrhqc5	So	LHP/OF	7	3	2	1	0	1.000						
2013	3	massasoitcommunitycollege	16	mattlevasseur3wkn	Matt Levasseur	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mattlevasseur3wkn	Fr	INF	8	6	1	5	0	1.000						
2013	3	massasoitcommunitycollege	14	nickdarrahqzk5	Nick Darrah	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nickdarrahqzk5	Fr	OF	4	0	0	0	0							
2013	3	massasoitcommunitycollege	20	samdevine9ugr	Sam Devine	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/samdevine9ugr	Fr	LHP	2	0	0	0	0							
2013	3	massasoitcommunitycollege	24	brenteatonr3uy	Brent Eaton	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brenteatonr3uy	Fr	RHP	1	0	0	0	0							
2013	3	massasoitcommunitycollege	3	brandongallahue6vzd	Brandon Gallahue	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brandongallahue6vzd	Fr	C	4	2	0	0	2	.000						
2013	3	massasoitcommunitycollege	21	tomprotentis0tz7	Tom Protentis	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tomprotentis0tz7	Fr	RHP	7	1	0	1	0	1.000						
2013	3	massasoitcommunitycollege	22	collinrosswwyg	Collin Ross	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/collinrosswwyg	So	LHP	4	1	0	1	0	1.000	1					
2013	3	massasoitcommunitycollege	4	coreywalkeryea6	Corey Walker	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/coreywalkeryea6	Fr	LHP	2	1	0	1	0	1.000						
2014	1	elpasocommunitycollege	33	lorenzomelendez83nh	Lorenzo Melendez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lorenzomelendez83nh	So	Infield	34	255	244	6	5	.980	6					
2014	1	elpasocommunitycollege	12	geraldceballoss96x	Gerald Ceballos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/geraldceballoss96x	Fr	Catcher	33	178	149	22	7	.961		26	6	.188		1
2014	1	elpasocommunitycollege	25	kailersmithbz4b	Kailer Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kailersmithbz4b	Fr	Catcher	32	82	75	5	2	.976		11	3	.214		
2014	1	elpasocommunitycollege	7	gregorypopylisenuv4e	Gregory Popylisen	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gregorypopylisenuv4e	Fr	Outfield	34	82	69	7	6	.927						
2014	1	elpasocommunitycollege	5	beaubarnes3x1p	Beau Barnes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/beaubarnes3x1p	Fr	Infield	35	123	44	63	16	.870	5					2
2014	1	elpasocommunitycollege	10	jeremyrivera8zfe	Jeremy Rivera	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jeremyrivera8zfe	Fr	Infield	32	102	38	58	6	.941	1					
2014	1	elpasocommunitycollege	29	eudorgarciackeo	Eudor Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/eudorgarciackeo	So	Infield	35	88	20	63	5	.943	2					
2014	1	elpasocommunitycollege	6	stevenrobertsonx6o8	Steven Robertson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stevenrobertsonx6o8	So	Infield	25	37	20	17	0	1.000	2					
2014	1	elpasocommunitycollege	36	derekthompsongm82	Derek Thompson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/derekthompsongm82	Fr	Outfield	20	20	17	1	2	.900						
2014	1	elpasocommunitycollege	11	gerardochavez256f	Gerardo Chavez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gerardochavez256f	So	Infield	16	11	10	0	1	.909	1					
2014	1	elpasocommunitycollege	35	anthonygomez307v	Anthony Gomez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/anthonygomez307v	Fr	Infield	11	41	9	28	4	.902	3					
2014	1	elpasocommunitycollege	8	angelavalos85o1	Angel Avalos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/angelavalos85o1	So	Infield	24	8	8	0	0	1.000						
2014	1	elpasocommunitycollege	2	luisgriego2wnk	Luis Griego	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/luisgriego2wnk	So	Outfield	8	5	5	0	0	1.000						
2014	1	elpasocommunitycollege	24	brendansomers19r1	Brendan Somers	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brendansomers19r1	Fr	Outfield	8	7	5	0	2	.714						
2014	1	elpasocommunitycollege	4	josegalindon77p	Jose Galindo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josegalindon77p	Fr	Infield	4	2	2	0	0	1.000						
2014	1	elpasocommunitycollege	17	adrianluceroee85	Adrian Lucero	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adrianluceroee85	Fr	Infield	4	2	2	0	0	1.000						
2014	1	elpasocommunitycollege	15	albertaveytiazoap	Albert Aveytia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/albertaveytiazoap	So	Pitcher	10	6	1	5	0	1.000						
2014	1	elpasocommunitycollege	34	josegalavizh9pf	Jose Galaviz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josegalavizh9pf	Fr	Pitcher	3	1	1	0	0	1.000						
2014	1	elpasocommunitycollege	28	brandonparsonsyjr2	Brandon Parsons	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brandonparsonsyjr2	Fr	Infield	7	4	1	3	0	1.000						
2014	1	elpasocommunitycollege	31	russellreberxhjc	Russell Reber	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/russellreberxhjc	Fr	Pitcher	10	13	1	12	0	1.000						
2014	1	elpasocommunitycollege	1	jonathanbauerjpum	Jonathan Bauer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jonathanbauerjpum	So	Pitcher	5	1	0	1	0	1.000						
2014	1	elpasocommunitycollege	20	dariuscharbonneaux4gn	Darius Charbonneau	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dariuscharbonneaux4gn	Fr	Pitcher	4	3	0	1	2	.333						
2014	1	elpasocommunitycollege	44	adamcordova824f	Adam Cordova	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adamcordova824f	Fr	Infield	1	0	0	0	0							
2014	1	elpasocommunitycollege	30	travisdotsonkw5r	Travis Dotson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/travisdotsonkw5r	Fr	Pitcher	11	4	0	4	0	1.000						
2014	1	elpasocommunitycollege	26	alejandrogarciak8bc	Alejandro Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alejandrogarciak8bc	Fr	Pitcher	8	6	0	6	0	1.000						
2014	1	elpasocommunitycollege	18	janmatias0u2e	Jan Matias	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/janmatias0u2e	Fr	Outfield	6	1	0	0	1	.000						
2014	1	elpasocommunitycollege	19	aaronemontesr4wa	Aarone Montes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aaronemontesr4wa	So	Pitcher	10	1	0	1	0	1.000						
2014	1	elpasocommunitycollege	32	austinnewwkmr	Austin New	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinnewwkmr	Fr	Pitcher	11	0	0	0	0							
2014	1	elpasocommunitycollege	22	mathewolsondj6a	Mathew Olson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mathewolsondj6a	Fr	Pitcher	9	2	0	2	0	1.000						
2014	1	elpasocommunitycollege	3	gilbertruedasopoj	Gilbert Ruedas	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gilbertruedasopoj	So	Infield	1	0	0	0	0							
2014	1	elpasocommunitycollege	14	eduardotorres7zj0	Eduardo Torres	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/eduardotorres7zj0	So	Pitcher	10	2	0	2	0	1.000						
2014	1	elpasocommunitycollege	13	jameswidmannp6h	James Widman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jameswidmannp6h	Fr	Pitcher	9	3	0	3	0	1.000						
2014	2	elgincommunitycollege	33	anthonybraggnraz	Anthony Bragg	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/anthonybraggnraz	Fr	INF	9	74	70	4	0	1.000	8					
