divid,team_name,team_href,sid,collegeid,slid
2,Lackawanna College,colleges_college_sport.cfm?sid=8&collegeid=1499&slid=3&category=Schedule,8,1499,3
2,Lake Michigan College,colleges_college_sport.cfm?sid=8&collegeid=1400&slid=3&category=Schedule,8,1400,3
2,Lakeland Community College ,colleges_college_sport.cfm?sid=8&collegeid=1401&slid=3&category=Schedule,8,1401,3
2,Lansing Community College,colleges_college_sport.cfm?sid=8&collegeid=1402&slid=3&category=Schedule,8,1402,3
2,Lenoir Community College,colleges_college_sport.cfm?sid=8&collegeid=1376&slid=3&category=Schedule,8,1376,3
2,Lewis & Clark Community Colleg,colleges_college_sport.cfm?sid=8&collegeid=1577&slid=3&category=Schedule,8,1577,3
2,Lincoln College,colleges_college_sport.cfm?sid=8&collegeid=1578&slid=3&category=Schedule,8,1578,3
2,Lincoln Land Community College,colleges_college_sport.cfm?sid=8&collegeid=1579&slid=3&category=Schedule,8,1579,3
2,Louisiana State University at ,colleges_college_sport.cfm?sid=8&collegeid=1355&slid=3&category=Schedule,8,1355,3
2,Luna Community College,colleges_college_sport.cfm?sid=8&collegeid=1759&slid=3&category=Schedule,8,1759,3
2,Lurleen B. Wallace Community C,colleges_college_sport.cfm?sid=8&collegeid=1547&slid=3&category=Schedule,8,1547,3
2,Macomb Community College,colleges_college_sport.cfm?sid=8&collegeid=1403&slid=3&category=Schedule,8,1403,3
2,Madison Area Technical College,colleges_college_sport.cfm?sid=8&collegeid=1419&slid=3&category=Schedule,8,1419,3
2,MCC-Longview,colleges_college_sport.cfm?sid=8&collegeid=1465&slid=3&category=Schedule,8,1465,3
2,McHenry County College,colleges_college_sport.cfm?sid=8&collegeid=1304&slid=3&category=Schedule,8,1304,3
2,Mercer County Community Colleg,colleges_college_sport.cfm?sid=8&collegeid=1500&slid=3&category=Schedule,8,1500,3
2,Mercyhurst North East,colleges_college_sport.cfm?sid=8&collegeid=1693&slid=3&category=Schedule,8,1693,3
2,Mesa Community College,colleges_college_sport.cfm?sid=8&collegeid=1246&slid=3&category=Schedule,8,1246,3
2,Miles Community College,colleges_college_sport.cfm?sid=8&collegeid=1623&slid=3&category=Schedule,8,1623,3
2,Mississippi Delta Community Co,colleges_college_sport.cfm?sid=8&collegeid=1466&slid=3&category=Schedule,8,1466,3
2,Mississippi Gulf Coast Communi,colleges_college_sport.cfm?sid=8&collegeid=1566&slid=3&category=Schedule,8,1566,3
2,Monroe Community College,colleges_college_sport.cfm?sid=8&collegeid=1679&slid=3&category=Schedule,8,1679,3
2,Moraine Valley Community Colle,colleges_college_sport.cfm?sid=8&collegeid=1298&slid=3&category=Schedule,8,1298,3
2,Morton College,colleges_college_sport.cfm?sid=8&collegeid=1299&slid=3&category=Schedule,8,1299,3
2,Mott Community College,colleges_college_sport.cfm?sid=8&collegeid=1391&slid=3&category=Schedule,8,1391,3
2,Murray State College,colleges_college_sport.cfm?sid=8&collegeid=1258&slid=3&category=Schedule,8,1258,3
2,Muskegon Community College,colleges_college_sport.cfm?sid=8&collegeid=1404&slid=3&category=Schedule,8,1404,3
2,North Iowa Area Community Coll,colleges_college_sport.cfm?sid=8&collegeid=1387&slid=3&category=Schedule,8,1387,3
2,Northeast Mississippi Communit,colleges_college_sport.cfm?sid=8&collegeid=1567&slid=3&category=Schedule,8,1567,3
2,Northern Oklahoma College Enid,colleges_college_sport.cfm?sid=8&collegeid=1695&slid=3&category=Schedule,8,1695,3
2,Northern Oklahoma College-Tonk,colleges_college_sport.cfm?sid=8&collegeid=1260&slid=3&category=Schedule,8,1260,3
2,Northwest Mississippi Communit,colleges_college_sport.cfm?sid=8&collegeid=1568&slid=3&category=Schedule,8,1568,3
2,Oakton Community College,colleges_college_sport.cfm?sid=8&collegeid=1300&slid=3&category=Schedule,8,1300,3
2,Orange County Community Colleg,colleges_college_sport.cfm?sid=8&collegeid=1454&slid=3&category=Schedule,8,1454,3
2,Owens Community College,colleges_college_sport.cfm?sid=8&collegeid=1405&slid=3&category=Schedule,8,1405,3
2,Paradise Valley Community Coll,colleges_college_sport.cfm?sid=8&collegeid=1210&slid=3&category=Schedule,8,1210,3
2,Parkland College,colleges_college_sport.cfm?sid=8&collegeid=1590&slid=3&category=Schedule,8,1590,3
2,Patrick Henry Community Colleg,colleges_college_sport.cfm?sid=8&collegeid=1884&slid=3&category=Schedule,8,1884,3
2,Pearl River Community College,colleges_college_sport.cfm?sid=8&collegeid=1569&slid=3&category=Schedule,8,1569,3
2,Phoenix College,colleges_college_sport.cfm?sid=8&collegeid=1247&slid=3&category=Schedule,8,1247,3
2,Prairie State College,colleges_college_sport.cfm?sid=8&collegeid=1664&slid=3&category=Schedule,8,1664,3
2,Rappahannock Community College,colleges_college_sport.cfm?sid=8&collegeid=2040&slid=3&category=Schedule,8,2040,3
2,Raritan Valley Community Colle,colleges_college_sport.cfm?sid=8&collegeid=1504&slid=3&category=Schedule,8,1504,3
2,Redlands Community College,colleges_college_sport.cfm?sid=8&collegeid=1257&slid=3&category=Schedule,8,1257,3
2,Rockingham Community College,colleges_college_sport.cfm?sid=8&collegeid=1698&slid=3&category=Schedule,8,1698,3
2,Rockland Community College,colleges_college_sport.cfm?sid=8&collegeid=1456&slid=3&category=Schedule,8,1456,3
2,Salem Community College,colleges_college_sport.cfm?sid=8&collegeid=1503&slid=3&category=Schedule,8,1503,3
2,Sauk Valley Community College,colleges_college_sport.cfm?sid=8&collegeid=1220&slid=3&category=Schedule,8,1220,3
2,Scottsdale Community College,colleges_college_sport.cfm?sid=8&collegeid=1249&slid=3&category=Schedule,8,1249,3
2,Shawnee Community College,colleges_college_sport.cfm?sid=8&collegeid=1607&slid=3&category=Schedule,8,1607,3
2,Sinclair Community College,colleges_college_sport.cfm?sid=8&collegeid=1407&slid=3&category=Schedule,8,1407,3
2,Southeast Community College,colleges_college_sport.cfm?sid=8&collegeid=1629&slid=3&category=Schedule,8,1629,3
2,Southeastern Community College,colleges_college_sport.cfm?sid=8&collegeid=1672&slid=3&category=Schedule,8,1672,3
2,Southeastern Community College,colleges_college_sport.cfm?sid=8&collegeid=1615&slid=3&category=Schedule,8,1615,3
2,Southwest Mississippi Communit,colleges_college_sport.cfm?sid=8&collegeid=1570&slid=3&category=Schedule,8,1570,3
2,Spoon River College,colleges_college_sport.cfm?sid=8&collegeid=1584&slid=3&category=Schedule,8,1584,3
2,Springfield College in Illinoi,colleges_college_sport.cfm?sid=8&collegeid=1646&slid=3&category=Schedule,8,1646,3
2,St. Clair County Community Col,colleges_college_sport.cfm?sid=8&collegeid=1600&slid=3&category=Schedule,8,1600,3
2,St. Louis Community College-Fl,colleges_college_sport.cfm?sid=8&collegeid=1471&slid=3&category=Schedule,8,1471,3
2,St. Louis Community College-Fo,colleges_college_sport.cfm?sid=8&collegeid=1472&slid=3&category=Schedule,8,1472,3
2,Stanly Community College,colleges_college_sport.cfm?sid=8&collegeid=1769&slid=3&category=Schedule,8,1769,3
2,Sullivan County Community Coll,colleges_college_sport.cfm?sid=8&collegeid=1459&slid=3&category=Schedule,8,1459,3
2,Sussex County Community Colleg,colleges_college_sport.cfm?sid=8&collegeid=1230&slid=3&category=Schedule,8,1230,3
2,Ulster County Community Colleg,colleges_college_sport.cfm?sid=8&collegeid=1460&slid=3&category=Schedule,8,1460,3
2,University of Connecticut at A,colleges_college_sport.cfm?sid=8&collegeid=1593&slid=3&category=Schedule,8,1593,3
2,Vincennes University,colleges_college_sport.cfm?sid=8&collegeid=1408&slid=3&category=Schedule,8,1408,3
2,Wake Technical Community Colle,colleges_college_sport.cfm?sid=8&collegeid=1886&slid=3&category=Schedule,8,1886,3
2,Westchester Community College,colleges_college_sport.cfm?sid=8&collegeid=1461&slid=3&category=Schedule,8,1461,3
2,Western Oklahoma State College,colleges_college_sport.cfm?sid=8&collegeid=1264&slid=3&category=Schedule,8,1264,3
2,Wilkes Community College,colleges_college_sport.cfm?sid=8&collegeid=1212&slid=3&category=Schedule,8,1212,3
2,Williston State College,colleges_college_sport.cfm?sid=8&collegeid=1428&slid=3&category=Schedule,8,1428,3
3,Adirondack Community College,colleges_college_sport.cfm?sid=9&collegeid=1266&slid=3&category=Schedule,9,1266,3
3,Anoka-Ramsey Community College,colleges_college_sport.cfm?sid=9&collegeid=1409&slid=3&category=Schedule,9,1409,3
3,Atlantic Cape Community Colleg,colleges_college_sport.cfm?sid=9&collegeid=1490&slid=3&category=Schedule,9,1490,3
3,Bergen Community College,colleges_college_sport.cfm?sid=9&collegeid=1491&slid=3&category=Schedule,9,1491,3
3,Borough of Manhattan Community,colleges_college_sport.cfm?sid=9&collegeid=1448&slid=3&category=Schedule,9,1448,3
3,Bronx Community College,colleges_college_sport.cfm?sid=9&collegeid=1449&slid=3&category=Schedule,9,1449,3
3,Brookdale Community College,colleges_college_sport.cfm?sid=9&collegeid=1492&slid=3&category=Schedule,9,1492,3
3,Brookhaven College,colleges_college_sport.cfm?sid=9&collegeid=1606&slid=3&category=Schedule,9,1606,3
3,Broome Community College,colleges_college_sport.cfm?sid=9&collegeid=1268&slid=3&category=Schedule,9,1268,3
3,Bunker Hill Community College,colleges_college_sport.cfm?sid=9&collegeid=1229&slid=3&category=Schedule,9,1229,3
3,Butler County Community Colleg,colleges_college_sport.cfm?sid=9&collegeid=1657&slid=3&category=Schedule,9,1657,3
3,Camden County College,colleges_college_sport.cfm?sid=9&collegeid=1494&slid=3&category=Schedule,9,1494,3
3,CC of Allegheny County-Boyce,colleges_college_sport.cfm?sid=9&collegeid=1513&slid=3&category=Schedule,9,1513,3
3,CC of Allegheny County-South,colleges_college_sport.cfm?sid=9&collegeid=1512&slid=3&category=Schedule,9,1512,3
3,Cedar Valley College,colleges_college_sport.cfm?sid=9&collegeid=1597&slid=3&category=Schedule,9,1597,3
3,Central Lakes College-Brainerd,colleges_college_sport.cfm?sid=9&collegeid=1414&slid=3&category=Schedule,9,1414,3
3,Century College,colleges_college_sport.cfm?sid=9&collegeid=1760&slid=3&category=Schedule,9,1760,3
3,Clinton Community College - NY,colleges_college_sport.cfm?sid=9&collegeid=1270&slid=3&category=Schedule,9,1270,3
3,College of DuPage,colleges_college_sport.cfm?sid=9&collegeid=1291&slid=3&category=Schedule,9,1291,3
3,Corning Community College,colleges_college_sport.cfm?sid=9&collegeid=1271&slid=3&category=Schedule,9,1271,3
3,Cumberland County College,colleges_college_sport.cfm?sid=9&collegeid=1690&slid=3&category=Schedule,9,1690,3
3,Dakota County Technical Colleg,colleges_college_sport.cfm?sid=9&collegeid=1721&slid=3&category=Schedule,9,1721,3
3,Eastfield College,colleges_college_sport.cfm?sid=9&collegeid=1598&slid=3&category=Schedule,9,1598,3
3,Erie Community College,colleges_college_sport.cfm?sid=9&collegeid=1662&slid=3&category=Schedule,9,1662,3
3,Finger Lakes Community College,colleges_college_sport.cfm?sid=9&collegeid=1677&slid=3&category=Schedule,9,1677,3
3,Fulton-Montgomery Community Co,colleges_college_sport.cfm?sid=9&collegeid=1272&slid=3&category=Schedule,9,1272,3
3,Gloucester County College,colleges_college_sport.cfm?sid=9&collegeid=1497&slid=3&category=Schedule,9,1497,3
3,Harper College,colleges_college_sport.cfm?sid=9&collegeid=1225&slid=3&category=Schedule,9,1225,3
3,Herkimer County Community Coll,colleges_college_sport.cfm?sid=9&collegeid=1274&slid=3&category=Schedule,9,1274,3
3,Hibbing Community College,colleges_college_sport.cfm?sid=9&collegeid=1417&slid=3&category=Schedule,9,1417,3
3,Holyoke Community College,colleges_college_sport.cfm?sid=9&collegeid=1527&slid=3&category=Schedule,9,1527,3
3,Hudson Valley Community Colleg,colleges_college_sport.cfm?sid=9&collegeid=1275&slid=3&category=Schedule,9,1275,3
3,Itasca Community College,colleges_college_sport.cfm?sid=9&collegeid=1418&slid=3&category=Schedule,9,1418,3
3,Jamestown Community College,colleges_college_sport.cfm?sid=9&collegeid=1276&slid=3&category=Schedule,9,1276,3
3,Jefferson Community College,colleges_college_sport.cfm?sid=9&collegeid=1277&slid=3&category=Schedule,9,1277,3
3,Joliet Junior College,colleges_college_sport.cfm?sid=9&collegeid=1296&slid=3&category=Schedule,9,1296,3
3,Kingsborough Community College,colleges_college_sport.cfm?sid=9&collegeid=1452&slid=3&category=Schedule,9,1452,3
3,Lorain County Community Colleg,colleges_college_sport.cfm?sid=9&collegeid=1761&slid=3&category=Schedule,9,1761,3
3,Manchester Community College,colleges_college_sport.cfm?sid=9&collegeid=1528&slid=3&category=Schedule,9,1528,3
3,Mass Bay Community College,colleges_college_sport.cfm?sid=9&collegeid=1757&slid=3&category=Schedule,9,1757,3
3,Massasoit Community College,colleges_college_sport.cfm?sid=9&collegeid=1529&slid=3&category=Schedule,9,1529,3
3,Mesabi Range CTC,colleges_college_sport.cfm?sid=9&collegeid=1666&slid=3&category=Schedule,9,1666,3
3,Middlesex County College,colleges_college_sport.cfm?sid=9&collegeid=1501&slid=3&category=Schedule,9,1501,3
3,Milwaukee Area Technical Colle,colleges_college_sport.cfm?sid=9&collegeid=1420&slid=3&category=Schedule,9,1420,3
3,Minnesota State Community & Te,colleges_college_sport.cfm?sid=9&collegeid=1564&slid=3&category=Schedule,9,1564,3
3,Minnesota West Community & Tec,colleges_college_sport.cfm?sid=9&collegeid=1416&slid=3&category=Schedule,9,1416,3
3,Mohawk Valley Community Colleg,colleges_college_sport.cfm?sid=9&collegeid=1279&slid=3&category=Schedule,9,1279,3
3,Montgomery College-Germantown,colleges_college_sport.cfm?sid=9&collegeid=1520&slid=3&category=Schedule,9,1520,3
3,Montgomery College-Rockville,colleges_college_sport.cfm?sid=9&collegeid=1432&slid=3&category=Schedule,9,1432,3
3,Montgomery County Community Co,colleges_college_sport.cfm?sid=9&collegeid=2037&slid=3&category=Schedule,9,2037,3
3,Mountain View College,colleges_college_sport.cfm?sid=9&collegeid=1214&slid=3&category=Schedule,9,1214,3
3,Nassau Community College,colleges_college_sport.cfm?sid=9&collegeid=1453&slid=3&category=Schedule,9,1453,3
3,Niagara County Community Colle,colleges_college_sport.cfm?sid=9&collegeid=1280&slid=3&category=Schedule,9,1280,3
3,North Arkansas College,colleges_college_sport.cfm?sid=9&collegeid=1259&slid=3&category=Schedule,9,1259,3
3,North Lake College,colleges_college_sport.cfm?sid=9&collegeid=1604&slid=3&category=Schedule,9,1604,3
3,Northampton Community College,colleges_college_sport.cfm?sid=9&collegeid=2034&slid=3&category=Schedule,9,2034,3
3,Northern Essex Community Colle,colleges_college_sport.cfm?sid=9&collegeid=1592&slid=3&category=Schedule,9,1592,3
3,Northland Community & Technica,colleges_college_sport.cfm?sid=9&collegeid=1425&slid=3&category=Schedule,9,1425,3
3,Ocean County College,colleges_college_sport.cfm?sid=9&collegeid=1502&slid=3&category=Schedule,9,1502,3
3,Onondaga Community College,colleges_college_sport.cfm?sid=9&collegeid=1282&slid=3&category=Schedule,9,1282,3
3,Prince George's Community Coll,colleges_college_sport.cfm?sid=9&collegeid=1524&slid=3&category=Schedule,9,1524,3
3,Queensborough Community Colleg,colleges_college_sport.cfm?sid=9&collegeid=1455&slid=3&category=Schedule,9,1455,3
3,Quinsigamond Community College,colleges_college_sport.cfm?sid=9&collegeid=1533&slid=3&category=Schedule,9,1533,3
3,Rainy River Community College,colleges_college_sport.cfm?sid=9&collegeid=1426&slid=3&category=Schedule,9,1426,3
3,Richland College,colleges_college_sport.cfm?sid=9&collegeid=1599&slid=3&category=Schedule,9,1599,3
3,Ridgewater College,colleges_college_sport.cfm?sid=9&collegeid=1375&slid=3&category=Schedule,9,1375,3
3,Riverland Community College,colleges_college_sport.cfm?sid=9&collegeid=1411&slid=3&category=Schedule,9,1411,3
3,Rochester Community & Technica,colleges_college_sport.cfm?sid=9&collegeid=1427&slid=3&category=Schedule,9,1427,3
3,Rock Valley College,colleges_college_sport.cfm?sid=9&collegeid=1306&slid=3&category=Schedule,9,1306,3
3,Roxbury Community College,colleges_college_sport.cfm?sid=9&collegeid=1651&slid=3&category=Schedule,9,1651,3
3,Schenectady County Community C,colleges_college_sport.cfm?sid=9&collegeid=1284&slid=3&category=Schedule,9,1284,3
3,St. Cloud Technical College,colleges_college_sport.cfm?sid=9&collegeid=1747&slid=3&category=Schedule,9,1747,3
3,Suffolk County Community Colle,colleges_college_sport.cfm?sid=9&collegeid=1458&slid=3&category=Schedule,9,1458,3
3,Suffolk County Community Colle,colleges_college_sport.cfm?sid=9&collegeid=1457&slid=3&category=Schedule,9,1457,3
3,Tompkins Cortland Community Co,colleges_college_sport.cfm?sid=9&collegeid=1601&slid=3&category=Schedule,9,1601,3
3,Tyler Junior College,colleges_college_sport.cfm?sid=9&collegeid=1446&slid=3&category=Schedule,9,1446,3
3,Union County College,colleges_college_sport.cfm?sid=9&collegeid=1505&slid=3&category=Schedule,9,1505,3
3,Vermilion Community College,colleges_college_sport.cfm?sid=9&collegeid=1383&slid=3&category=Schedule,9,1383,3
3,Waubonsee Community College,colleges_college_sport.cfm?sid=9&collegeid=1224&slid=3&category=Schedule,9,1224,3
3,Western Technical College,colleges_college_sport.cfm?sid=9&collegeid=1218&slid=3&category=Schedule,9,1218,3
3,Westmoreland County Community ,colleges_college_sport.cfm?sid=9&collegeid=1634&slid=3&category=Schedule,9,1634,3
