year	division_id	school_id	roster_url	original_filename	saved_filename	content_disposition	meta
2014	1	centralalabamacommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=y7n9qzrnaxqh5qng&view=ext	CENTRALA.TRO	centralalabamacommunitycollege-1-2014.tro	"attachment; filename=""CENTRALA.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:04 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CENTRALA.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""546"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	alleganycollegeofmaryland	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=8diz8ajpp7vaaghz&view=ext	ALLEGANY.TRO	alleganycollegeofmaryland-2-2014.tro	"attachment; filename=""ALLEGANY.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:04 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ALLEGANY.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""483"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	delawarecountycommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=c2zma1vfzvok7q7m&view=exte	DELAWARE.TRX	delawarecountycommunitycollege-3-2014.trx	"attachment; filename=""DELAWARE.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:04 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""DELAWARE.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""1908"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	weatherfordcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=g27papm4y64lve4j&view=ext	WEATHERF.TRO	weatherfordcollege-1-2013.tro	"attachment; filename=""WEATHERF.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:03 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""WEATHERF.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""819"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	centralalabamacommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=y7n9qzrnaxqh5qng&view=exte	CENTRALA.TRX	centralalabamacommunitycollege-1-2014.trx	"attachment; filename=""CENTRALA.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:04 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CENTRALA.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2756"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	alleganycollegeofmaryland	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=8diz8ajpp7vaaghz&view=exte	ALLEGANY.TRX	alleganycollegeofmaryland-2-2014.trx	"attachment; filename=""ALLEGANY.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:04 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ALLEGANY.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2438"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	3	cumberlandcountycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=ass42wipyh0uvmg1&view=ext	CUMBERLA.TRO	cumberlandcountycollege-3-2013.tro	"attachment; filename=""CUMBERLA.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:05 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CUMBERLA.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""588"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	weatherfordcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=g27papm4y64lve4j&view=exte	WEATHERF.TRX	weatherfordcollege-1-2013.trx	"attachment; filename=""WEATHERF.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:05 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""WEATHERF.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""4134"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	meridiancommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=3w4icky8f5j7rtu1&view=ext	MERIDIAN.TRO	meridiancommunitycollege-1-2014.tro	"attachment; filename=""MERIDIAN.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:05 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MERIDIAN.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""504"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	3	cumberlandcountycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=ass42wipyh0uvmg1&view=exte	CUMBERLA.TRX	cumberlandcountycollege-3-2013.trx	"attachment; filename=""CUMBERLA.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:06 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CUMBERLA.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2968"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	mercyhurstnortheast	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=rm6r3qrrhifa3nyt&view=ext	MERCYHUR.TRO	mercyhurstnortheast-2-2013.tro	"attachment; filename=""MERCYHUR.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:07 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MERCYHUR.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""420"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	meridiancommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=3w4icky8f5j7rtu1&view=exte	MERIDIAN.TRX	meridiancommunitycollege-1-2014.trx	"attachment; filename=""MERIDIAN.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:06 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MERIDIAN.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2544"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	eastfieldcollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=5pw409wbn63gbeep&view=ext	EASTFIEL.TRO	eastfieldcollege-3-2014.tro	"attachment; filename=""EASTFIEL.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:07 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""EASTFIEL.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""630"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	mercyhurstnortheast	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=rm6r3qrrhifa3nyt&view=exte	MERCYHUR.TRX	mercyhurstnortheast-2-2013.trx	"attachment; filename=""MERCYHUR.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:06 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MERCYHUR.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2120"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	eastfieldcollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=5pw409wbn63gbeep&view=exte	EASTFIEL.TRX	eastfieldcollege-3-2014.trx	"attachment; filename=""EASTFIEL.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:08 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""EASTFIEL.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3180"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	browardcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=t7800kcok5t716gm&view=ext	BROWARDC.TRO	browardcollege-1-2013.tro	"attachment; filename=""BROWARDC.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:08 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""BROWARDC.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""546"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	ancillacollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=2c8r9ljhgjn9ddxb&view=ext	ANCILLAC.TRO	ancillacollege-2-2014.tro	"attachment; filename=""ANCILLAC.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:08 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ANCILLAC.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""504"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	3	delawarecountycommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=c2zma1vfzvok7q7m&view=ext	DELAWARE.TRO	delawarecountycommunitycollege-3-2013.tro	"attachment; filename=""DELAWARE.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:08 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""DELAWARE.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""378"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	centralarizonacollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=447s4831h7sio8xd&view=ext	CENTRALA.TRO	centralarizonacollege-1-2014.tro	"attachment; filename=""CENTRALA.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:08 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CENTRALA.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""609"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	ancillacollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=2c8r9ljhgjn9ddxb&view=exte	ANCILLAC.TRX	ancillacollege-2-2014.trx	"attachment; filename=""ANCILLAC.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:09 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ANCILLAC.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2544"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	browardcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=t7800kcok5t716gm&view=exte	BROWARDC.TRX	browardcollege-1-2013.trx	"attachment; filename=""BROWARDC.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:08 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""BROWARDC.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2756"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	3	delawarecountycommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=c2zma1vfzvok7q7m&view=exte	DELAWARE.TRX	delawarecountycommunitycollege-3-2013.trx	"attachment; filename=""DELAWARE.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:08 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""DELAWARE.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""1908"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	westgeorgiatechnicalcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=57r0zhuyr4ehherj&view=ext	WESTGEOR.TRO	westgeorgiatechnicalcollege-1-2013.tro	"attachment; filename=""WESTGEOR.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:09 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""WESTGEOR.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""567"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	centralarizonacollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=447s4831h7sio8xd&view=exte	CENTRALA.TRX	centralarizonacollege-1-2014.trx	"attachment; filename=""CENTRALA.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:09 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CENTRALA.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3074"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	westgeorgiatechnicalcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=57r0zhuyr4ehherj&view=exte	WESTGEOR.TRX	westgeorgiatechnicalcollege-1-2013.trx	"attachment; filename=""WESTGEOR.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:10 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""WESTGEOR.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2862"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	miamidadecollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=y0sr45ndl6ijvhaj&view=ext	MIAMIDAD.TRO	miamidadecollege-1-2014.tro	"attachment; filename=""MIAMIDAD.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:10 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MIAMIDAD.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""525"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	mesacommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=rwmbyfsflx2dj00y&view=ext	MESACOMM.TRO	mesacommunitycollege-2-2013.tro	"attachment; filename=""MESACOMM.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:10 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MESACOMM.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""735"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	eriecommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=p6mwjddbvoq0bj26&view=ext	ERIECOMM.TRO	eriecommunitycollege-3-2014.tro	"attachment; filename=""ERIECOMM.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:10 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ERIECOMM.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""651"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	mesacommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=rwmbyfsflx2dj00y&view=exte	MESACOMM.TRX	mesacommunitycollege-2-2013.trx	"attachment; filename=""MESACOMM.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:11 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MESACOMM.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3710"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	miamidadecollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=y0sr45ndl6ijvhaj&view=exte	MIAMIDAD.TRX	miamidadecollege-1-2014.trx	"attachment; filename=""MIAMIDAD.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:11 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MIAMIDAD.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2650"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	eriecommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=p6mwjddbvoq0bj26&view=exte	ERIECOMM.TRX	eriecommunitycollege-3-2014.trx	"attachment; filename=""ERIECOMM.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:11 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ERIECOMM.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3286"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	3	eastfieldcollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=5pw409wbn63gbeep&view=ext	EASTFIEL.TRO	eastfieldcollege-3-2013.tro	"attachment; filename=""EASTFIEL.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:12 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""EASTFIEL.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""630"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	annearundelcommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=g0b1sgm2vkr9on9j&view=ext	ANNEARUN.TRO	annearundelcommunitycollege-2-2014.tro	"attachment; filename=""ANNEARUN.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:11 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ANNEARUN.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""441"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	3	eastfieldcollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=5pw409wbn63gbeep&view=exte	EASTFIEL.TRX	eastfieldcollege-3-2013.trx	"attachment; filename=""EASTFIEL.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:12 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""EASTFIEL.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3180"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	annearundelcommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=g0b1sgm2vkr9on9j&view=exte	ANNEARUN.TRX	annearundelcommunitycollege-2-2014.trx	"attachment; filename=""ANNEARUN.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:13 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ANNEARUN.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2226"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	butlercommunitycollegeks	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=4kbr23wdcp5o0ecn&view=ext	BUTLERCO.TRO	butlercommunitycollegeks-1-2013.tro	"attachment; filename=""BUTLERCO.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:12 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""BUTLERCO.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""609"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	butlercommunitycollegeks	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=4kbr23wdcp5o0ecn&view=exte	BUTLERCO.TRX	butlercommunitycollegeks-1-2013.trx	"attachment; filename=""BUTLERCO.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:56:14 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""BUTLERCO.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3074"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	fingerlakescommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=ex0kaczxwf6v51vk&view=ext	FINGERLA.TRO	fingerlakescommunitycollege-3-2014.tro	"attachment; filename=""FINGERLA.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:15 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""FINGERLA.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""609"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	chattahoocheevalleycommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=2t50yqx7ttohqr3a&view=ext	CHATTAHO.TRO	chattahoocheevalleycommunitycollege-1-2014.tro	"attachment; filename=""CHATTAHO.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:14 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CHATTAHO.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""672"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	westernnebraskacommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=dobxl3vsalibt9cw&view=ext	WESTERNN.TRO	westernnebraskacommunitycollege-1-2013.tro	"attachment; filename=""WESTERNN.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:14 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""WESTERNN.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""546"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	milescommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=o3jk2w4m4gyi6m1u&view=ext	MILESCOM.TRO	milescommunitycollege-2-2013.tro	"attachment; filename=""MILESCOM.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:56:15 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MILESCOM.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""735"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
