year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	169	Creighton	34	1532793	Murray, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1532793	So	OF	48	43	48	0.236	0.359	0.318	148	17	35	6	3	""	 	20	24	6	3	1	34	3	5	3	 
2014	11620	169	Creighton	11	1532792	Lopez, Nicky	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1532792	Fr	INF	48	44	48	0.276	0.392	0.314	156	24	43	4	1	""	 	18	24	7	2	7	21	5	7	2	 
2014	11620	169	Creighton	1	1433400	Mancuso, Joey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433400	So	C	34	21	34	0.254	0.391	0.310	71	8	18	4	 	""	 	8	14	2	 	2	13	2	1	1	 
2014	11620	169	Creighton	16	1433397	Lamb, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433397	Jr	C	32	23	32	0.232	0.323	0.232	82	6	19	 	 	""	 	10	7	4	 	6	13	 	1	 	 
2014	11620	169	Creighton	15	1305594	Oltman, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1305594	So	P	31	0	31	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	31	1433394	Highberger, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433394	So	P	31	0	31	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	26	1433399	Lucansky, Landon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433399	Jr	INF	30	18	30	0.215	0.350	0.369	65	13	14	4	 	""	2	12	9	5	1	2	17	 	 	 	 
2014	11620	169	Creighton	4	1433404	Sova, Bryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433404	Sr	P	29	1	29	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	28	1433396	Kottich, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433396	Sr	C	27	17	27	0.213	0.279	0.279	61	7	13	2	1	""	 	4	6	 	1	2	18	1	1	1	 
2014	11620	169	Creighton	23	1305590	Lukowski, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1305590	Jr	P	27	0	27	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	6	1433395	Ising, Max	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433395	Jr	P	26	0	26	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	24	1433398	Lahn, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433398	Sr	OF	22	12	22	0.154	0.205	0.359	39	3	6	2	 	""	2	9	3	 	2	 	19	 	 	1	 
2014	11620	169	Creighton	19	1433387	Bamesberger, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433387	So	P	21	0	21	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	2	1305584	Clouthier, Tommy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1305584	So	INF	20	6	20	0.111	0.273	0.222	27	6	3	 	 	""	1	5	5	1	 	2	7	 	 	 	 
2014	11620	169	Creighton	18	1433390	Elman, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433390	So	P	18	17	18	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	12	1532796	Wiedeman, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1532796	Jr	INF	18	3	18	0.200	0.294	0.200	15	1	3	 	 	""	 	2	1	1	 	2	4	 	1	 	 
2014	11620	169	Creighton	14	1213827	Mitchell, Jerry	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1213827	Sr	OF	15	8	15	0.118	0.200	0.176	17	2	2	1	 	""	 	2	1	1	1	4	4	 	 	 	 
2014	11620	169	Creighton	8	1433401	Mikulka, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433401	So	OF	14	3	14	0.125	0.176	0.250	16	3	2	 	1	""	 	2	1	 	 	1	8	 	 	 	 
2014	11620	169	Creighton	32	1433406	Warren, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433406	So	INF	14	12	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	33	1532788	Albrecht, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1532788	Fr	P	13	9	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	10	1305596	Strunc, Tommy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1305596	So	P	11	5	11	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	20	1433393	Groth, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433393	So	P	8	6	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	29	1532797	Woodrow, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1532797	Fr	OF	7	3	7	0.286	0.375	0.571	7	3	2	 	1	""	 	1	1	 	 	 	3	 	 	 	 
2014	11620	169	Creighton	17	1532790	Gerber, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1532790	Fr	P	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	21	1433388	Berndt, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433388	Sr	C	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	169	Creighton	35	1433402	Norman, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1433402	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	12	1527984	Salters, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527984	So	C	61	61	61	0.251	0.398	0.454	227	51	57	14	7	103	6	43	45	11	1	 	29	5	3	1	 
2014	11620	1045	Dallas Baptist	24	1420222	Listi, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420222	So	INF	61	61	61	0.285	0.380	0.477	235	55	67	13	1	112	10	47	24	15	5	2	44	6	4	1	 
2014	11620	1045	Dallas Baptist	14	1420219	Wesolowski, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420219	Sr	INF	61	61	61	0.309	0.397	0.438	249	53	77	14	 	""	6	36	21	18	4	2	34	5	1	1	 
2014	11620	1045	Dallas Baptist	8	1309540	Knight, Nash	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309540	Jr	INF	61	60	61	0.217	0.349	0.307	212	30	46	11	1	65	2	33	36	8	2	5	51	4	5	1	 
2014	11620	1045	Dallas Baptist	29	1309546	Wall, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309546	So	OF	60	57	60	0.264	0.367	0.364	220	40	58	10	3	80	2	38	35	1	 	 	52	4	2	1	 
2014	11620	1045	Dallas Baptist	23	1527982	Martinelli, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527982	Fr	P	58	50	58	0.274	0.372	0.453	201	38	55	12	3	91	6	33	28	4	1	2	59	3	3	1	 
2014	11620	1045	Dallas Baptist	26	1209844	Alexander, K.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1209844	Sr	C	54	47	54	0.242	0.352	0.363	182	26	44	10	 	""	4	34	29	3	2	 	39	7	4	3	 
2014	11620	1045	Dallas Baptist	3	1527986	Sonnier, Trevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527986	So	INF	49	43	49	0.197	0.337	0.261	142	23	28	3	 	""	2	19	19	11	 	7	41	4	12	3	 
2014	11620	1045	Dallas Baptist	5	1527989	Turbin, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527989	Jr	INF	48	41	48	0.258	0.382	0.417	163	33	42	7	2	68	5	32	28	6	2	2	36	3	3	1	 
2014	11620	1045	Dallas Baptist	4	1527980	Duzenack, Camden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527980	Fr	INF	45	42	45	0.321	0.383	0.430	165	28	53	14	2	""	 	27	13	4	1	8	25	6	6	3	 
2014	11620	1045	Dallas Baptist	2	1420215	Koch, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420215	So	P	28	0	28	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	43	1420229	Shaw, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420229	So	P	27	4	27	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	28	1527987	Stutzman, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527987	So	P	24	0	24	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	19	1527990	Urban, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527990	Sr	P	24	0	24	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	1	1309539	Talamantes, RJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309539	Sr	OF	24	15	24	0.203	0.299	0.203	59	5	12	 	 	""	 	8	7	1	 	3	10	2	2	 	 
2014	11620	1045	Dallas Baptist	7	1527977	Duce, Tagg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527977	Jr	OF	19	7	19	0.207	0.343	0.276	29	5	6	 	1	""	 	2	6	 	 	1	5	1	 	 	 
2014	11620	1045	Dallas Baptist	20	1420221	Voelker, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420221	Jr	P	18	17	18	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	38	1420226	Taylor, Cory	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420226	So	P	17	15	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	34	1309548	Sneed, Cy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309548	Jr	P	17	17	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	16	1420227	Smith, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420227	So	P	15	8	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	18	1309543	Calhoun, Jay	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309543	Jr	P	10	2	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	15	1527976	Conn, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1527976	Fr	INF	9	0	9	0.500	0.500	1.000	2	 	1	1	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	35	1420225	Orr, Philip	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420225	So	P	9	0	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	45	1420218	Beam, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420218	Sr	P	6	2	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	17	1420220	Cragle, Caulin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420220	So	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1045	Dallas Baptist	41	1420228	Brodie, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420228	Jr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	4	1213185	Keller, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1213185	Sr	OF	39	39	39	0.308	0.381	0.466	146	29	45	15	1	68	2	17	12	7	3	1	23	1	11	3	 
2014	11620	172	Dartmouth	6	1301156	Parisi, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1301156	Jr	2B	39	39	39	0.273	0.348	0.353	139	18	38	2	 	""	3	12	13	4	2	4	29	6	2	3	 
2014	11620	172	Dartmouth	20	1301152	Lombardi, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1301152	Jr	3B	39	38	39	0.277	0.327	0.489	141	18	39	9	3	69	5	26	10	2	3	 	24	3	 	2	 
2014	11620	172	Dartmouth	3	1420148	Purritano, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420148	So	1B	38	37	38	0.265	0.355	0.397	136	20	36	7	1	54	3	26	17	2	 	 	20	3	2	2	 
2014	11620	172	Dartmouth	1	1420147	Ruppert, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420147	So	OF	38	37	38	0.250	0.325	0.404	136	25	34	5	2	55	4	7	10	5	 	2	28	4	3	1	 
2014	11620	172	Dartmouth	13	1301158	Roulis, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1301158	Jr	OF	38	38	38	0.300	0.344	0.407	150	20	45	5	4	61	1	25	9	2	2	1	14	2	2	2	 
2014	11620	172	Dartmouth	24	1213187	Selzer, Dustin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1213187	Sr	1B	37	37	37	0.294	0.371	0.403	119	12	35	7	 	""	2	22	10	7	4	 	24	 	 	 	 
2014	11620	172	Dartmouth	33	1301160	Patterson, Bo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1301160	Jr	OF	32	21	32	0.295	0.329	0.321	78	14	23	2	 	""	 	10	4	 	 	5	12	 	4	4	 
2014	11620	172	Dartmouth	29	1301153	MacDowell, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1301153	Jr	C	30	26	30	0.233	0.276	0.278	90	4	21	4	 	""	 	6	6	 	2	2	10	 	1	 	 
2014	11620	172	Dartmouth	18	1420149	Gauthier, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420149	So	C	19	13	19	0.256	0.326	0.308	39	2	10	 	1	""	 	5	4	 	 	1	10	 	 	 	 
2014	11620	172	Dartmouth	16	1213188	Toimil, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1213188	Sr	OF	17	11	17	0.229	0.341	0.229	35	2	8	 	 	""	 	1	5	1	 	 	9	1	 	 	 
2014	11620	172	Dartmouth	31	1420154	Robinson, Duncan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420154	So	P	16	3	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	27	1526143	Ketchmark, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526143	Fr	INF	16	10	16	0.261	0.320	0.413	46	8	12	1	3	""	 	2	4	 	 	 	11	2	1	 	 
2014	11620	172	Dartmouth	26	1526145	Socher, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526145	Fr	OF	14	5	14	0.158	0.238	0.158	19	2	3	 	 	""	 	1	2	 	 	1	4	 	 	 	 
2014	11620	172	Dartmouth	14	1526141	Burkholder, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526141	Fr	P	11	0	11	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	15	1526142	Concato, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526142	Fr	P	10	7	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	22	1213182	Concato, Louis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1213182	Sr	P	9	6	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	10	1420151	Sulser, Beau	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420151	So	P	9	9	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	34	1420153	Danielak, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1420153	So	P	8	5	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	28	1301151	Graham, Jay	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1301151	Jr	INF	8	0	8	0.000	0.000	0.000	3	1	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	12	1301150	Frank, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1301150	Jr	P	8	2	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	23	1301149	England, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1301149	Jr	P	7	3	7	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	9	1546993	Charnin-Aker, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546993	So	P	5	4	5	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	30	1526144	Melody, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526144	Fr	C	3	0	3	0.333	0.500	0.333	3	1	1	 	 	""	 	 	1	 	 	 	1	 	 	 	 
2014	11620	172	Dartmouth	21	1526146	Sorenson, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526146	Fr	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	17	1552922	Lambert, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1552922	Fr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	172	Dartmouth	8	1213183	Dodakian, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1213183	Sr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	8	1312897	Daniels, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312897	Jr	INF	48	48	48	0.332	0.390	0.483	205	46	68	15	2	99	4	30	17	4	2	3	25	6	6	 	 
2014	11620	173	Davidson	10	1218096	Brandt, Forrest	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1218096	Sr	OF	48	48	48	0.364	0.455	0.626	187	50	68	9	2	117	12	51	27	6	2	2	53	4	14	3	 
2014	11620	173	Davidson	17	1312898	Lowe, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312898	Jr	INF	48	48	48	0.337	0.435	0.462	184	35	62	12	1	85	3	27	33	2	4	 	37	2	3	1	 
2014	11620	173	Davidson	2	1431283	Foy, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431283	So	INF	47	47	47	0.291	0.332	0.386	189	27	55	9	 	""	3	27	10	4	5	1	37	3	3	1	 
2014	11620	173	Davidson	12	1431285	Pope, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431285	So	INF	47	45	47	0.253	0.327	0.345	194	37	49	8	2	67	2	15	18	4	1	3	73	5	3	1	 
2014	11620	173	Davidson	16	1431286	Miller, Lee	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431286	So	P	46	43	46	0.368	0.441	0.618	152	36	56	11	 	""	9	36	19	4	4	1	33	2	3	5	 
2014	11620	173	Davidson	6	1312893	Arkin, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312893	Jr	INF	46	45	46	0.289	0.365	0.404	166	26	48	13	 	""	2	32	14	8	4	1	28	3	8	1	 
2014	11620	173	Davidson	7	1312895	Becker, Nathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312895	Jr	OF	41	41	41	0.319	0.394	0.581	160	39	51	9	 	""	11	38	15	5	 	3	44	1	5	2	 
2014	11620	173	Davidson	15	1218098	Gerow, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1218098	Sr	C	38	34	38	0.260	0.317	0.370	127	10	33	8	 	""	2	20	8	3	1	1	35	2	2	1	 
2014	11620	173	Davidson	4	1091825	Goldberg, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1091825	Sr	P	25	0	25	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	35	1312901	Saeta, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312901	Jr	P	23	1	23	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	34	1431292	O'Linger, Durin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431292	So	P	22	0	22	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	13	1312899	Middlebrooks, Ty	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312899	Jr	INF	21	10	21	0.283	0.389	0.391	46	5	13	2	 	""	1	8	8	 	 	 	17	 	 	 	 
2014	11620	173	Davidson	39	1547706	White, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547706	Fr	P	19	0	19	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	14	1312894	Bain, Rob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312894	Jr	P	15	11	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	36	1312919	Charles, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312919	Sr	P	15	0	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	19	1218097	Dyer, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1218097	Sr	C	14	11	14	0.125	0.256	0.156	32	5	4	1	 	""	 	2	4	2	1	 	7	1	 	 	 
2014	11620	173	Davidson	20	1218102	Richards, Jip	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1218102	Sr	P	13	0	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	26	1312896	Beeker, Clark	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312896	Jr	P	13	8	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	33	1312900	Neitzel, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312900	Jr	P	13	13	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	30	1218099	Mooney, Danny	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1218099	Sr	P	12	11	12	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	28	1547704	Fortier, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547704	Fr	INF	11	6	11	0.179	0.200	0.321	28	3	5	1	 	""	1	6	 	1	1	 	10	1	 	 	 
2014	11620	173	Davidson	27	1547702	Whitmire, Westin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547702	Fr	P	11	1	11	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	41	1547707	Robertson, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547707	Fr	OF	10	2	10	0.182	0.182	0.364	11	1	2	2	 	""	 	 	 	 	 	 	5	1	 	 	 
2014	11620	173	Davidson	29	1547705	Sidwell, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547705	Fr	C	9	3	9	0.100	0.357	0.100	10	1	1	 	 	""	 	1	4	 	 	 	3	 	1	 	 
2014	11620	173	Davidson	21	1547700	Plebani, Chase	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547700	Fr	P	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	32	1431291	Moss, Chad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431291	So	P	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	173	Davidson	31	1431290	Batchelder, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431290	So	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
