 year | team_key | mlb |  n  
 1985 | PHI      |   5 |  34
 1977 | NYM      |   5 |  35
 1981 | TEX      |   5 |  35
 1975 | BAL      |   5 |  35
 1984 | WSN      |   5 |  35
 1990 | BOS      |   5 |  35
 1981 | CIN      |   5 |  35
 1980 | DET      |   5 |  36
 1985 | PIT      |   5 |  36
 1982 | CIN      |   5 |  36
 1976 | PIT      |   5 |  36
 1981 | MIN      |   5 |  37
 1985 | TOR      |   5 |  37
 1968 | ATL      |   5 |  37
 1973 | TEX      |   5 |  37
 1986 | WSN      |   5 |  37
 1977 | OAK      |   5 |  37
 1977 | CHC      |   5 |  37
 1975 | MIN      |   5 |  37
 1979 | KCR      |   5 |  37
 1981 | SDP      |   5 |  38
 1968 | PIT      |   5 |  38
 1980 | SDP      |   5 |  39
 1974 | WSN      |   5 |  39
 1970 | SFG      |   5 |  40
 1997 | CIN      |   5 |  40
 2012 | FLA      |   5 |  40
 2013 | CHW      |   5 |  40
 1973 | CHW      |   5 |  40
 1987 | ANA      |   5 |  40
 1965 | SFG      |   5 |  40
 2013 | BAL      |   5 |  41
 2012 | SEA      |   5 |  41
 1965 | CHW      |   5 |  41
 2012 | MIL      |   5 |  42
 1993 | PHI      |   5 |  42
 1999 | HOU      |   5 |  42
 1988 | MIL      |   5 |  42
 1967 | STL      |   5 |  42
 2012 | MIN      |   5 |  43
 1996 | OAK      |   5 |  43
 2000 | BAL      |   5 |  43
 1989 | CHW      |   5 |  43
 1993 | BAL      |   5 |  44
 1999 | PHI      |   5 |  44
 2012 | STL      |   5 |  44
 1995 | PIT      |   5 |  44
 1968 | DET      |   5 |  45
 1971 | STL      |   5 |  45
 1968 | STL      |   5 |  46
 2001 | PHI      |   5 |  46
 2006 | CHC      |   5 |  47
 2001 | BOS      |   5 |  47
 1999 | ARI      |   5 |  48
 1998 | TOR      |   5 |  48
 2001 | DET      |   5 |  48
 2002 | NYY      |   5 |  48
 2000 | STL      |   5 |  48
 2003 | NYM      |   5 |  48
 2002 | HOU      |   5 |  48
 1992 | NYY      |   5 |  48
 1999 | WSN      |   5 |  48
 2006 | TOR      |   5 |  48
 1988 | STL      |   5 |  48
 2001 | TEX      |   5 |  48
 2004 | SDP      |   5 |  49
 1992 | BOS      |   5 |  49
 2007 | ANA      |   5 |  49
 1992 | SDP      |   5 |  49
 1999 | COL      |   5 |  49
 2009 | ATL      |   5 |  49
 2004 | BAL      |   5 |  49
 1966 | MIN      |   5 |  49
 2008 | CIN      |   5 |  49
 1992 | PHI      |   5 |  49
 2003 | FLA      |   5 |  50
 1969 | NYY      |   5 |  50
 2010 | OAK      |   5 |  50
 1983 | TEX      |   5 |  50
 2007 | COL      |   5 |  50
 2011 | BAL      |   5 |  50
 2007 | KCR      |   5 |  50
 2002 | WSN      |   5 |  50
 2004 | WSN      |   5 |  50
 1999 | NYY      |   5 |  50
 1987 | ATL      |   5 |  50
 1996 | SFG      |   5 |  50
 2004 | CLE      |   5 |  50
 2009 | CHC      |   5 |  50
 2004 | CIN      |   5 |  50
 2002 | ARI      |   5 |  50
 2004 | PIT      |   5 |  50
 2011 | FLA      |   5 |  50
 2000 | CHW      |   5 |  50
 1999 | NYM      |   5 |  50
 1998 | DET      |   5 |  50
 2003 | SEA      |   5 |  50
 1969 | BAL      |   5 |  50
 2002 | ANA      |   5 |  50
 1998 | CLE      |   5 |  50
 2010 | BAL      |   5 |  50
 1999 | CHC      |   5 |  50
 2007 | TBD      |   5 |  50
 2009 | DET      |   5 |  50
 2006 | CHW      |   5 |  50
 2001 | COL      |   5 |  50
 1988 | DET      |   5 |  50
 2007 | MIN      |   5 |  50
 2007 | SEA      |   5 |  51
 2010 | CHW      |   5 |  51
 2009 | MIN      |   5 |  51
 1996 | DET      |   5 |  51
 2001 | CHW      |   5 |  51
 1998 | CHC      |   5 |  51
 2011 | SEA      |   5 |  51
 2000 | TOR      |   5 |  52
 1966 | NYM      |   5 |  52
 2008 | HOU      |   5 |  52
 2000 | CIN      |   5 |  52
 2005 | COL      |   5 |  52
 2004 | NYY      |   5 |  52
 1987 | NYY      |   5 |  54
 2006 | ATL      |   5 |  54
 1995 | PHI      |   5 |  54
 1996 | ANA      |   5 |  55
 1996 | NYM      |   5 |  55
 1997 | WSN      |   5 |  56
 1996 | MIL      |   5 |  57
 1997 | ARI      |   5 |  60
 2011 | TBD      |   5 |  60
 1967 | NYM      |   5 |  60
 1997 | SEA      |   5 |  61
 1989 | KCR      |   5 |  61
 1993 | STL      |   5 |  62
 1989 | ATL      |   5 |  62
 1993 | NYY      |   5 |  62
 1966 | NYY      |   5 |  63
 1993 | KCR      |   5 |  65
 1996 | FLA      |   5 |  73
 1991 | NYY      |   5 |  80
 1974 | HOU      |   4 |  16
 1978 | HOU      |   4 |  17
 1974 | ATL      |   4 |  17
 1975 | NYY      |   4 |  18
 1979 | TOR      |   4 |  20
 1974 | SDP      |   4 |  20
 1973 | BOS      |   4 |  22
 1982 | BOS      |   4 |  22
 1984 | KCR      |   4 |  22
 1973 | LAD      |   4 |  22
 1976 | MIL      |   4 |  23
 1977 | BAL      |   4 |  23
 1974 | NYY      |   4 |  23
 1974 | CHC      |   4 |  25
 1975 | OAK      |   4 |  25
 1972 | PHI      |   4 |  25
 1978 | TOR      |   4 |  25
 1971 | CHC      |   4 |  25
 1972 | ANA      |   4 |  26
 1980 | MIL      |   4 |  26
 1975 | CLE      |   4 |  26
 1971 | CLE      |   4 |  27
 1983 | CLE      |   4 |  27
 1984 | SFG      |   4 |  27
 1975 | NYM      |   4 |  27
 1977 | CLE      |   4 |  28
 1972 | MIL      |   4 |  28
 1973 | NYY      |   4 |  28
 1971 | BOS      |   4 |  28
 1966 | BOS      |   4 |  28
 1985 | CIN      |   4 |  28
 1982 | LAD      |   4 |  29
 1977 | DET      |   4 |  29
 1977 | WSN      |   4 |  29
 1982 | CHW      |   4 |  29
 1980 | ANA      |   4 |  29
 1985 | KCR      |   4 |  30
 1983 | STL      |   4 |  30
 1983 | CHW      |   4 |  30
 1982 | CLE      |   4 |  30
 1973 | ATL      |   4 |  30
 1973 | CHC      |   4 |  31
 1978 | PHI      |   4 |  31
 1975 | CHW      |   4 |  31
 1971 | CIN      |   4 |  31
 1986 | LAD      |   4 |  32
 1976 | NYM      |   4 |  32
 1978 | MIL      |   4 |  32
 1971 | NYY      |   4 |  32
 1979 | PHI      |   4 |  32
 1983 | LAD      |   4 |  32
 1984 | OAK      |   4 |  32
 1976 | MIN      |   4 |  32
 1972 | OAK      |   4 |  32
 1984 | ATL      |   4 |  33
 1985 | NYY      |   4 |  33
 1978 | LAD      |   4 |  33
 1975 | TEX      |   4 |  33
 1980 | CHC      |   4 |  33
 1966 | CLE      |   4 |  34
 1983 | SFG      |   4 |  34
 1976 | STL      |   4 |  34
 1983 | WSN      |   4 |  34
 1985 | LAD      |   4 |  34
 1970 | DET      |   4 |  34
 1969 | DET      |   4 |  34
 1982 | PIT      |   4 |  35
 1979 | CHW      |   4 |  35
 1969 | ATL      |   4 |  35
 1974 | KCR      |   4 |  35
 1968 | BOS      |   4 |  36
 1979 | OAK      |   4 |  36
 1966 | OAK      |   4 |  36
 1980 | CIN      |   4 |  36
 1973 | NYM      |   4 |  36
 1968 | HOU      |   4 |  36
 1980 | STL      |   4 |  37
 1972 | KCR      |   4 |  37
 1985 | NYM      |   4 |  37
 1971 | DET      |   4 |  37
 1969 | ANA      |   4 |  38
 1977 | PIT      |   4 |  38
 1971 | WSN      |   4 |  38
 1979 | ATL      |   4 |  38
 1977 | MIN      |   4 |  38
 1968 | ANA      |   4 |  39
 1980 | NYY      |   4 |  39
 1976 | SFG      |   4 |  40
 2007 | LAD      |   4 |  40
 2012 | KCR      |   4 |  40
 2013 | TOR      |   4 |  40
 2013 | KCR      |   4 |  41
 2013 | PIT      |   4 |  41
 2012 | NYY      |   4 |  41
 1996 | STL      |   4 |  41
 2013 | DET      |   4 |  41
 1978 | PIT      |   4 |  41
 1997 | DET      |   4 |  42
 2007 | HOU      |   4 |  42
 1994 | BAL      |   4 |  43
 1999 | DET      |   4 |  43
 1969 | CLE      |   4 |  43
 1968 | NYY      |   4 |  43
 2012 | TEX      |   4 |  43
 1999 | OAK      |   4 |  45
 2007 | CHW      |   4 |  45
 1966 | STL      |   4 |  46
 1970 | NYY      |   4 |  46
 1978 | STL      |   4 |  46
 1970 | TEX      |   4 |  46
 2002 | TEX      |   4 |  46
 1984 | TEX      |   4 |  47
 2004 | STL      |   4 |  47
 1970 | CHC      |   4 |  47
 1970 | CIN      |   4 |  47
 2002 | STL      |   4 |  48
 2005 | HOU      |   4 |  48
 1969 | MIN      |   4 |  48
 2007 | BAL      |   4 |  48
 1989 | MIL      |   4 |  49
 2001 | FLA      |   4 |  49
 1966 | BAL      |   4 |  49
 1999 | ATL      |   4 |  49
 2011 | ANA      |   4 |  49
 1999 | MIL      |   4 |  49
 1991 | MIL      |   4 |  49
 1999 | CLE      |   4 |  49
 1998 | TEX      |   4 |  50
 2011 | KCR      |   4 |  50
 1968 | KCR      |   4 |  50
 2010 | PIT      |   4 |  50
 1998 | ANA      |   4 |  50
 1998 | SEA      |   4 |  50
 1999 | PIT      |   4 |  50
 2005 | PIT      |   4 |  50
 2009 | FLA      |   4 |  50
 1999 | TOR      |   4 |  50
 2010 | PHI      |   4 |  50
 2011 | STL      |   4 |  50
 1998 | LAD      |   4 |  50
 2011 | HOU      |   4 |  50
 2004 | NYM      |   4 |  50
 2001 | KCR      |   4 |  50
 1996 | COL      |   4 |  51
 2000 | NYM      |   4 |  51
 1999 | SFG      |   4 |  52
 1973 | KCR      |   4 |  52
 2005 | ARI      |   4 |  52
 2011 | ARI      |   4 |  52
 2003 | BOS      |   4 |  52
 2002 | CLE      |   4 |  54
 1994 | COL      |   4 |  56
 1993 | PIT      |   4 |  56
 1967 | BAL      |   4 |  64
 1997 | ATL      |   4 |  69
 1995 | KCR      |   4 |  70
 1967 | LAD      |   4 |  70
 1965 | BAL      |   4 |  71
 1994 | CHC      |   4 |  75
 1993 | HOU      |   4 |  81
 1968 | SDP      |   3 |  16
 1977 | HOU      |   3 |  18
 1971 | HOU      |   3 |  19
 1984 | SDP      |   3 |  20
 1979 | BOS      |   3 |  21
 1973 | SDP      |   3 |  21
 1986 | CHW      |   3 |  21
 1981 | BOS      |   3 |  22
 1976 | BAL      |   3 |  22
 1974 | OAK      |   3 |  23
 1975 | HOU      |   3 |  24
 1976 | NYY      |   3 |  25
 1975 | SDP      |   3 |  25
 1975 | DET      |   3 |  26
 1970 | HOU      |   3 |  26
 1986 | SDP      |   3 |  27
 1966 | CIN      |   3 |  27
 1968 | MIL      |   3 |  29
 1969 | HOU      |   3 |  29
 1970 | MIL      |   3 |  29
 1981 | MIL      |   3 |  29
 1970 | ATL      |   3 |  30
 1982 | WSN      |   3 |  30
 1981 | CHC      |   3 |  30
 1975 | WSN      |   3 |  30
 1967 | CHC      |   3 |  30
 1973 | WSN      |   3 |  31
 1981 | BAL      |   3 |  31
 1968 | OAK      |   3 |  31
 1983 | HOU      |   3 |  32
 1969 | SDP      |   3 |  33
 1975 | PIT      |   3 |  34
 1980 | TEX      |   3 |  34
 1965 | CLE      |   3 |  34
 1971 | TEX      |   3 |  35
 1971 | NYM      |   3 |  35
 1976 | CLE      |   3 |  35
 1983 | PIT      |   3 |  35
 1969 | CHW      |   3 |  36
 1984 | MIN      |   3 |  37
 1968 | SFG      |   3 |  37
 2012 | ANA      |   3 |  38
 1966 | CHC      |   3 |  38
 2000 | PHI      |   3 |  38
 1971 | PHI      |   3 |  39
 1984 | CHW      |   3 |  39
 1971 | MIN      |   3 |  39
 2012 | DET      |   3 |  39
 2014 | NYY      |   3 |  39
 2013 | CLE      |   3 |  39
 2012 | ARI      |   3 |  40
 1970 | LAD      |   3 |  40
 2012 | WSN      |   3 |  40
 2006 | OAK      |   3 |  40
 2012 | BAL      |   3 |  40
 2013 | SEA      |   3 |  40
 2014 | ANA      |   3 |  40
 1982 | TEX      |   3 |  40
 2013 | CHC      |   3 |  40
 2013 | COL      |   3 |  41
 2014 | HOU      |   3 |  41
 2013 | TBD      |   3 |  41
 1974 | MIN      |   3 |  41
 2013 | ARI      |   3 |  41
 2012 | PIT      |   3 |  41
 1974 | BAL      |   3 |  41
 2012 | CHW      |   3 |  41
 1984 | PIT      |   3 |  42
 2012 | CIN      |   3 |  42
 1971 | BAL      |   3 |  42
 2013 | FLA      |   3 |  42
 1980 | PIT      |   3 |  43
 1996 | CIN      |   3 |  43
 1990 | MIL      |   3 |  43
 2012 | SDP      |   3 |  44
 1981 | SFG      |   3 |  44
 2012 | TOR      |   3 |  44
 1979 | CLE      |   3 |  44
 1971 | ANA      |   3 |  45
 1988 | CHC      |   3 |  45
 1997 | SFG      |   3 |  46
 1970 | MIN      |   3 |  46
 1990 | CHC      |   3 |  46
 1967 | ATL      |   3 |  48
 2002 | NYM      |   3 |  48
 1986 | BAL      |   3 |  48
 2005 | TOR      |   3 |  49
 2000 | MIL      |   3 |  49
 2011 | OAK      |   3 |  49
 1967 | OAK      |   3 |  49
 1998 | FLA      |   3 |  49
 2001 | LAD      |   3 |  49
 2006 | MIL      |   3 |  50
 2008 | SEA      |   3 |  50
 2003 | CHW      |   3 |  50
 2011 | LAD      |   3 |  50
 1992 | NYM      |   3 |  50
 2006 | HOU      |   3 |  50
 2002 | CIN      |   3 |  51
 2008 | TBD      |   3 |  51
 1997 | CLE      |   3 |  52
 1967 | CHW      |   3 |  52
 1989 | PHI      |   3 |  53
 2001 | CLE      |   3 |  53
 1989 | CHC      |   3 |  54
 1970 | PIT      |   3 |  61
 1969 | WSN      |   3 |  75
 1990 | MIM      |   2 |  16
 1977 | TOR      |   2 |  16
 1983 | SDP      |   2 |  17
 1974 | BOS      |   2 |  18
 1978 | CHW      |   2 |  19
 1976 | KCR      |   2 |  22
 1980 | CHW      |   2 |  22
 1974 | LAD      |   2 |  22
 1986 | BOS      |   2 |  23
 1974 | CLE      |   2 |  25
 1984 | CIN      |   2 |  26
 1972 | ATL      |   2 |  26
 1972 | HOU      |   2 |  26
 1979 | ANA      |   2 |  27
 1976 | PHI      |   2 |  28
 1973 | DET      |   2 |  28
 1980 | LAD      |   2 |  29
 1967 | ANA      |   2 |  29
 1968 | PHI      |   2 |  30
 1968 | CHC      |   2 |  31
 1972 | CIN      |   2 |  31
 1973 | PIT      |   2 |  31
 1983 | MIN      |   2 |  31
 1971 | PIT      |   2 |  31
 1985 | MIN      |   2 |  32
 1984 | DET      |   2 |  33
 1968 | MIN      |   2 |  34
 1976 | OAK      |   2 |  34
 1979 | DET      |   2 |  34
 1977 | CIN      |   2 |  35
 1966 | DET      |   2 |  36
 2015 | BOS      |   2 |  39
 2013 | HOU      |   2 |  40
 2013 | LAD      |   2 |  40
 2012 | CLE      |   2 |  40
 2012 | ATL      |   2 |  40
 2013 | ATL      |   2 |  40
 1996 | SDP      |   2 |  40
 2013 | STL      |   2 |  41
 1972 | STL      |   2 |  41
 2013 | SDP      |   2 |  41
 2013 | TEX      |   2 |  41
 2013 | PHI      |   2 |  41
 2014 | KCR      |   2 |  42
 2013 | NYY      |   2 |  42
 2012 | CHC      |   2 |  42
 1967 | PIT      |   2 |  42
 1967 | HOU      |   2 |  42
 1973 | CLE      |   2 |  42
 2000 | DET      |   2 |  43
 1968 | CIN      |   2 |  44
 2000 | FLA      |   2 |  45
 1994 | PIT      |   2 |  46
 1998 | WSN      |   2 |  47
 1978 | CLE      |   2 |  49
 1998 | MIL      |   2 |  50
 1992 | FLA      |   2 |  50
 1996 | PHI      |   2 |  50
 2005 | KCR      |   2 |  50
 2001 | CIN      |   2 |  50
 2005 | CHC      |   2 |  51
 2011 | MIN      |   2 |  52
 1978 | BOS      |   1 |  17
 1967 | BOS      |   1 |  19
 1973 | MIL      |   1 |  21
 1975 | MIL      |   1 |  22
 1980 | HOU      |   1 |  23
 1966 | PHI      |   1 |  25
 1970 | OAK      |   1 |  25
 1975 | CHC      |   1 |  29
 1984 | MIL      |   1 |  30
 1970 | BOS      |   1 |  31
 1973 | CIN      |   1 |  34
 2015 | CHW      |   1 |  38
 2015 | SDP      |   1 |  39
 2013 | WSN      |   1 |  39
 2014 | NYM      |   1 |  39
 1970 | KCR      |   1 |  39
 2013 | ANA      |   1 |  39
 2014 | PHI      |   1 |  40
 2014 | SFG      |   1 |  40
 2015 | ARI      |   1 |  40
 2014 | SDP      |   1 |  40
 2013 | MIL      |   1 |  40
 2014 | SEA      |   1 |  40
 2015 | CHC      |   1 |  40
 1984 | SEA      |   1 |  40
 2013 | MIN      |   1 |  40
 2014 | LAD      |   1 |  40
 2014 | OAK      |   1 |  40
 2013 | BOS      |   1 |  40
 2014 | CHC      |   1 |  40
 2014 | CHW      |   1 |  40
 2013 | SFG      |   1 |  40
 2015 | WSN      |   1 |  40
 2014 | TOR      |   1 |  41
 1970 | NYM      |   1 |  41
 2014 | BOS      |   1 |  41
 2014 | COL      |   1 |  41
 2015 | PIT      |   1 |  41
 2014 | STL      |   1 |  42
 2012 | PHI      |   1 |  42
 2015 | HOU      |   1 |  42
 2014 | PIT      |   1 |  42
 2014 | CLE      |   1 |  42
 2015 | STL      |   1 |  42
 2014 | ARI      |   1 |  42
 1992 | LAD      |   1 |  53
 2010 | ATl      |   0 |   1
 1990 | ERI      |   0 |   1
 1989 | BOI      |   0 |   2
 1970 | BEN      |   0 |   7
 1971 | BEN      |   0 |   7
 1968 | WSN      |   0 |  15
 1967 | PHI      |   0 |  24
 1980 | TOR      |   0 |  25
 1981 | HOU      |   0 |  26
 1971 | OAK      |   0 |  27
 1983 | BAL      |   0 |  29
 1981 | ATL      |   0 |  34
 2016 | CHC      |   0 |  38
 2016 | DET      |   0 |  38
 2014 | BAL      |   0 |  38
 2016 | SFG      |   0 |  39
 2016 | FLA      |   0 |  39
 2015 | NYM      |   0 |  39
 2016 | KCR      |   0 |  39
 2014 | WSN      |   0 |  40
 2015 | TOR      |   0 |  40
 2016 | TEX      |   0 |  40
 2014 | TEX      |   0 |  40
 2014 | ATL      |   0 |  40
 2015 | ANA      |   0 |  40
 2015 | TBD      |   0 |  40
 2015 | PHI      |   0 |  40
 2015 | TEX      |   0 |  40
 2014 | DET      |   0 |  40
 2016 | BOS      |   0 |  40
 2015 | OAK      |   0 |  40
 2016 | HOU      |   0 |  40
 2015 | FLA      |   0 |  40
 2014 | MIN      |   0 |  40
 2016 | PHI      |   0 |  40
 2016 | NYY      |   0 |  40
 2015 | MIN      |   0 |  40
 2016 | SEA      |   0 |  40
 2016 | ARI      |   0 |  40
 2016 | ANA      |   0 |  40
 2015 | SEA      |   0 |  40
 2016 | BAL      |   0 |  41
 2015 | BAL      |   0 |  41
 2016 | NYM      |   0 |  41
 2016 | MIL      |   0 |  41
 2016 | OAK      |   0 |  41
 2015 | NYY      |   0 |  41
 2014 | MIL      |   0 |  41
 2016 | CLE      |   0 |  41
 2015 | KCR      |   0 |  41
 2016 | WSN      |   0 |  41
 2016 | PIT      |   0 |  41
 2015 | CIN      |   0 |  41
 2015 | SFG      |   0 |  41
 2015 | DET      |   0 |  41
 2015 | CLE      |   0 |  41
 2016 | CHW      |   0 |  41
 2016 | COL      |   0 |  41
 2013 | NYM      |   0 |  41
 2014 | CIN      |   0 |  41
 2016 | CIN      |   0 |  41
 2016 | TOR      |   0 |  41
 2014 | TBD      |   0 |  41
 2015 | MIL      |   0 |  41
 2016 | TBD      |   0 |  41
 2016 | MIN      |   0 |  42
 2015 | LAD      |   0 |  42
 2015 | COL      |   0 |  42
 2016 | LAD      |   0 |  42
 2014 | FLA      |   0 |  42
 2016 | STL      |   0 |  42
 2016 | ATL      |   0 |  42
 2015 | ATL      |   0 |  43
 2016 | SDP      |   0 |  43
(1414 rows)

